question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_rerank_base_no_context,llava_evqa_rerank_base_with_context,llava_evqa_rerank_no_p_prime,llava_evqa_rerank_no_p_q_i,llava_evqa_rerank_no_p_q_c,llava_evqa_rerank_no_p_q
"Along with chile, what south american country contains this plant?",Chile,['Peru'],[],0,"Porlieria chilensis is a plant that occurs in South America. In fact, all genus members are small trees or shrubs found on the South American continent. An example occurrence of P. chilensis is in the arid forested area of central Chile, where it occurs in association with the endangered Chilean wine palm, Jubaea chilensis.",0.9879888296127319,0.41578349471092224,0.3947192132472992,0.18480493128299713,0.40129730105400085,0.3756328821182251,0.28181737661361694
Who ate the fruit of this tree?,Adam and eve,['Native Americans'],[],0,"In Christian tradition, consuming the fruit of the tree of knowledge of good and evil was the original sin committed by Adam and Eve that led to the fall of man in Genesis 3. In Catholicism, Augustine of Hippo taught that the ""tree"" should be understood both symbolically and as a real tree – similarly to Jerusalem being both a real city and a figure of Heavenly Jerusalem. Augustine underlined that the fruits of that tree were not evil by themselves, because everything that God created ""was good"" (Genesis 1:12). It was disobedience of Adam and Eve, who had been told by God not to eat of the tree (Genesis 2:17), that caused disorder in the creation, thus humanity inherited sin and guilt from Adam and Eve's sin. In Western Christian art, the fruit of the tree is commonly depicted as the apple, which originated in central Asia. This depiction may have originated as a Latin pun: by eating the mālum (apple), Eve contracted malum (evil).",0.20818190276622772,0.01995096169412136,0.6982840895652771,0.04043878614902496,0.6659970283508301,0.09351082146167755,0.2707507908344269
Is spruce knob-seneca rocks national recreation area adjacent or seperate from this wilderness area?,Adjacent,['adjacent'],[],1,"Spruce Knob-Seneca Rocks National Recreation Area is a national recreation area in the Monongahela National Forest of eastern West Virginia, USA. The National Recreation Area protects three prominent West Virginia landmarks: Spruce Knob, the highest point in West Virginia (and the highest of the Allegheny Mountains) with a summit elevation of 4,863 feet (1482 m). Seneca Rocks, a 900-foot (270 m) high quartzite crag popular with rock climbers. Smoke Hole Canyon, a canyon along the South Branch Potomac River. Spruce Knob-Seneca Rocks NRA was established by an act of the U.S. Congress on September 28, 1965 as the first National Recreation Area in a United States National Forest, so it is administered by the US Forest Service.",0.5845925807952881,0.3805636763572693,0.8391224145889282,0.7101354002952576,0.7161874175071716,0.7718469500541687,0.6222378611564636
What was this island's relationship to the Somerset coast during the ice age?,Joined,['joined'],[],1,"During much of the most recent ice ages, from 1.8 million years ago, the sea level in the Severn Estuary was some 50 m (160 ft) below the current level and Flat Holm was joined to the Somerset coast as an extremity of the Mendip Hills. Sometime since the start of the Mesolithic period, 15,000 years ago, the ice sheets retreated, and the flat plains surrounding the river estuary flooded; the hilltops of Mendip Hills became the islands of Flat Holm and Steep Holm. The Carboniferous Limestone of which Flat Holm and neighbouring Steep Holm are composed forms a part of a wider Mesozoic basin extending from the Bristol and Mendip area westwards beneath the mouth of the Severn to South Wales, outcropping to the west at Sully Island and Barry, Wales. Part of the island is designated a Geological Conservation Review (GCR) Site and is a recognised Site of Special Scientific Interest (SSSI). The GCR and SSSI interest lies along the south-western shoreline from the north west point to Lighthouse Point where a wave cut portion of the limestone displays large fossil ""ripple marks"". There are argentiferous (i.e. silver-bearing) galena deposits on Flat Holm; the pits and mounds visible on the surface of the island are a result of trial borings. A dispute over lead mining rights in the 1780s ended with John Stuart, Lord Mount Stuart making an official complaint that the lighthouse keeper was using the coals intended for the lighthouse for processing lead. Mining for lead was not profitable, however, and the works were abandoned. Red marl from the Triassic Period fills joints in the Carboniferous Limestone showing evidence of karstic (cave forming) processes during this period. Caves on the western and north-eastern sides of the island were used during the years of smuggling.",0.19868002831935883,0.2009841352701187,0.8783537745475769,0.698514461517334,0.36401253938674927,0.8111846446990967,0.8274667263031006
What is the scientific name of this moth?,Stoeberhinus testaceus,['Autographa californica'],[],0,"This moth has become known under several invalid scientific names. For the genus, these are: Staeberhinus (lapsus) Staeberrhinus  Rye, 1882 (unjustified emendation) For the species: Stoeberhinus testacea (lapsus) Stoeberhinus testaceous Swezey, 1910 (unjustified emendation)",0.41060999035835266,0.011609497480094433,0.0068004196509718895,0.008741900324821472,0.014852278865873814,0.0108200553804636,0.02812335453927517
Up to how many centimeters long are the shoots of this plant?,20,['64'],[],0,"This plant is a vine that can exceed 3 meters in length. One plant produces up to 12 stems, which are lined with several membranous wings. They emerge from roots with tubers of various shape and size, generally up to 20 centimeters long by 8 wide. The leaves are up to 23 to 30 centimeters long with blades divided into pointed lobes and borne on long, winged petioles. Green flowers with six tiny tepals are borne in the axils. The fruit is a winged, lightly hairy capsule up to about 2.7 centimeters long.",0.13263115286827087,0.01101284846663475,0.015485543757677078,0.011286908760666847,0.015079382807016373,0.00512800132855773,0.004775174427777529
"In addition to population declines, why is this bird classified as vulnerable?",Hunting,['range losses'],[],0,"The population of this species is patchily distributed, and is vulnerable for preferring lower elevation forests which are under the greatest pressure from human disturbance. It is suspected that the population is rapidly declining because of predation by dogs, rats and by hunting. Its forests are also threatened by logging and subsistence agriculture. The International Union for Conservation of Nature has classified the conservation status of this bird as ″vulnerable″.",0.20981568098068237,0.07052239030599594,0.21308262646198273,0.2650946378707886,0.23828212916851044,0.6223313808441162,0.27492111921310425
What does the exhibition room contain about the history of this building?,Armor,['information'],[],0,"The museum displays exhibits about the history of the building, as well as of the City of Brussels and its defence. The collection includes the parade armor of Archduke Albert of Austria, Governor General of the Habsburg Netherlands in the 17th century. The main parts of the museum, each on a separate floor, are: Armour and Armaments, in a small room off the central passage the Gothic Room, above, containing the history of the fortifications of Brussels and of the Halle Gate the Guilds Room, showing the role of the trade guilds of the city a temporary exhibition space a walkway round the battlements, offering a panorama of the city the roof space for small exhibitions",0.6936997175216675,0.02102045714855194,0.12463237345218658,0.25756072998046875,0.04921087250113487,0.005183930974453688,0.037293337285518646
"What is the maximum length of this bird, in centimeters?",16,['12'],[],0,This species reaches 16 centimeters in maximum length.,0.6573843359947205,0.15401606261730194,0.38700708746910095,0.1288830190896988,0.01276086363941431,0.5388349294662476,0.06657648831605911
What does this railway station offer?,Train,['Train services'],[],0,"Huzhou railway station (Chinese: 湖州站) is a railway station in Wuxing District, Huzhou, Zhejiang, China. It offers both conventional and high-speed service. The future Shanghai–Suzhou–Huzhou high-speed railway will serve this station.",0.48821091651916504,0.010785960592329502,0.007183691021054983,0.011526709422469139,0.04085085168480873,0.01518365740776062,0.01571914181113243
To whom were the lands of this park deeded?,Joseph cooke,['the state'],[],0,"The small triangular plot of land was originally owned by Joseph Cooke, who deeded to the Town of Cranston on May 24, 1824. Cranston in turn deeded it to Providence in 1868. It was renamed Columbus Park in 1893 in honor of a bronze statue of Columbus which was erected in on the small plot on the occasion of the 400th anniversary of Columbus's landing.",0.0738079622387886,0.034883271902799606,0.009051190689206123,0.13087402284145355,0.17756988108158112,0.07744196057319641,0.01880284771323204
What is one place this plant has been introduced to?,Australia,['Africa'],[],0,"This plant is native to equatorial Asia, including locations in South Asia and Southeast Asia but has also been introduced to Africa, Australia and the Americas.",0.4746015965938568,0.02313140407204628,0.12122108787298203,0.07057943940162659,0.21657423675060272,0.3269660770893097,0.058620575815439224
"In addition to sandy soils, where does this plant grow?",Dry,['gravelly soils'],[],0,"The plant commonly grows in dry to moderately moist soils, in prairies, woodlands, and the edges of roads. It seldom grows in sandy soils. It grows throughout the eastern United States, from eastern Nebraska to Georgia.",0.3555239737033844,0.01141040213406086,0.0125693678855896,0.004603943787515163,0.04481297731399536,0.006971611641347408,0.023620305582880974
Does this bird have any accepted subspecies?,No,['no'],[],1,"The tricolored blackbird does not have any officially recognized subspecies, although there is a population in southern California that may require genetic evaluation.",0.7457826733589172,0.005634615663439035,0.02283160388469696,0.1188996359705925,0.1365644633769989,0.07010433077812195,0.012987606227397919
What does lloyds banking group use the majority of this building for?,Offices,['offices'],[],1,"As of 2010, the building is a branch of the Lloyds TSB bank; the first floor is used for offices.",0.9223852753639221,0.47348740696907043,0.8074182868003845,0.38506877422332764,0.4241899847984314,0.15257622301578522,0.17015986144542694
Where is this plant cultivated?,Himalayas,['temperate climates around the world'],[],0,"This plant is cultivated in Himalayas, South-East Malaysia, Australia, and Polynesia region. The plant is found well versed in India, often in waste places, on roadsides and in open space.",0.7084958553314209,0.01795007288455963,0.009734840132296085,0.009495739825069904,0.25513938069343567,0.0063683269545435905,0.028761863708496094
What problem did this reservoir help alleviate?,Water shortage,['water shortage'],[],1,"The High Island Reservoir, located in the far south eastern part of the Sai Kung Peninsula, was opened in 1978 helping to alleviate water shortage problems in Hong Kong. Its water capacity is approximately 273 million cubic metres. The area it occupies was originally the Kwun Mun Channel (官門海峽), which separated High Island from the Sai Kung Peninsula.",0.8351597189903259,0.09889809042215347,0.48217684030532837,0.25489553809165955,0.5074256658554077,0.22172628343105316,0.28812935948371887
The proximal joints of what are white on this moth?,Antennae,['the tarsi'],[],0,"The moth has a wingspan of 34 mm. The frons and collar are yellow with the metathorax having a yellow streak. The first abdominal segment has a yellow band which is sometimes obsolescent. The forewing has large hyaline patches, one filling the cell, another filling nearly the whole interno-median interspace, one at junction of veins 2 and 3, two subapical, and two submarginal. In the form S. i. sargania, there is a long streak between veins 5 and 6. In others it is reduced to a spot or may be lacking entirely. The hindwing has a postbasal hyaline patch extending hardly (or not at all) beyond the cell. The tips of the antennae and proximal joints of the tarsi are white. The spots of the forewing vary considerably in size. The male individual is slender and long abdomen than female.",0.3444942831993103,0.2217152714729309,0.5698571801185608,0.4613914489746094,0.6747691631317139,0.633882462978363,0.7978832721710205
What does the toothed point on the leaves of this plant resemble?,Fang,['hair'],[],0,"Its pointed leaves have toothed margins, where the teeth can appear almost hooked. The flowers of the plant are yellow.",0.2704184055328369,0.010484574362635612,0.06010262668132782,0.01380952075123787,0.042581889778375626,0.012158126570284367,0.053469836711883545
What does the bavarian administration of state-owned palaces do for this palace?,Manage,['managed'],[],0,"The Palace is managed by the Bavarian Administration of State-owned Palaces, an administrative department of the Free State of Bavaria. It is open to visitors and the Banqueting Hall can be booked for special events. It is also used as a venue for classical concerts. The stairwell, same as the west facade of 1715 are built in the Régence style. The main sight of the palace is the banqueting hall with its coffered Renaissance ceiling, designed and created between 1564 and 1566 by Hans Wisreutter, which was restored to the palace in 1977. The view from the top of the Schlossberg overlooks Munich and extends to the Bavarian Alps.",0.8774470686912537,0.09626678377389908,0.07646430283784866,0.08282399922609329,0.2762570381164551,0.220672145485878,0.22285954654216766
What part of asia does this bird migrate to?,Africa,['southern'],[],0,"This bird breeds in small colonies in heavily vegetated areas of freshwater lakes across Europe, much of Asia down to New Guinea, and most of Africa. Most birds move to more open or coastal waters in winter, but it is only migratory in those parts of its range where the waters freeze. Outside of breeding season, it moves into more open water, occasionally even appearing on the coast in small bays.",0.8006249666213989,0.03302164003252983,0.04127036780118942,0.02646748721599579,0.0473402738571167,0.03047279641032219,0.020943287760019302
In what type of ipswichian layers have fossils of this plant been found?,Limestone,['interglacial'],[],0,"Fish fossils, commonly those of the ray-finned Semionotus, can be found in limestone layers within the formation.  In other layers, indeterminate fossil ornithischian tracks have been noted, along with additional reptile and dinosaur prints.  Fossil plant remains, as well as root structures and pollen, are also found in the formation.",0.7545385956764221,0.3155539035797119,0.022986575961112976,0.06898466497659683,0.2111254781484604,0.029925435781478882,0.05825774371623993
What is the nominate subspecies of this bird?,Kizuki,['R. r. regulus'],[],0,"This species was described by Temminck in 1836. The IOC World Bird List recognizes the following subspecies: Yungipicus kizuki permutatus, Y. k. seebohmi, Y. k. nippon, Y. k. shikokuensis, Y. k. kizuki (the nominate subspecies), Y. k. matsudairai, Y. k. kotataki, Y. k. amamii, Y. k. nigrescens and Y. k. orii. The species has previously been placed in genera Dendrocopos and Picoides.",0.4359039068222046,0.010513161309063435,0.003572971560060978,0.15931305289268494,0.036670275032520294,0.04280315339565277,0.01119905337691307
"Besides europe and siberia, what other area is this plant native to?",China,['Asia Minor'],[],0,"The plant is native to China, Korea, Mongolia, and Russia in the Russian Far East and Siberia.",0.7255669832229614,0.20227296650409698,0.06822963058948517,0.19527332484722137,0.1573706567287445,0.021704327315092087,0.03046460822224617
What color are the leaves at the bottom of this plant?,Purple,['green'],[],0,"This plant has cylindrical tapered leaves, shading from powdery blue with a of purple at the bottom of the plant to a light green at the points of the top leaves. That color slowly darkens down the length of the plant. Leaves resemble gems-jewels.",0.802584171295166,0.08257366716861725,0.25151491165161133,0.05658118426799774,0.13702832162380219,0.24744479358196259,0.08059830218553543
This castle was one of how many castles held for parliament in the west during the English Civil War?,1,['few'],[],0,"During the Civil War Hopton Castle was one of the few castles to be held for the Parliament in the west. In 1644 Sir Michael Woodhouse, with a force of about 500, laid siege to the castle which was defended by about thirty Roundheads under the command of Samuel More. More eventually agreed terms and surrendered. There are varying versions of what happened next. According to More's account all those who surrendered, apart from himself, were killed and buried. Other accounts vary on how the siege ended. They state that after a three-week siege, More delayed surrendering until the bailey had been taken and the entrance to the keep was on fire, at which point the garrison surrendered to Sir Michael Woodhouse, who at his discretion (his prerogative under the laws of war as they were practised at that time), decided not to grant the majority of his prisoners quarter and they were killed by their captors. The castle was still habitable in 1700, but fell into disrepair soon afterwards. Substantial remnants of the much altered keep remain.",0.35778582096099854,0.018143733963370323,0.0058770026080310345,0.057802099734544754,0.2764701247215271,0.020630016922950745,0.054761212319135666
What part of the russian museum is housed in this palace?,Ethnography,['the main building'],[],0,"The Mikhailovsky Palace houses the main building of the Russian Museum and is used to display its collections of early artworks, and those from the eighteenth and nineteenth centuries. Entrance and exits are through the lower floor, which contains the ticket offices, cloakrooms, shops, cafe, and other visitor facilities. The Rossi wing, the former Freylinskiy wing, displays nineteenth century art, and examples of Russian folk art.  Twentieth century art and temporary exhibitions are displayed in the Benois wing.  The former Manezhny wing was demolished by Vasily Svinin, with a new building constructed between 1900 and 1911, which now houses the Russian Museum of Ethnography, initially the Russian Museum's department of ethnography, but established as a separate museum in 1934. Between 2000 and 2002 the original decoration of the palace church was recreated.",0.5809854865074158,0.017215752974152565,0.006086437962949276,0.025699041783809662,0.10711710900068283,0.007132087368518114,0.024904174730181694
What was the original this wilderness?,Jarbidge,['a mountaintop meadow'],[],0,"The original Jarbidge Wilderness was established by the 1964 Wilderness Act, and was the first wilderness area protected in Nevada.  Expanded in 1989 by the Nevada Wilderness Act, this wilderness is now over 113,000 acres (46,000 ha). The wilderness area contains the headwaters of both the Marys and Jarbidge Rivers, and of Salmon Falls Creek. Emerald and Jarbidge Lakes are also within its boundaries. Nearly ten mountain peaks of greater than 10,000 feet (3,000 m) are located within the wilderness. Native habitats include Subalpine Fir, Whitebark Pine, and Quaking Aspen forests, riparian woodlands, and sagebrush steppe.",0.8435707688331604,0.01091668289154768,0.005581584293395281,0.008662031963467598,0.057770248502492905,0.002400581957772374,0.010111656039953232
How many meters long has this snake been known to grow to?,10.7,['3.7'],[],0,"Jason Head, of the Smithsonian Institution in Washington, DC, has compared fossil Gigantophis garstini vertebrae to those of the largest modern snakes, and concluded that the extinct snake could grow from 9.3 to 10.7 m (30.5 to 35.1 ft) in length. If 10.7 m (35.1 ft), it would have been more than 10% longer than its largest living relatives. Later estimates, based on allometric equations scaled from the articular processes of tail vertebrae referred to Gigantophis garstini, revised the length of Gigantophis garstini to 6.9 ± 0.3 metres (22.64 ± 0.98 ft).",0.4734039306640625,0.04323790222406387,0.049475815147161484,0.17714375257492065,0.41259080171585083,0.12140261381864548,0.2469531148672104
How are the flowers of this plant arranged?,In a group,['rounded inflorescences'],[],0,"Plants in the genus Melicope have simple or trifoliate leaves arranged in opposite pairs, or sometimes whorled. The flowers are arranged in panicles and are bisexual or sometimes with functionally male- or female-only flowers. The flowers have four sepals, four petals and four or eight stamens. There are four, sometimes five, carpels fused at the base with fused styles, the stigma similar to the tip of the style. The fruit is composed of up to four follicles fused at the base, each with one or two seeds.",0.03882095217704773,0.003445021342486143,0.0026158688124269247,0.0012884953757748008,0.0024257772602140903,0.0012135491706430912,0.004195005167275667
What is another name for this plant?,Bamboo,['roundleaf thoroughwort'],[],0,"Tiger grass is another common name for this plant throughout the tropics where it is grown as an ornamental. It may be used to create the effect of bamboo, which it resembles, but to which it is not related.",0.8922562003135681,0.010701180435717106,0.015718266367912292,0.018241476267576218,0.1398533135652542,0.061077140271663666,0.21910978853702545
What kind of margins do the lower leaves of this plant have?,Crenate,['toothed'],[],0,"This plant can show heterophylly: upper leaves can be different from lower leaves. The blade can be more or less elongated, from rounded to lanceolate, with crenate margin. At the base of the petiole there are stipules (5–15 mm long) of various form, from linear and entire stipules to stipules divided in many linear segments, pennate or palmate.",0.7598495483398438,0.21193474531173706,0.11853743344545364,0.1162799671292305,0.2958364188671112,0.12400228530168533,0.19498857855796814
Does this tree attract or repel squirrels?,Attract,['attracts'],[],0,"The tree is noted for attracting wildlife. The nuts are an important food for jays, pigeons, wild boar, deer, and squirrels.  American and Chinese chinquapins (Castanea pumila and Castanea henryi) have very small nuts that are an important source of food for wildlife.",0.940329372882843,0.6996468901634216,0.7818520665168762,0.6089014410972595,0.678733766078949,0.67948317527771,0.5301433801651001
In what year was this building constructed?,1744,['1898'],[],0,"The building was constructed between the years 1744-45 and was commissioned by the wealthy merchant Christian Ancher. Situated in what is present-day Fred.Olsens gate 6, close to Oslo Central Station,  the building was near a public garden, Paléhaven, that stretched down to the shores of Bjørvika.",0.5909837484359741,0.004581712651997805,0.15289637446403503,0.010943173430860043,0.1721963882446289,0.03116508573293686,0.029676424339413643
What does the shade on the north-facing slopes of this butte help to retain?,Water,['water'],[],1,"‘’’Short Grass’’’ prairies surround the buttes.  They are dominated by Blue grama and buffalo grass.  Associated plants include the Thread-leaf sedge, ring muhly, western wheatgrass, and the prickly pear cactus. ‘’’Mixed Prairie’’’ are the lighter and more sandy soils, on the heights.  The dominant plants are the Needle and thread grass, western wheatgrass, Junegrass, along with short grass plants.  There is a wider mix of vegetation which becomes more noticeable in spring and early summer when Broom snakeweed, fringed sage, plus various forbs, including milkvetches, and locoweeds are highly visible.  The mixed prairie has the greatest variety of plants. The ‘’’Little Bluestem’’’ is found across the entire grasslands, but it dominates in localized plots.  These are in the swales and along north-facing slopes where the shade will retain water longer.  Around the west butte, pockets are along the north and northeast facing slopes where the shade will retain water longer. These will also be  Little Bluestem and a mix of Canada rye, Phlox, borges, and a mix of grasses and forbs. ‘’’Clay Barrens’’’ surround the buttes, where the Brule Formation is exposed.  Here taproots dominate with  hooker sandwort, tufted milk vetch, and common commandra.  Several of these species use rhizomes to root spread following small fractures in the clays.  Other plants associated with the Clay barrens are; Phlox, Indian rice grass, Penstemon, and evening primrose. Where there is active erosion, there are no plants.",0.9712246060371399,0.8187770247459412,0.9278574585914612,0.7762349843978882,0.657641589641571,0.8616634011268616,0.8585825562477112
Which canal approaches this canal from the south-east?,Peak forest canal,['Ashton Canal'],[],0,"The junction is located on the southern edge of Ashton-under-Lyne, and the Ashton Canal approaches it from the south-east. The canal is level for 2.5 miles (4.0 km) to Fairfield Junction, where the Hollinwood Branch turned north, and the Fairfield locks begin the descent to Manchester. The Peak Forest Canal heads south, and is level for 7 miles (11 km) to the first of the sixteen Marple Locks. It passes through two short tunnels at Woodley and Hyde Bank, the second of which is slightly too narrow to allow two boats to pass. The Huddersfield Narrow Canal heads to the north-east, and passes through a tunnel under an Asda supermarket to reach the first of 32 locks that ascend to Standedge Tunnel, 0.4 miles (0.64 km) from the junction. A slender bridge carries the towpath over the line to the aqueduct and the Peak Forest Canal. It carries the date 1835, and is a grade II listed structure. Nearby is Cavendish Mill, a former cotton spinning mill built in 1884-5, and one of the first to use steel girders and lintel plates to support concrete floors, rather than using brick arches. The construction method was pioneered by Edward Potts, who failed to obtain a patent for the design in 1884. The junction is the location for the Tameside Canals Festival, held in mid-July each year.",0.4619847238063812,0.06343772262334824,0.155691996216774,0.11852670460939407,0.011476881802082062,0.22973862290382385,0.019450480118393898
What flavor is this plant similar to if picked young?,Parsley,['sharp parsley'],[],0,"The young leaves are edible raw or cooked. The whole plant is reportedly edible with a flavor similar to sharp parsley if picked young. According to John Lovell's Honey Plants of North America (1926), ""the pink flowers are a valuable source of honey (nectar), and also furnish much pollen"". Among the Zuni people, a poultice of chewed root is applied to sores and rashes and an infusion of the root is taken for stomachache.",0.9001141786575317,0.5730693936347961,0.9224221706390381,0.7050161361694336,0.6534737348556519,0.8974581956863403,0.7855322957038879
When was the iucn status of this insect reviewed?,2014,['2017'],[],0,"Sympecma paedisca, known generally as siberian winterdamsel, is a species of spreadwing in the damselfly family Lestidae. It is found in Europe. The IUCN conservation status of Sympecma paedisca is ""LC"", least concern, with no immediate threat to the species' survival. The IUCN status was reviewed in 2014.",0.8274039626121521,0.6860736012458801,0.8690829873085022,0.4738890826702118,0.5902870893478394,0.8419198989868164,0.5861026048660278
"Besides height, what else does this plant grow from?",Stem,['width'],[],0,"This plant grows anywhere between 5 and 20 centimeters in height, with a thread-thin branched stem which is often red in color. Most of the leaves are one half to one centimeter long, rounded, fuzzy underneath and wavy-edged. Tiny clusters of very light to deep pink flowers grow on minute erect stalks.",0.0534469410777092,0.02079254388809204,0.08594678342342377,0.01885530725121498,0.0963163673877716,0.013043684884905815,0.08327281475067139
Who built this building?,Henry Hobson Richardson,['Captain Samuel Hathorn II'],[],0,"The Brown Thomson (originally the Cheney Building) building was designed by Henry Hobson Richardson, in the Richardsonian Romanesque style which he created and built in 1877.  At one time, the G. Fox & Co. department store extended into this building.",0.9409048557281494,0.01424708217382431,0.04807011038064957,0.006534866988658905,0.5141350030899048,0.07404635846614838,0.02356909215450287
Is this plant a confirmed or suspected food plant for the larvae of deilephila elpenor?,Confirmed,['confirmed'],[],1,"Galium boreale is confirmed as a food plant for the larvae of Deilephila elpenor, D. porcellus, Epirrhoe galiata, Eupithecia subumbrata and Gandaritis pyraliata.",0.8315819501876831,0.9224197864532471,0.9574787020683289,0.872194766998291,0.8299530744552612,0.8993195295333862,0.9351705312728882
What is the annual mean temperature of this mountain in celsius?,8.2,['3.9'],[],0,"Mean annual temperature is 8.2 degree Celsius; annual precipitation is 1108.8 mm. Rainfall is at its highest in August at 136.6 mm, at its lowest in April at 59.4 mm. It is warmest in July, coolest in January.",0.3761900067329407,0.2046927809715271,0.23057885468006134,0.2549448013305664,0.15972945094108582,0.12581130862236023,0.39963895082473755
What pattern is this beetle known for?,Reflection,['flight'],[],0,"Aspidimorpha sanctaecrucis can reach a length of about 14 mm. This beetle shows a golden reflection in the elytra and prothorax, and a characteristic pattern with well developed posterolateral and humeral spots on the explanate elytral margin. It is active in the rainy season, with diapause in winter and summer. Both adults and larvae feed on Convolvulaceae, mainly on Ipomoea species. In Manipur (N.E. India), it is locally known as ""Sandrembi"" and ""Cheishra"".",0.3124074935913086,0.016681373119354248,0.027457157149910927,0.01375869382172823,0.0655529573559761,0.17371101677417755,0.2534219026565552
Where in new zealand were attempts made to reintroduce this bird?,Waitakere ranges,['Tiritiri Matangi Island'],[],0,"Various reintroduction attempts have been studied. Between 1976 and 1986, seventeen red-crowned parakeets were released in the Waitākere Ranges near Auckland. The project was not monitored very meticulously and it apparently failed. More recent attempts on Tiritiri Matangi Island, New Zealand from 2004 to 2006 concluded that reintroduction can succeed in areas free of introduced predators.",0.2070498913526535,0.17675581574440002,0.04470644146203995,0.022905772551894188,0.18165414035320282,0.004083781503140926,0.03438548371195793
"In 2014, this art gallery became what kind of public venue to display the priseman seabrook collection?",Museum,['first'],[],0,Huddersfield Art Gallery has hosted the New Light art prize which focuses on artists from the north of England and annually hosts the Contemporary British Painting Prize which is a national prize for painters who practice in the UK. In 2014 the gallery became the first public venue to display The Priseman Seabrook Collection of 21st Century British painting.,0.8595275282859802,0.06653188169002533,0.8589032888412476,0.8872295618057251,0.8832009434700012,0.9114587903022766,0.722460925579071
How long is this bird in centimeters?,73,['Less than 10'],[],0,"The bird measures an average of 73 centimeters in length and weighs an average of 1.2 kilograms, being very similar in appearance to its smaller relative, the rusty-margined guan (P. supercilliaris).",0.4512230455875397,0.03603644669055939,0.059077512472867966,0.0632127970457077,0.03730834275484085,0.019965430721640587,0.02361098676919937
Which sex of this bird establishes a territory?,Male,['male'],[],1,"The northern goshawk is always found solitarily or in pairs. This species is highly territorial as are most raptorial birds, maintaining regularly spaced home ranges that constitute their territory. Territories are maintained by adults in display flights. During nesting, the home ranges of goshawk pairs are from 600 to 4,000 ha (1,500 to 9,900 acres) and these vicinities tend to be vigorously defended both to maintain rights to their nests and mates as well as the ranges’ prey base. During display flight goshawks may engage in single or mutual high-circling. Each sex tends to defend the territory from others of their own sex. Territorial flights may occur almost through the year, but peak from January to April. Such flights may include slow-flapping with exaggerated high deep beats interspersed with long glides and undulations. In general, territorial fights are resolved without physical contact, often with one (usually a younger bird seeking a territory) retreats while the other approaches in a harrier-like warning flight, flashing its white underside at the intruder. If the incoming goshawk does not leave the vicinity, the defending goshawk may increase the exaggerated quality of its flight including a mildly undulating wave-formed rowing flight and the rowing flight with its neck held in a heron-like S to elevate the head and maximally expose the pale breast as a territorial threat display. Territorial skirmishes may on occasion escalate to physical fights in which mortalities may occur. In actual fights, goshawks fall grappling to the ground as they attempt to strike each other with talons.",0.8248274326324463,0.25610703229904175,0.8381756544113159,0.41560113430023193,0.5176765322685242,0.48145708441734314,0.6694925427436829
What do the flowers of this plant turn into?,Fruit,['brown and black capsules'],[],0,"The flowers are spherical, adorned with small reddish flowers. When the flower matures, it turns into a prickly cone and turns grayish-green. The female flowers are green when they first form, and later turn reddish. They are slightly hairy, remain unshed in the fruit and harden and gain a woody structure.",0.5198405981063843,0.015263479202985764,0.05838384851813316,0.023766567930579185,0.10942356288433075,0.024350475519895554,0.0582883320748806
Sergei mosyakin expanded what genus to include anemone canadensis as this plant?,Anemonastrum,['Anemonastrum'],[],1,"The species was first described in 1768 by Carl Linnaeus, as Anemone canadensis. As traditionally and broadly circumscribed, the genus Anemone has repeatedly been shown not to be monophyletic, with genera such as Clematis and Pulsatilla embedded within it. As part of creating monophyletic genera, Sergei Mosyakin expanded the genus Anemonastrum to include Anemone canadensis as Anemonastrum canadense.",0.9013231992721558,0.5693244934082031,0.7760850191116333,0.8052434325218201,0.7453073859214783,0.853874146938324,0.6079488396644592
What animal occasionally eats this plant?,Deer,['white-tailed deer'],[],0,"The plant has been observed as browse for many species of animal, including deer, elk, horses, bighorn sheep and mountain goats which browse the umbels. Blue grouse consume the leaves, as well as insects. Plains tribes of Native Americans used the mashed roots of this plant as ear plugs, and the flowers as an additive for the tanning of buffalo hides. The roots were eaten by children as a sweet snack",0.9488478302955627,0.06404556334018707,0.18207283318042755,0.015144946053624153,0.24733412265777588,0.045162446796894073,0.187407448887825
"Along with nevada, what state calls this bird its state bird?",Idaho,['Idaho'],[],1,"The mountain bluebird is the state bird of Idaho and Nevada. More generally, the bluebird has lived in writers’ and poets’ imaginations as age-old bearers of joy and reverie. The Twitter bird is based on the mountain bluebird.",0.9856846332550049,0.5994164943695068,0.9207185506820679,0.8406076431274414,0.7286782264709473,0.8259537816047668,0.5870628952980042
What does the wood of this tree have to warp or crack?,Nothing,['a tendency'],[],0,"Acacia mangium trees produce sapwood and heartwood. The heartwood's colour is brownish yellow shimmery and medium textured. Because the timber is extremely heavy, hard, very strong, tough, and not liable to warp and crack badly it is used for furniture, doors and window frames. The glossy and smooth surface finish after polishing leads also to a potential for making export-oriented parquet flooring tiles and artifacts.",0.39124298095703125,0.006118485238403082,0.005082893650978804,0.006612332072108984,0.03353620693087578,0.012721031904220581,0.005979749374091625
