question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_eva_clip_base_no_context,llava_evqa_eva_clip_base_with_context,llava_evqa_eva_clip_no_p_prime,llava_evqa_eva_clip_no_p_q_i,llava_evqa_eva_clip_no_p_q_c,llava_evqa_eva_clip_no_p_q
What is the scientific name of this moth?,Callopistria floridensis,['Autographa californica'],[],0,"Callopistria floridensis, the Florida fern moth or Florida fern caterpillar, is a moth of the family Noctuidae. It is found from North America (including Alabama, California, Florida, Georgia, Iowa, Louisiana, New Brunswick, New Mexico, North Carolina, Ohio, Oklahoma, Ontario, Pennsylvania, South Carolina, Tennessee and Texas), south through the Caribbean (including Cuba), Mexico and Central America (including Costa Rica) to Ecuador. The wingspan is about 29 mm (1.1 in). Adults are on wing year round in Florida and the tropics. The larvae feed on various ferns, including Nephrolepis exaltata and Pteris vittata. They are highly variable in coloration, ranging from green to brown, black or reddish. It is an occasional pest in greenhouses.  The larvae were recently discovered to have high levels of arsenic when feeding on P. vittata, and are the only known terrestrial animal to accumulate arsenic.",0.8544246554374695,0.17614926397800446,0.2685055434703827,0.3059239685535431,0.2980595529079437,0.45803776383399963,0.3388490080833435
Up to how many centimeters long are the shoots of this plant?,10,['64'],[],0,"Opuntia stenopetala is a species low bushy cactus, often forming thickets or mats, the main branches creeping and resting on the edges of the joints. Its native range is within Mexico. It is dioecious, with male and female flowers on separate plants.",0.16877473890781403,0.018964845687150955,0.007648393511772156,0.059276919811964035,0.006512153428047895,0.016833096742630005,0.016641676425933838
"In addition to population declines, why is this bird classified as vulnerable?",Habitat loss,['range losses'],[],0,"As a layer of eggs it is the most prolific of any breed of goose, usually laying some 50–60 eggs in a season of about five months, but sometimes reaching 100 eggs during that time. The eggs weigh about 120 g, rather less than those of other geese. Flocks of the geese may be used to guard property or to keep down weeds.",0.17162545025348663,0.137068971991539,0.21732433140277863,0.3329025208950043,0.17739927768707275,0.17634454369544983,0.1649080365896225
What does the exhibition room contain about the history of this building?,Wedding cake,['information'],[],0,"Brewer, Charlotte (February 2012). ""'Happy Copiousness'? OED's Recording of Female Authors of the Eighteenth Century"". The Review of English Studies. 63 (258): 86–117. doi:10.1093/res/hgq102. JSTOR 41410091. Charsley, Simon (January 1988). ""The Wedding Cake: History and Meanings"". Folklore. 99 (2): 232–241. doi:10.1080/0015587X.1988.9716445. JSTOR 1260461. Corfield, Penelope J. (10 January 2012). ""Business Leaders and Town Gentry in Early Industrial Britain: Specialist Occupations and Shared Urbanism"". Urban History. 39 (1): 20–50. doi:10.1017/S0963926811000769. JSTOR 26398115. Corfield, P. J.; Kelly, Serena (9 February 1984). ""'Giving Directions to the Town': The Early Town Directories"". Urban History. 11: 22–35. doi:10.1017/S0963926800006891. JSTOR 44610004. Davidson, Alan (Winter 1983). ""Food: The Natural History of British Cookery Books"". The American Scholar. 52 (1): 98–106. JSTOR 41210911. Foster, Charles (November 1996). ""The History of the Gardens at Arley Hall, Cheshire"". Garden History. 24 (2): 255–271. doi:10.2307/1587140. JSTOR 1587140. Lucraft, Fiona (1992). ""The London Art of Plagiarism, Part One"". Petits Propos Culinaires. 42: 7–24. ISSN 0142-7857. Wilson, Carol (May 2005). ""Wedding Cake: A Slice of History"". Gastronomica. 5 (2): 69–72. doi:10.1525/gfc.2005.5.2.69. Wrigley, E. A. (February 2007). ""English County Populations in the Later Eighteenth Century"". The Economic History Review. 60 (1): 35–69. doi:10.1111/j.1468-0289.2006.00355.x. JSTOR 4121995. S2CID 153990070.",0.08022702485322952,0.021961329504847527,0.01474505104124546,0.011460133828222752,0.026920972391963005,0.05946073308587074,0.014841769821941853
"What is the maximum length of this bird, in centimeters?",3.5,['12'],[],0,This hummingbird is 3.5 inches in length.  Males may be identified by the combination of violet crown and forked chestnut tail.  The female is the only hummingbird in its range with the combination of mostly white underparts and chestnut tail.,0.05394210293889046,0.027095014229416847,0.11481523513793945,0.06364957243204117,0.04861128702759743,0.5420171022415161,0.11294957995414734
What does this railway station offer?,Food,['Train services'],[],0,"The origins of the railway station is a small station on the line Ghent–Ostend in 1881. At that time, the main railway station of Ghent was the South railway station, built in 1837. At the occasion of the 1913 International Exposition in Ghent, a new Sint-Pieters railway station was built. It was designed by architect Louis Cloquet and finished in 1912 just before the World's Fair. The station was built in an eclectic style with a long corridor dividing the building in its length which provides access to diverse facilities. A tunnel (designed by ir. P. Grondy) starting from the entrance hall provides access to the twelve platforms. This gives the station its cross-form design. The original waiting rooms for second and third class now serve as a buffet and restaurant. The station was classified in 1995. In 1996, the station was renovated, with the renovation of the interior of the western wing completed in 1998. The station was served by a daily Thalys high speed service to Paris between 1998 and 31 March 2015.",0.416948139667511,0.00684899790212512,0.005462252534925938,0.02327178232371807,0.0243412796407938,0.012126297689974308,0.05749904364347458
To whom were the lands of this park deeded?,Georgia Anna 'Chambers' Connor,['the state'],[],0,"Daingerfield State Park, in Morris County southwest of Texarkana, is a 506.913-acre (2.05140 km²) recreational area (including 80-acre (320,000 m²) Lake Daingerfield), deeded in 1935 by Georgia Anna 'Chambers' Connor, and opened in 1938.",0.2316148430109024,0.10546059906482697,0.511106550693512,0.5615602135658264,0.3615184724330902,0.5686019062995911,0.301389217376709
What is one place this plant has been introduced to?,Hawaii,['Africa'],[],0,"Mickelopteris cordata is native to the Indian subcontinent (Assam, Bangladesh, the region of India, Sri Lanka), Indochina (Cambodia, Laos, Myanmar, Peninsular Malaysia, Thailand, Vietnam), south-central China and Hainan, the Philippines and the Lesser Sunda Islands. It is found in damp locations, such as the wet soil and rocks of river valleys in dense forests and shrublands, growing below elevations of 1000 m.",0.43109646439552307,0.01561187207698822,0.05592918395996094,0.05679458752274513,0.04129278287291527,0.019070344045758247,0.02954782359302044
"In addition to sandy soils, where does this plant grow?",Gravel,['gravelly soils'],[],0,"White prickly poppy is an annual or biennial plant that often grows in colonies  in sandy or gravelly soils. This plant is often found along fences, roadsides, railroad tracks, on hills and slopes, and in overgrazed pastures.",0.5576992630958557,0.04006821662187576,0.0448443703353405,0.09912126511335373,0.05582017824053764,0.18825000524520874,0.06806057691574097
Does this bird have any accepted subspecies?,No,['no'],[],1,The IUCN has rated the royal tern as of Least Concern.,0.4068399965763092,0.0018180825281888247,0.0019438149174675345,0.0015183222712948918,0.004158618859946728,0.009460213594138622,0.005503550171852112
What does lloyds banking group use the majority of this building for?,Offices,['offices'],[],1,The following table lists buildings that were owned and utilized by the university but have subsequently been either sold or demolished.,0.4672893285751343,0.11764813959598541,0.08026304095983505,0.046649444848299026,0.0188114233314991,0.23570255935192108,0.06560412049293518
Where is this plant cultivated?,Papua new guinea,['temperate climates around the world'],[],0,"In the Highlands Region of Papua New Guinea, this grass is locally known as pit pit grass, and grows naturally. The local communities use the stem of this grass for several purposes. The matured stem is used to make fences around gardens. It is also used to construct the outer wall of traditional houses. The third important use is that remote households burn dried stems to light their houses. Also, children who walk to school carry torches from the burning stem of this grass until they reach their destination. A torch is about 1–2 m (3.3–6.6 ft) long and it takes quite a while to burn it down. The walking distance is long where the children start their journey as early as 5 am.",0.3700741231441498,0.3500771224498749,0.06043935939669609,0.020366836339235306,0.1795036494731903,0.3763764798641205,0.13901203870773315
What problem did this reservoir help alleviate?,Water shortage,['water shortage'],[],1,"In 1957 construction began on the first dam that would close off a natural sea bay and create the Shek Pik Reservoir. The reservoir was built to store freshwater that previously had been ""lost to the sea"" during the rainy season. The reservoir was completed in 1963. The completion of Shek Pik reservoir was followed by the construction of two larger reservoirs of the same type. After the Plover Cove Reservoir was completed in 1968, water rationing was discontinued until 1977. With the completion of the High Island Reservoir in 1978, continuous water supply was re-established. Water rationing was renewed for the last time in 1980–81. Between 1965 and 1982 water had to be rationed seven times, often for many months with interruptions of up to 16 hours per day. To maintain Hong Kong's competitiveness, rationing was imposed only on residential users. Industry, the city's main water user, was exempted from rationing. The need for rationing was finally overcome in 1982 thanks to water imports.",0.7560682892799377,0.36658427119255066,0.20882675051689148,0.1633305549621582,0.17602957785129547,0.19053539633750916,0.1787523627281189
The proximal joints of what are white on this moth?,Wings,['the tarsi'],[],0,"The most distinctive feature of the subfamily is a tymbal organ on the metathorax. This organ has membranes that are vibrated to produce ultrasonic sounds. They also have thoracic tympanal organs for hearing, a trait with a fairly broad distribution in the Lepidoptera, but the location and structure is distinctive to the subfamily. Other distinctive traits are particular setae (hairs) on the larvae, wing venation, and a pair of glands near the ovipositor. The sounds are used in mating and for defense against predators. Another good distinguishing character of the subfamily is presence of anal glands in females.",0.30850017070770264,0.0770699605345726,0.24402903020381927,0.5670598149299622,0.09951288998126984,0.4358220100402832,0.1854911595582962
What does the toothed point on the leaves of this plant resemble?,Hair,['hair'],[],1,"Racomitrium lanuginosum grows as ""large cushiony mats"". Its stems are up to 12 centimetres (4.7 in) long and irregularly branched. The leaves are 3–5 millimetres (0.12–0.20 in) long, 0.6–0.9 mm (0.02–0.04 in) wide, lanceolate, pointed and with a strong midrib. They end in a long, thin hair-point, with teeth along both sides pointing 40°–90° from the axis of the leaf. The hyaline (transparent) margins of the hair-point are decurrent along the sides of the leaf. Especially when dry, these hair-points give the plant a downy appearance, which is referenced in several of the common names for the species. Sporophytes are rarely produced, although they are reported to be abundant in coastal areas. The capsules are 1.0–1.7 mm (0.04–0.07 in) long, smooth and brown, and contain spores, which are 8–12 μm long. The form of the hair-points on the leaves of R. lanuginosum is unique among mosses.",0.47963747382164,0.009359496645629406,0.004421569872647524,0.04414371773600578,0.06277624517679214,0.09083221852779388,0.13344131410121918
What does the bavarian administration of state-owned palaces do for this palace?,Maintain,['managed'],[],0,"Villages of Dvorek, Kandia and Krakovec are administrative parts of Laškov.",0.713341236114502,0.007035117130726576,0.035123080015182495,0.09499218314886093,0.05431443452835083,0.08936703950166702,0.13987858593463898
What part of asia does this bird migrate to?,China,['southern'],[],0,"The chinese penduline tit is found in Asia, especially in reedbeds and marshes in northern China. It inhabits, in nesting and non-nesting, in areas of agricultural pastures, wetlands with marshes or brackish ponds. It is often in flocks of 10 to 20. It winters in the south of China. Voice: Very thin drawn out 'tseeoo', 'sseeoo'. The chinese penduline tit is insectivorous. It feeds on insects, larvae, spiders, caterpillars and sometimes, especially in winter, on small seeds. The bird is an acrobatic climber, it can remain suspended by one leg and take its food with the other.",0.9408759474754333,0.10066913813352585,0.11506019532680511,0.08526784926652908,0.06710805743932724,0.08891221880912781,0.0686354786157608
In what type of ipswichian layers have fossils of this plant been found?,Ipswichian,['interglacial'],[],0,Seeds of V. thapsus have been recorded from part of the Cromer Forest Bed series and at West Wittering in Sussex from some parts of the Ipswichian interglacial layers.,0.9606892466545105,0.0959876999258995,0.1898733526468277,0.20634064078330994,0.12791743874549866,0.22168494760990143,0.16984938085079193
What is the nominate subspecies of this bird?,Pseudocolopteryx sclateri,['R. r. regulus'],[],0,Pseudocolopteryx is a genus of bird in the family Tyrannidae. They are found in marshy habitats in South America. All have yellow underparts.,0.1139691099524498,0.04832538962364197,0.06928478181362152,0.051906682550907135,0.0038819294422864914,0.2212410420179367,0.008519786410033703
"Besides europe and siberia, what other area is this plant native to?",Mediterranean,['Asia Minor'],[],0,"Medicago littoralis is a plant species of the genus Medicago. It is found primarily in the Mediterranean basin. It forms a symbiotic relationship with the bacterium Sinorhizobium meliloti, which is capable of nitrogen fixation. Common names include shore medick, water medick, coastal medick, and strand medick.",0.4340304136276245,0.11235103011131287,0.012400364503264427,0.07711544632911682,0.07372236996889114,0.10933611541986465,0.107952781021595
What color are the leaves at the bottom of this plant?,Green,['green'],[],1,Most of the genera of Lamiaceae have never been sampled for DNA for molecular phylogenetic studies. Most of those that have been are included in the following phylogenetic tree. The phylogeny depicted below is based on seven different sources.,0.9519293308258057,0.7157774567604065,0.4167739152908325,0.7005608081817627,0.5169388055801392,0.5098594427108765,0.49237126111984253
This castle was one of how many castles held for parliament in the west during the English Civil War?,1,['few'],[],0,Castles of which only earthworks remain include: Castlemorton Castle Elmley Castle Hanley Castle Homme Castle Inkberrow Castle Leigh Castle Tenbury Wells Castle,0.4696750044822693,0.006269673351198435,0.005946791730821133,0.02293482981622219,0.007745268288999796,0.030870221555233,0.030196702107787132
What part of the russian museum is housed in this palace?,Main,['the main building'],[],0,"The State Russian Museum (Russian: Государственный Русский музей), formerly the Russian Museum of His Imperial Majesty Alexander III (Russian: Русский Музей Императора Александра III), on Arts Square  in Saint Petersburg, is the world's largest depository of Russian fine art. It is also one of the largest art museums in the world with total area over 30 hectares. In 2021 it attracted  2,260,231 visitors, ranking second on list of most-visited art museums in the world.",0.8643032908439636,0.0026069157756865025,0.004414001014083624,0.013152935542166233,0.01735781878232956,0.00733480928465724,0.016695236787199974
What was the original this wilderness?,Forest,['a mountaintop meadow'],[],0,Komado wetlands,0.8203250765800476,0.04803900048136711,0.014078517444431782,0.01719002053141594,0.030868252739310265,0.04356751590967178,0.10646721720695496
How many meters long has this snake been known to grow to?,10 feet,['3.7'],[],0,"The most widespread indigenous language of Yucatán is Yucatec Maya, spoken natively by approximately 800,000 people in Yucatán and adjacent Quintana Roo and Campeche, especially in rural areas. The Spanish spoken in Yucatán has lexical and some phonological borrowing from Mayan and employs many words of Mayan origin, such as purux (""fat""), tuch (""navel"") and wixar (""urinate"").",0.14395061135292053,0.017353273928165436,0.016691245138645172,0.031535953283309937,0.008052323013544083,0.00988906342536211,0.014509407803416252
How are the flowers of this plant arranged?,Cluster,['rounded inflorescences'],[],0,"Native Americans used the roots and leaves to treat topical skin injuries, and the roots were at times mixed with cornmeal and used as food. The flowers were at later times used for scented oils and as dyes for wool.",0.2694135308265686,0.005379891023039818,0.023646188899874687,0.08236124366521835,0.03718794137239456,0.19282525777816772,0.08823700249195099
What is another name for this plant?,Aster urophyllus,['roundleaf thoroughwort'],[],0,"Symphyotrichum urophyllum was formerly included in the large genus Aster as Aster urophyllus. However, this broad circumscription of Aster is polyphyletic and the North American asters are now mostly classified in Symphyotrichum and several other genera. The taxonomic status of this species has been unstable, and it has been treated as Symphyotrichum sagittifolium, a name now considered to be synonymous with Symphyotrichum cordifolium. Most sources now use S. urophyllum to refer to this species.",0.2987257242202759,0.0553370863199234,0.005620523821562529,0.022382982075214386,0.0366780050098896,0.06478814035654068,0.0868523120880127
What kind of margins do the lower leaves of this plant have?,Rounded,['toothed'],[],0,Buddleja auriculata Benth. Buddleja dysophylla (Benth.) Radlk. Buddleja glomerata H.L.Wendl. Buddleja loricata Leeuwenb. (Buddleja corrugata (Benth.) Phillips) Buddleja pulchella N.E. Br. Buddleja saligna Willd. Buddleja salviifolia (L.) Lam. Freylinia lanceolata (L.f.) G. Don Freylinia tropica S. Moore Antherothamnus pearsonii N.E.Br. Manuleopsis dinteri Thell. ex Schinz Jamesbrittenia ramosissima (Hiern) Hilliard,0.23205265402793884,0.20355458557605743,0.012832390144467354,0.03913085162639618,0.0032311175018548965,0.012260038405656815,0.022564755752682686
Does this tree attract or repel squirrels?,Repel,['attracts'],[],0,"Tatar maple is occasionally grown as an ornamental plant in gardens throughout Europe and also in North America. In Russia, it is valued in farmland shelterbelts. It is locally naturalised in eastern North America.",0.5778489708900452,0.07095126807689667,0.11449793726205826,0.21304818987846375,0.0927562490105629,0.2499883472919464,0.17896674573421478
In what year was this building constructed?,1902,['1898'],[],0,"Cecil Apartments is a historic apartment building in Baltimore, Maryland, United States. It is a seven-story building constructed of multiple shades of light-colored brick, accented with limestone and cast terra cotta ornament in the Beaux-Arts style. The structure takes the form of a ""T"". Constructed in 1902, it was one of the first important apartment buildings in Baltimore, built at the edge of the city's most elite downtown neighborhood, Bolton Hill. It was designed by Baltimore architect Edward Hughes Glidden, and it marked the evolution of elite living that had come to characterize the Bolton Hill neighborhood. Despite the apartments' location often being referred to as Bolton Hill, it is actually within the boundaries of the adjacent Madison Park neighborhood. Cecil Apartments was listed on the National Register of Historic Places in 2000.",0.9406645894050598,0.8269625306129456,0.804478645324707,0.851264238357544,0.6322482824325562,0.6426452398300171,0.6722862720489502
What does the shade on the north-facing slopes of this butte help to retain?,Water,['water'],[],1,"The grassland is a part of the short grass plains of North America.  The best example of this ecosystem are preserved around the Pawnee Buttes where grazing and intensive agriculture have had less impact.  There are eleven vegetation zones represented with the most unique being the scarp woodlands on the north face of the buttes.  Typical of higher elevations, there are limber pines and relicts of an ice-age forest. The wildlife of the grasslands is best represented near the buttes, with pronghorn,  deer,  bison, prairie dog, wolves, coyotes, rabbits, and numerous rodents.  Nesting birds include the golden eagle and prairie falcons .",0.910330057144165,0.26766467094421387,0.330774188041687,0.3117509186267853,0.13346676528453827,0.4097145199775696,0.1799323707818985
Which canal approaches this canal from the south-east?,Bridgewater,['Ashton Canal'],[],0,"Unwin, George (1923). Samuel Oldknow and the Arkwrights: The Industrial Revolution at Stockport and Marple. Hulme, Taylor, Chaloner (2nd edition , June 1967 ed.). Manchester: Manchester University Press.",0.05484045669436455,0.0011832764139398932,0.0038480707444250584,0.0031169874127954245,0.0012797595700249076,0.011056575924158096,0.013604209758341312
What flavor is this plant similar to if picked young?,Sweet,['sharp parsley'],[],0,"The species is a hairy perennial herb and produces one or more stems 10 to 30 centimetres (3.9 to 11.8 in) tall from a caudex. The leaves are up to 26 centimetres (10 in) long and divided into many toothed lobes or lobed leaflets. The inflorescence is a raceme of flowers occupying the top of the stem. Each flower is up to 2.4 centimetres (0.94 in) long and club-shaped, with a hood-like upper lip and a three-lobed lower lip. The flower is light pink or purplish with darker markings. At the base of the flowers are long-haired bracts and woolly sepals. The fruit is a capsule roughly 1 centimetre (0.39 in) long containing seeds with netted surfaces.",0.21524247527122498,0.1425463706254959,0.012300856411457062,0.10721912235021591,0.052814237773418427,0.06212987005710602,0.09467978775501251
When was the iucn status of this insect reviewed?,2017,['2017'],[],1,"Ischnura perparva, the western forktail, is a species of narrow-winged damselfly in the family Coenagrionidae. It is found in North America. The IUCN conservation status of Ischnura perparva is ""LC"", least concern, with no immediate threat to the species' survival. The population is stable. The IUCN status was reviewed in 2017.",0.9129608273506165,0.8697179555892944,0.8128836154937744,0.8356157541275024,0.7785895466804504,0.8446981906890869,0.8018936514854431
"Besides height, what else does this plant grow from?",Stem,['width'],[],0,"Artemisia spiciformis is an aromatic shrub up to 80 cm (32 inches) tall. It has several stems and many small flower heads. It can be found on rocky slopes, open meadows, etc.",0.0534469410777092,0.044578175991773605,0.024725627154111862,0.07755950093269348,0.05860145390033722,0.14585906267166138,0.10247959196567535
Who built this building?,John Adams,['Captain Samuel Hathorn II'],[],0,The building was listed on the National Register of Historic Places in 1995 and designated as a National Historic Landmark in 2011.,0.016488656401634216,0.0012321603717282414,0.0014678604202345014,0.0019904302898794413,0.0011561044957488775,0.0021546673960983753,0.001714675803668797
Is this plant a confirmed or suspected food plant for the larvae of deilephila elpenor?,Yes,['confirmed'],[],0,"Valerianella nuttallii, or Nuttall's cornsalad, is a small dicot annual plant of the family Caprifoliaceae which can be found growing within the United States in areas of Oklahoma and Arkansas.",0.8020671606063843,0.0012080571614205837,0.0014131151838228106,0.0008717610035091639,0.0019912526477128267,0.0015693032182753086,0.0034571094438433647
What is the annual mean temperature of this mountain in celsius?,2,['3.9'],[],0,"The Hohloh is 988.3 m above sea level (NHN). Its flat summit dome or kuppe is the highest point on the eastern mountain chain of the Northern Black Forest, the ridge between the valleys of the Murg and Enz. Its opposite number is the Hornisgrinde, the highest point on the western mountain chain. On many maps, an elevation of 984 m is given; this is the height of the nearby site of the Hohloh Tower.",0.5854294896125793,0.005855626426637173,0.011597028002142906,0.0077833933755755424,0.01818946748971939,0.008086555637419224,0.004962836392223835
What pattern is this beetle known for?,Striped,['flight'],[],0,"Cicindela oregona, also called the Western tiger beetle, is a species of ground beetles native to North America.",0.5894379019737244,0.5192155838012695,0.12158361822366714,0.08085046708583832,0.023715456947684288,0.18813829123973846,0.14203381538391113
Where in new zealand were attempts made to reintroduce this bird?,Chatham island,['Tiritiri Matangi Island'],[],0,"All above subspecies are native to New Zealand, and have become endangered as a result of habitat destruction following human settlement and nest predation by introduced mammals. Scarce on the mainland, kākāriki have survived well on outlying islands.  They are easy to breed, but as with all protected native species in New Zealand, a licence from the Department of Conservation is required to keep them in captivity. Mitochondrial DNA analysis has indicated that the orange-fronted parakeet is a separate species and not just a colour variation of the yellow-crowned parakeet. The orange-fronted parakeet is highly endangered, with less than 200 individuals remaining in the North Canterbury region of the South Island. Furthermore, Chatham Island's yellow-crowned parakeet and the red-crowned populations of New Caledonia, Norfolk Island, and the subantarctic islands have been determined to be distinct species.",0.21372801065444946,0.026987692341208458,0.005945883691310883,0.019706564024090767,0.01312650740146637,0.11350154876708984,0.025317169725894928
"In 2014, this art gallery became what kind of public venue to display the priseman seabrook collection?",Museum,['first'],[],0,"There are 274 listed buildings in the Borough of Barrow-in-Furness, with about 70% in Barrow-in-Furness itself. The 2015 Heritage Index formed by the Royal Society of Arts and the Heritage Lottery Fund placed the Borough as seventh highest of 325 English districts with an especially high score relating to industrial heritage assets. The Barrow Island  conservation area contains dozens of historic shipyard buildings and tenements, while numerous listed buildings can be found lining Abbey Road and Duke Street, which were designed as the principal north to south and east to west thoroughfares of the Victorian planned town. Despite many buildings and structures dating from this era, an abundance of listed buildings exist throughout the Borough that pre-date Barrow, in villages that were consumed by the rapidly expanding town. One notable example being Newbarns village which retains its original 18th century street layout. Significant clusters of listed buildings can be found around the ruins of the 12th-century Furness Abbey and Market Street, the Medieval centre of Dalton-in-Furness. The oldest listed building in Barrow is Furness Abbey, dated 1127 and the newest is the John Whinnerah Institute, completed in 1934. Within other heritage categories the only asset recognised by Historic England in the Borough is Barrow Park which is designated as Grade II on the Register of Historic Parks and Gardens.",0.9655593633651733,0.6738830208778381,0.3088253438472748,0.5759674906730652,0.18470868468284607,0.45490700006484985,0.2592369019985199
How long is this bird in centimeters?,10,['Less than 10'],[],0,"The variable sunbird or yellow-bellied sunbird, Cinnyris venustus (formerly Nectarinia venusta), is a sunbird. The sunbirds are a group of small Old World passerine birds which feed largely on nectar, although they will also take insects, especially when feeding young. Flight is fast and direct on their short wings. Most species can take nectar by hovering like a hummingbird, but usually perch to feed most of the time. The variable sunbird is a fairly common resident breeder in equatorial Africa. Two eggs are laid in a suspended nest in a tree. This species is found in open woodland and cultivation. Variable sunbirds are small, only 10 cm long. They have medium-length thin down-curved bills and brush-tipped tubular tongues, both adaptations to their nectar feeding. The adult male has a glossy green head, throat and nape, and a maroon breast band. In most subspecies, the belly of the male is yellow, but in a few it is orange or white. The female has grey-brown upperparts and yellowish underparts, and an obvious pale supercilium. The eclipse male is like the female, but shows some green, especially on the throat. The call is a clear tew-tew-tew-tew-tew.",0.5581849813461304,0.2691831588745117,0.5004944801330566,0.3347633183002472,0.4054703414440155,0.5621486902236938,0.20527519285678864
Which sex of this bird establishes a territory?,Male,['male'],[],1,"Sylviids are small to medium-sized passerine birds. The bill is generally thin and pointed with bristles at the base. Sylviids have a slender shape and an inconspicuous and mostly plain plumage. The wings have ten primaries, which are rounded and short in non-migratory species.",0.977380633354187,0.5169200301170349,0.6727735996246338,0.8565354943275452,0.4344857633113861,0.6959547996520996,0.39996445178985596
What do the flowers of this plant turn into?,Fruit,['brown and black capsules'],[],0,"Penstemon alluviorum, known by the common name lowland beardtongue, is a species of flowering plant in the veronica family. It is native to the Eastern United States where it is found in alluvial lowlands, particularly of the Mississippi and Ohio Rivers. Penstemon alluvoirum is a poorly understood taxon. The differences between this and two related species, Penstemon digitalis and Penstemon laevigatus, are not well resolved. It is identified within the complex by having corollas that are 15–23 mm long, sepals that are 3–6 mm long, and leaves that are 25–40 mm wide. It produces white (rarely lavender) flowers in May.",0.3800871968269348,0.022102054208517075,0.057440903037786484,0.11450804024934769,0.06517460942268372,0.12211669236421585,0.097950279712677
Sergei mosyakin expanded what genus to include anemone canadensis as this plant?,Anemonastrum,['Anemonastrum'],[],1,"The species was first described in 1768 by Carl Linnaeus, as Anemone canadensis. As traditionally and broadly circumscribed, the genus Anemone has repeatedly been shown not to be monophyletic, with genera such as Clematis and Pulsatilla embedded within it. As part of creating monophyletic genera, Sergei Mosyakin expanded the genus Anemonastrum to include Anemone canadensis as Anemonastrum canadense.",0.9013231992721558,0.3011653423309326,0.7678200602531433,0.8034985065460205,0.643362820148468,0.6583617925643921,0.6258703470230103
What animal occasionally eats this plant?,Deer,['white-tailed deer'],[],0,"Twin Lakes Bog State Natural Area is a Wisconsin Department of Natural Resources-designated State Natural Area featuring an intact tamarack (Larix laricina) swamp lying in a depression between two kettle lakes (North Twin Lake and South Twin Lake). The understory of the swamp has an open aspect to it, and is dominated by the ericaceous shrubs Labrador tea (Rhododendron groenlandicum), bog laurel (Kalmia polifolia), and leatherleaf (Chamaedaphne calyculata). Other common plant species found here include: wooly-fruit Sedge (Carex lasiocarpa), twinflower (Linnaea borealis), cinnamon fern (Osmundastrum cinnamomeum), sundews (Drosera rotundifolia) and (Drosera intermedia), and the notably abundant pink ladyslipper (Cypripedium acaule). Three small bog lakes (0.4-1.0 acres), surrounded by quaking bog mats, are found in the interior of the swamp. Uplands surrounding the swamp are forested with second-growth hardwoods dominated by sugar maple (Acer saccharum) and red oak (Quercus rubra). In 1989, the US Forest Service designated Twin Lakes Bog as a Research Natural Area.",0.5400822758674622,0.09201152622699738,0.07139616459608078,0.13994617760181427,0.05206158757209778,0.29541948437690735,0.2495633214712143
"Along with nevada, what state calls this bird its state bird?",Nevada,['Idaho'],[],0,"The bluebirds are a North American group of medium-sized, mostly insectivorous or omnivorous birds in the order of Passerines in the genus Sialia of the thrush family (Turdidae). Bluebirds are one of the few thrush genera in the Americas. Bluebirds have blue, or blue and rose beige, plumage. Female birds are less brightly colored than males, although color patterns are similar and there is no noticeable difference in size.",0.9634057283401489,0.4108130931854248,0.07395640015602112,0.1117485761642456,0.15521997213363647,0.3862513303756714,0.2666270136833191
What does the wood of this tree have to warp or crack?,Water,['a tendency'],[],0,"At global, national and government regional scales, many Cupaniopsis species have been threatened with extinction, as officially recognised by the International Union for Conservation of Nature (IUCN), governments of Australia, New Caledonia and so on. Globally, the New Caledonian endemic species C. crassivalvis has become extinct according to the IUCN's 1998 assessment. Seven species endemic to New Caledonia have become endangered with global extinction according to the IUCN's 1998 assessments. Five species endemic to New Guinea, one endemic to New Caledonia and one endemic to Sulawesi have become vulnerable to global extinction according to the IUCN's 1998 and 2010 assessments. In Australia, C. shirleyana and C. tomentella, small trees endemic to small areas of southeastern Queensland (Qld), have obtained the ""vulnerable"" species Australian government's national conservation status and together also with C. cooperorum, the Qld government's ""vulnerable"" species state conservation status. C. newmannii small trees in eastern Qld have obtained the Qld government's ""near threatened"" species state conservation status. C. serrata small trees in northeastern New South Wales (NSW) have obtained the NSW government's ""endangered"" species state conservation status.",0.5318011045455933,0.005278811790049076,0.005256886128336191,0.008092689327895641,0.037118006497621536,0.010807483457028866,0.05059083178639412
What part of this plant is hairy?,Leaves,['stem'],[],0,"Lupinus angustifolius is a species of lupin known by many common names, including narrowleaf lupin, narrow-leaved lupin and blue lupin. It is native to Eurasia and northern Africa and naturalized in parts of Australia and North America. It has been cultivated for over 6000 years as a food crop for its edible legume seeds, as a fodder for livestock and for green manure.",0.7835045456886292,0.12697814404964447,0.1228303611278534,0.33460310101509094,0.15229952335357666,0.3244664669036865,0.25609174370765686
