question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_infoseek_rerank_base_no_context,qwen_infoseek_rerank_base_with_context,qwen_infoseek_rerank_no_p_prime,qwen_infoseek_rerank_no_p_q_i,qwen_infoseek_rerank_no_p_q_c,qwen_infoseek_rerank_no_p_q
What is this plant named after?,John Macadam,['John Macadam'],[],1,"The macadamia (genus Macadamia) nut was discovered by the European settlers, and subsequently the tree was named after him by his friend and colleague, Ferdinand von Mueller (1825-1896), Director of the Royal Botanic Gardens, Melbourne. The tree gave his name to macadamia nuts. The genus Macadamia was first described scientifically in 1857 by Dr. Mueller and he named the new genus in honour of his friend Dr John Macadam. Mueller had done a great deal of taxonomy of the flora, naming innumerable genera but chose this ""...a beautiful genus dedicated to John Macadam, M.D. the talented and deserving secretary of our institute.""",0.9899514317512512,0.22513820230960846,0.009188583120703697,0.08439286053180695,0.1295718252658844,0.2821606397628784,0.046935513615608215
Who found this building?,Duke Ludwig I,['Ottokar II of Bohemia'],[],0,"Trausnitz Castle is a medieval castle situated in Landshut, Bavaria in Germany. It was the home of the Wittelsbach dynasty, and it served as their ducal residence for Lower Bavaria from 1255–1503, and later as the seat of the hereditary rulers of the whole of Bavaria. The castle was founded in 1204 by Duke Ludwig I.",0.993736982345581,0.0441635325551033,0.0008905045688152313,0.00773212406784296,0.0060129729099571705,0.006682448089122772,0.0019954931922256947
What is the size in square kilometre of this lake?,The lake is 20 square kilometres.,['1831'],[],0,"The lake is mostly within the borders of the Canton of Zug, with about 10 square kilometres (3.9 sq mi) at its southern end in the canton Schwyz, while the Canton of Lucerne claims about 2 km² (0.77 sq mi) to the north of Immensee. Toward the south-west extremity of the lake the Rigi descends rather steeply to the water's edge, while part of its east shore forms a narrow level band at the foot of the 1,583 m (5,194 ft) Rossberg, and the Zugerberg. The culminating point of the lake's drainage basin is the summit of the Rigi at 1,798 m. At its northern end, the shores are nearly level, while on the west shore the wooded promontory of Buonas (with its castles, old and new) projects picturesquely into the waters. The principal place on the lake is the town of Zug. Three railways follow the shore of the lake, one from Zurich via Zug and Arth-Goldau to the St Gotthard, one from Lucerne via Arth-Goldau to the St Gotthard, and the third from Zurich via Zug to Lucerne. Many fish (including pike and carp of considerable weights) are taken in the lake, which is especially famous for an endemic kind of trout (Salmo salvelinus, locally called Rolheli).",0.13684307038784027,0.0009036774863488972,0.000802159309387207,0.0005557698896154761,0.0005768531118519604,0.0007343397592194378,0.0008958537364378572
Which city or region does this building locate in?,Charters Towers,['Kraljevo'],[],0,"The Bell Tower of St Columba's Church is a heritage-listed bell tower of the Catholic Church located at 134 Gill Street, Charters Towers City, Charters Towers, Charters Towers Region, Queensland, Australia. It was designed by Charles William Smith and built from 1897 to 1898. It was added to the Queensland Heritage Register on 21 October 1992.",0.9942179918289185,0.00806028675287962,0.0012642755173146725,0.0014612197410315275,0.002232036553323269,0.014044697396457195,0.0049874563701450825
What is the source that produces this material?,Hawksbill sea turtle shells,['turtle'],[],0,"Tortoiseshell or tortoise shell is a material produced from the shells of the larger species of tortoise and turtle, mainly the hawksbill sea turtle, which is a critically endangered species according to the IUCN Red List largely because of its exploitation for this trade. The large size, fine color, and unusual form of the hawksbill's scutes make it especially suitable. The distinctive patterning is referred to in names such as the tortoiseshell cat, several breeds of guinea pig, and the common names of several species of the butterfly genera Nymphalis and Aglais, and some other uses.",0.9898791313171387,0.0035727182403206825,0.0015472745290026069,0.0023428292479366064,0.004764680750668049,0.04207649827003479,0.0023534209467470646
What is the closest upper taxonomy of this bird?,Family Anatidae,['Aythya'],[],0,"There are three extant species: the Eurasian wigeon (Mareca penelope), the American wigeon (M. americana) and the Chiloé wigeon (M. sibilatrix). A fourth species, the Amsterdam wigeon (Mareca marecula), became extinct in the 19th century. The wigeons' closest relatives, forming with them the genus Mareca, are the gadwall and the falcated duck. All three wigeons are similarly shaped, with a steep forehead and bulbous rear to the head. Males have a distinctive breeding plumage, in their eclipse plumage they resemble females, which are similar in appearance year-round. All three wigeon species hybridise in captivity while American and Eurasian wigeons hybridise in the wild. An American wigeon × mallard hybrid has also been recorded. The American wigeon was formerly called the baldpate by ornithologists, and some people still use that name, especially hunters. The diet of the wigeon consists mainly of grass leaves (~80%), other food types eaten are seeds (~10%) and roots and stems (~5%).",0.9828009605407715,0.0020963617134839296,0.0008230942185036838,0.0005352274747565389,0.000582598673645407,0.0007764384499751031,0.0008993774536065757
Which country does this animal come from?,Hungary,['Hungary'],[],1,"Komondors were brought to Hungary by Cumans, the Turkic speaking, nomadic people who settled in Hungary during the 12th and 13th century. The name Komondor derives from *Koman-dor, meaning ""Cuman dog"".  The breed descends from Tibetan dogs and came from Asia with the Cumans, whose homeland might have been near the Yellow River. In the late 10th century, Mongols began to expand their territories at the expense of the Cumans, forcing them to move westwards. Fleeing from the Mongols, they reached the borders of Hungary in the 12th century. Cumans were granted asylum and settled in Hungary in 1239 under Köten Khan. Komondor remains have been found in Cuman gravesites. The name ""quman-dur"" means ""belonging to the Cumans"" or ""the dog of the Cumans"", thus distinguishing it from a similar Hungarian sheepdog breed which later merged with the Komondor. The name Komondor is found for the first time written in 1544 in the History of King Astiagis by Kákonyi Péter, in Early Modern Hungarian. Later, in 1673, Amos Comenius mentions the Komondor in one of his works.  Today, the Komondor is a fairly common breed in Hungary, its country of origin. Many Komondors were killed during World War II and local stories say that this was because when the Germans (and then the Russians) invaded, they had to kill the dog before they could capture a farm or house that it guarded. The Komondor is related to the South Russian Ovcharka, the Puli and, by extension, the Pumi, the Mudi, the Polish Lowland Sheepdog, the Schapendoes, the Bearded collie, and the Old English sheepdog. In 1947, the Komondor was used to acquire fresh blood in the rare South Russian Ovcharka. In the 1970s, another Komondor cross was made. It is also believed to be related to the Briard, the Catalonian Sheepdog, the Cão da Serra de Aires, the Pyrenean Shepherd and the Bergamasco shepherd, but the Bergamasco has flocks unlike the Komondor. The two Hungarian breeds of livestock guardian dogs have evolved independently. This is ",0.9927691221237183,0.8638727068901062,0.7327418923377991,0.5875140428543091,0.7025619745254517,0.8824205994606018,0.726893961429596
What is the location of this place?,Bulgaria,['Agapia'],[],0,"Ablanitsa is a village in Lovech Municipality, Lovech Province, in the north-western region of Bulgaria, situated right at the foot of the mountain Stara Planina and is home to Saint Demetrius Orthodox Church,  as well as an abundance of caves.",0.9936421513557434,0.014979063533246517,0.008927025832235813,0.036129340529441833,0.05649581551551819,0.02352818474173546,0.00879735965281725
What is the area in hectare occupied by this building?,"The area occupied by the building is not specified in the text. The text describes Green Park, not the building.",['10'],[],0,"Green Park in the City of Westminster, Central London, one of the Royal Parks of London, covers 19 hectares (47 acres), and is between Hyde Park and St. James's Park. Together with Kensington Gardens and the gardens of Buckingham Palace, these parks form an almost unbroken stretch of open land reaching from Whitehall and Victoria station to Kensington and Notting Hill.",0.29772958159446716,0.0006862865411676466,0.0008867570431903005,0.0006206962279975414,0.000570385018363595,0.0006836701068095863,0.0009362511336803436
Who designed this park?,William Thornton,"[""Pierre Charles L'Enfant""]",[],0,"William Thornton (May 20, 1759 – March 28, 1828) was a British-American physician, inventor, painter and architect who designed the United States Capitol. He also served as the first Architect of the Capitol and first Superintendent of the United States Patent Office.",0.9815340638160706,0.6796047687530518,0.5225865244865417,0.11386644095182419,0.18582475185394287,0.6774366497993469,0.4261363744735718
Which historic county does this place belong to?,Marlboro County,['Oxfordshire'],[],0,"Blenheim /ˈblɪnəm/ is a town in Marlboro County, South Carolina, United States. The population was 154 at the 2010 census.  It is named for Blenheim Palace in Oxfordshire, England. Blenheim Palace was the residence of the Duke of Marlborough, after whom Marlboro County is named. Blenheim Ginger Ale was originally bottled in Blenheim, with the local mineral water.",0.9909013509750366,0.46475136280059814,0.0011146770557388663,0.001775789656676352,0.0008132158545777202,0.012348534539341927,0.004633545409888029
What is the parent peak of this mountain?,Not specified.,['Whernside'],[],0,"The parent peak may be either close or far from the subject peak.  The summit of Mount Everest is the parent peak of Aconcagua in Argentina at a distance of 17,755 km (11,032 miles), as well as the parent of the South Summit of Mount Everest at a distance of 360 m (1200 feet).  The key col may also be close to the subject peak or far from it.  The key col for Aconcagua, if sea level is disregarded, is the Bering Strait at a distance of 13,655 km (8,485 miles).  The key col for the South Summit of Mount Everest is about 100 m (330 feet) distant.",0.36227649450302124,0.0008201680611819029,0.0008009410230442882,0.0005555466050282121,0.0008486097794957459,0.0011744479415938258,0.0008864157716743648
What is the source of energy of this item?,Electricity (batteries or mains),['electricity'],[],0,"An electric shaver (also known as the dry razor, electric razor, or simply shaver) is a razor with an electrically powered rotating or oscillating blade. The electric shaver usually does not require the use of shaving cream, soap, or water. The razor may be powered by a small DC motor, which is either powered by batteries or mains electricity. Many modern ones are powered using rechargeable batteries. Alternatively, an electro-mechanical oscillator driven by an AC-energized solenoid may be used. Some very early mechanical shavers had no electric motor and had to be powered by hand, for example by pulling a cord to drive a flywheel. Electric shavers fall into two main categories: foil or rotary-style. Users tend to prefer one or the other. Many modern shavers are cordless; they are charged up with a plug charger or they are placed within a cleaning and charging unit.",0.6872472167015076,0.0037110289558768272,0.000877629965543747,0.000500549329444766,0.0005549195338971913,0.0007747199852019548,0.0009037773706950247
In which year did this building come into service?,1827,['1830'],[],0,"New Brighton Lighthouse was originally known as Perch Rock Lighthouse. Construction of the present structure began in 1827 though a light had been maintained on the rock since 1683. It was designed by John Foster Jr., on the lines of Eddystone, and built by Tomkinson & Company using marble rock from Anglesey.",0.8335471749305725,0.21861089766025543,0.0017292159609496593,0.03880707547068596,0.021841708570718765,0.034193504601716995,0.013751326128840446
What country does this bridge belong to?,Brazil,['Brazil'],[],1,"Juscelino Kubitschek Bridge (Portuguese: Ponte Juscelino Kubitschek), commonly called Ponte JK (English: JK Bridge), is a steel and concrete arch bridge across Lake Paranoá in Brasília, Brazil. It connects the eastern shore of the lake – where Lago Sul, Paranoá and Brasília International Airport are located – to Brasília's city center, via the Monumental Axis. Opened to traffic on December 15, 2002, its distinctive silhouette quickly became a Brasília landmark. The bridge is named after President Juscelino Kubitschek, who served from 1956 to 1961, and is generally considered the main figure supporting the construction of the planned city of Brasília.  It was designed by architect Alexandre Chan and structural engineer Mário Vila Verde.",0.9918450713157654,0.9346209168434143,0.4187442362308502,0.9264083504676819,0.9422314167022705,0.9713691473007202,0.1809958517551422
Where is this animal native to?,"Bangladesh, Bhutan, India, Nepal, Pakistan, and Sri Lanka",['United States of America'],[],0,"The ornate narrow-mouthed frog is native to Bangladesh, Bhutan, India, Nepal, Pakistan and Sri Lanka. It is found in grass and leaf litter in habitats ranging from tropical and subtropical grasslands, savannas, and shrublands to tropical and subtropical moist broadleaf forests, tropical and subtropical dry broadleaf forests and tropical and subtropical coniferous forests. In some habitats, this frog may take shelter in the dung of elephants.",0.9860783815383911,0.45796704292297363,0.0008155571413226426,0.00048268013051711023,0.0009096217690967023,0.0007654293440282345,0.0010425279615446925
Which country does this animal come from?,Hungary,['Hungary'],[],1,"The Puli was a microcar made in Hungary by HÓDGÉP of Hódmezővásárhely from 1986. The car was 2.46 m long and was assembled using parts made by Ikarus, Škoda, Lada and Polski Fiat available at that time in the country. It was propelled by a Diesel engine of 4 kW, or an electric engine of 7.4 kW. The body was made from reinforced glass fibre. It was intended to be exported mainly to France where no driving licence was needed to drive that category of vehicles. The company's profile was agricultural machinery building and did not survive the political-economical transition of Hungary to a market economy at the end of the 1980s. The electric version was produced in 1991 under the name Puli Pinguin 4. In 2006 the Puli returned under the ownership of Prokop Gábor. Prokop holds Puli and Wartburg trade marks.",0.9367347955703735,0.8039875030517578,0.05202315002679825,0.5107901096343994,0.13330695033073425,0.7911410927772522,0.2310228794813156
What is the architectural style of this building?,Eclectic,['modern architecture | historicism'],[],0,"The railway station has been built by architect G. De Lulle in 1910, as attested by the inscription ""Anno 1910"" above the main entrance. The architectural style of the station is not Art nouveau but eclectic. The building, made of orange and yellow bricks, consists of a high central building with a low-rise extension on each side. The rear façade of the station presents a porch roof (or glass porch).",0.993313729763031,0.004399124998599291,0.06457887589931488,0.06733756512403488,0.026015708222985268,0.12330217659473419,0.029098225757479668
Which geographic area is this plant found?,Central Asia and the Middle East,['Brazil'],[],0,"The pistachio (/pɪˈstɑːʃiˌoʊ, -ˈstæ-/, Pistacia vera), a member of the cashew family, is a small tree originating from Central Asia and the Middle East. The tree produces seeds that are widely consumed as food. Pistacia vera is often confused with other species in the genus Pistacia that are also known as pistachio. These other species can be distinguished by their geographic distributions (in the wild) and their seeds which are much smaller and have a soft shell.",0.9907800555229187,0.015066053718328476,0.0008190610096789896,0.0004951990558765829,0.0005888410960324109,0.000790754274930805,0.0009082123287953436
What is the mohs' hardness of this material?,Not determinable from image alone.,['1.5'],[],0,"The Mohs scale of mineral hardness (/moʊz/) is a qualitative ordinal scale, from 1 to 10, characterizing scratch resistance of various minerals through the ability of harder material to scratch softer material. The scale was introduced in 1822 by the German geologist and mineralogist Friedrich Mohs, in his Treatise on Mineralogy; it is one of several definitions of hardness in materials science, some of which are more quantitative. The method of comparing hardness by observing which minerals can scratch others is of great antiquity, having been mentioned by Theophrastus in his treatise On Stones, c.  300 BC, followed by Pliny the Elder in his Naturalis Historia, c.  AD 77. The Mohs scale is useful for identification of minerals in the field, but is not an accurate predictor of how well materials endure in an industrial setting – toughness.",0.6903254985809326,0.0009385000448673964,0.0008189334184862673,0.0004955371259711683,0.0005231006070971489,0.0007027715910226107,0.0008982282015495002
What is the basin country to the lake?,Germany,['Germany'],[],1,"The Titisee is a lake in the southern Black Forest in Baden-Württemberg. It covers an area of 1.3 km² (320 acres) and is an average of 20 m (66 ft) deep. It owes its formation to the Feldberg glacier, the moraines of which were formed in the Pleistocene epoch and nowadays form the shores of the lake. The lake's outflow, at 840 m (2,760 ft) above sea level, is the River Gutach, which merges with the Haslach stream below Kappel to form the Wutach. The waters of the Titisee thus drain eventually into the Upper Rhine between Tiengen and Waldshut. On the north shore lies the spa town of the same name, today a part of the municipality of Titisee-Neustadt.",0.9798824191093445,0.7071533203125,0.7364503145217896,0.6962692737579346,0.5386990904808044,0.27708908915519714,0.7705681920051575
What is the closest upper taxonomy of this animal?,Felidae,['Panthera'],[],0,"The leopard (Panthera pardus) is one of the five extant species in the genus Panthera, a member of the cat family, Felidae. It occurs in a wide range in sub-Saharan Africa, in some parts of Western and Central Asia, Southern Russia, and on the Indian subcontinent to Southeast and East Asia. It is listed as Vulnerable on the IUCN Red List because leopard populations are threatened by habitat loss and fragmentation, and are declining in large parts of the global range. The leopard is considered locally extinct in Hong Kong, Singapore, South Korea, Jordan, Morocco, Togo, the United Arab Emirates, Uzbekistan, Lebanon, Mauritania, Kuwait, Syria, Libya, Tunisia and most likely in North Korea, Gambia, Laos, Lesotho, Tajikistan, Vietnam and Israel. Contemporary records suggest that the leopard occurs in only 25% of its historical global range. Compared to other wild cats, the leopard has relatively short legs and a long body with a large skull. Its fur is marked with rosettes. It is similar in appearance to the jaguar (Panthera onca), but has a smaller, lighter physique, and its rosettes are generally smaller, more densely packed and without central spots. Both leopards and jaguars that are melanistic are known as black panthers. The leopard is distinguished by its well-camouflaged fur, opportunistic hunting behaviour, broad diet, strength, and its ability to adapt to a variety of habitats ranging from rainforest to steppe, including arid and montane areas. It can run at speeds of up to 58 km/h (36 mph). The earliest known leopard fossils excavated in Europe are estimated 600,000 years old, dating to the late Early Pleistocene. Leopard fossils were also found in Japan and Sumatra.",0.9908214807510376,0.0036753942258656025,0.010401254519820213,0.0053103333339095116,0.0012488455977290869,0.00846521183848381,0.04591793939471245
What is the weight of a female of this bird in gram?,1600 grams,['116'],[],0,"This is a very large grebe, with proportions more like a goose or a cormorant than a typical grebe. They range in length from 67 to 80 cm (26.5 to 31.5 in) and usually weigh about 1,600 grams (3.5 pounds), but can scale to at least 2 kg (4.4 lb). They are buffy-rufous on the neck and chest, blackish on the back and have a whitish belly. The head is sooty gray with a reddish-brown eye. Due to its size and unique coloration, the great grebe is unlikely to be confused with any other bird, including other grebes.",0.7634032964706421,0.01156705990433693,0.0014174262760207057,0.0016269587213173509,0.0006703041726723313,0.009574024938046932,0.00106869509909302
What place inflows lake?,Esthwaite Water,['River Brathay'],[],0,"Cunsey Beck is one of several rivers and streams that replenish the lake of Windermere in the English Lake District. Being just over two miles (3.2 km) in length and generally slow flowing, the stream descends some 87 feet (27 m) from the southern end of Esthwaite Water, which it drains, to the western banks of Windermere near an island called Ling Holm. After flowing out of Esthwaite Water the Cunsey Beck replenishes the small Out Dubs Tarn. Draining the tarn at its southern end the beck then flows in a south-easterly direction between the conifer-wooded slopes of Grizedale Forest to the south and west and the deciduous woodland of Bishop Woods to the north. Just before entering Windermere the beck passes through the deciduous Cunsey Wood. Immediately before entering the lake it is crossed by a footbridge which is part of a public footpath along a stretch of the western shore of Windermere.",0.9929919242858887,0.006108107510954142,0.000983817270025611,0.03178540617227554,0.05422009527683258,0.09780807048082352,0.012417451478540897
What is the location of this mountain?,"Lone Pine, California",['Scottish Highlands'],[],0,"Lone Pine Peak is located on the east side of the Sierra Nevada range just west of the town of Lone Pine, California in Inyo County, in eastern California in the southwestern United States. The summit marks the eastern boundary of the John Muir Wilderness in the Inyo National Forest. Lone Pine Peak is the mountain in the photo for the default desktop of macOS Sierra. The peak is appeared in the 2008 film Iron Man",0.9663398861885071,0.03000301495194435,0.0008851244347169995,0.0005768099217675626,0.0005591351073235273,0.0009954494889825583,0.0010507586412131786
On what date did this bridge officially open?,20 April 1904,['1913 6 2'],[],0,"The foundation stone of the bridge was laid on the 14 July 1900, and it was inaugurated just over three years later, on 24 July 1903. Originally, the bridge carried both road and rail traffic; two rail/tram tracks over the bridge formed part of the railway route from Luxembourg City to Echternach, which was opened on 20 April 1904.",0.9811104536056519,0.035078346729278564,0.001051166094839573,0.000529178068973124,0.0007949360879138112,0.04896226152777672,0.001337203080765903
What is the country of origin of this food?,Mexico,['Mexico'],[],1,"An enchilada (/ˌɛntʃɪˈlɑːdə/, Spanish: [entʃiˈlaða]) is a corn tortilla rolled around a filling and covered with a savory sauce. Originally from Mexican cuisine, enchiladas can be filled with various ingredients, including meats, cheese, beans, potatoes, vegetables, or combinations. Enchilada sauces include chili-based sauces, such as salsa roja, various moles, tomatillo-based sauces, such as salsa verde, or cheese-based sauces, such as chile con queso.",0.9924049973487854,0.7411901950836182,0.8564338088035583,0.8897857069969177,0.6070185303688049,0.7779280543327332,0.7972967624664307
Who is the owner of this building?,Société des bains de mer de Monaco,['Société des bains de mer de Monaco'],[],1,"The Monte Carlo Casino, officially named Casino de Monte-Carlo, is a gambling and entertainment complex located in Monaco. It includes a casino, the Opéra de Monte-Carlo, and the office of Les Ballets de Monte-Carlo. The Casino de Monte-Carlo is owned and operated by the Société des bains de mer de Monaco, a public company in which the Monaco government and the ruling royal family have a majority interest. The company also owns the principal hotels, sports clubs, foodservice establishments, and nightclubs throughout the Principality. The citizens of Monaco are forbidden to enter the gaming rooms of the casino.",0.9932758808135986,0.02432013675570488,0.0024757678620517254,0.15363076329231262,0.06618738919496536,0.1805015206336975,0.09583912044763565
What country does this building belong to?,Germany,['Germany'],[],1,"Schwerin Castle (also known as Schwerin Palace, German: Schweriner Schloss, [ʃvɛ ʁiːn']), is a schloss located in the city of Schwerin, the capital of Mecklenburg-Vorpommern state, Germany. It is situated on an island in the city's main lake, Lake Schwerin. For centuries, the castle was the home of the dukes and grand dukes of Mecklenburg and later Mecklenburg-Schwerin. Today parts of it serve as the residence of the Mecklenburg-Vorpommern state parliament (German: Landtag), other parts are open for tourists. Major parts of the current castle were built between 1845 and 1857, as a cooperation of the renowned historicist architects Gottfried Semper, Friedrich August Stüler, Georg Adolf Demmler and Ernst Friedrich Zwirner. The castle is regarded as one of the most important works of romantic Historicism in Europe and is designated to become a World Heritage Site. It is nicknamed the ""Neuschwanstein of the North"".",0.9925386309623718,0.8224021196365356,0.9491821527481079,0.6427438259124756,0.8209928870201111,0.9614385366439819,0.9518172144889832
where is this object originally invented or found?,Italy,['Inuit'],[],0,"In 1838, Johann Dzierzon, a Polish Roman Catholic priest and beekeeper devised the first practical movable-comb beehive, allowing for the manipulation of individual honeycombs without destroying the structure of the hive. This idea was further developed by L. L. Langstroth, an American pastor and beekeeper in Philadelphia, Pennsylvania who patented his beehive design in 1852. These frames were a major improvement over the old method of beekeeping using hollowed tree trunks and skeps. However, no method had been found to easily extract the honey. The extractor was invented in the summer of 1865, by Franz Hruschka, a former Officer in the Austrian Army who was by then a beekeeper in Italy. The exact date of the invention is not known but on July 1, 1865, he explained in an article in the Eichstraett Beekeeping News his old crushing method to extract honey. This article would have been written in May or June of that year. In September 1865, he makes the announcement at the Brno Beekeeper Conference of his new invention: the centrifuge extractor. The first model was built by Bollinger Manufacturer in Vienna, Austria. The first version was a simple tin box attached to a wire cord with a funnel at the bottom to which a glass was fastened to collect the honey. The extraction was however slow and required a lot of effort from the beekeeper. The second version used the same design but attached to an arm at the top of a tripod. The final version resembled what we recognize today as an extractor with the familiar round tub. Scale models of the three versions of the extractors were presented in August 1868 at the Exposition des Insectes (the Insect Exposition) in Paris, France. The idea was soon published in several beekeeping newspapers worldwide and extractors were manufactured by several vendors and sold worldwide based on his idea.",0.9910197854042053,0.37567418813705444,0.5551813244819641,0.4278121888637543,0.7961111664772034,0.7674086689949036,0.4288751780986786
What country does this building belong to?,Japan,['Poland'],[],0,"The Old Ministry of Justice Building (法務省旧本館), also known as the Red-Brick Building (赤れんが棟), is an historical building in the Kasumigaseki district of Chiyoda, Tokyo, Japan. It previously served as the headquarters of the Ministry of Justice and continues to house certain offices of the ministry. It is designated as an Important Cultural Property.",0.9876573085784912,0.9368699789047241,0.13796021044254303,0.09921570122241974,0.6795828342437744,0.3183087408542633,0.2893751263618469
What country does this city belong to?,Georgia,['Jordan'],[],0,"Petra (Greek: Πέτρα) was a fortified town on the eastern Black Sea coast, in Lazica in what is now western Georgia. In the 6th century, under the Byzantine emperor Justinian I, it served as an important Eastern Roman outpost in the Caucasus and, due to its strategic location, became a battleground of the 541–562 Lazic War between Rome and Sasanian Persia (Iran). Mainstream scholarly opinion identifies Petra with a ruined settlement of Late Antiquity at the village of Tsikhisdziri in Adjara, southwestern Georgia.",0.9936915636062622,0.48667722940444946,0.04567595198750496,0.078678198158741,0.27429357171058655,0.12300730496644974,0.06598246842622757
Which city or region does this place locate in?,"Victoria, Australia",['Victoria'],[],0,"The Loch Ard Gorge is part of Port Campbell National Park, Victoria, Australia, about three minutes' drive west of The Twelve Apostles.",0.992644190788269,0.2928411364555359,0.0009344125865027308,0.0006923766923137009,0.0005301516503095627,0.0010706450557336211,0.0009105431381613016
What is the architectural style of this building?,Romanesque,['Brick Gothic'],[],0,"The cathedral was built in a Romanesque style and is noted for its stained glass windows, the ornate high altar and reredos, the balustrade at the staircase in the front entrance, the bell tower topped with a dome and the use of red brick for the exterior.  The cathedral was later expanded when a west wing was constructed.",0.9931400418281555,0.005402831826359034,0.016065528616309166,0.0013510300777852535,0.001807240885682404,0.0066567170433700085,0.002342767780646682
What is the basionym of this plant?,Isomeris arborea,['Isomeris arborea'],[],1,"Peritoma arborea (formerly Isomeris arborea, syn. Cleome isomeris), is a perennial shrub or bush in the spiderflower family (Cleomaceae) known by the common names bladderpod, bladderpod spiderflower and burro-fat. It has yellow flowers in bloom all months of the year. It emits a foul odor to discourage herbivory from insects.",0.9908798933029175,0.01577860675752163,0.007039842661470175,0.09989382326602936,0.011766022071242332,0.09806697815656662,0.03900642693042755
Who is the discoverer or inventor of this item?,Santorio Santorio,['Daniel Gabriel Fahrenheit | Hero of Alexandria'],[],0,"Various authors have credited the invention of the thermometer to Cornelis Drebbel, Robert Fludd, Galileo Galilei or Santorio Santorio. The thermometer was not a single invention, however, but a development. Though Galileo is often said to be the inventor of the thermometer, what he produced were thermoscopes. The difference between a thermoscope and a thermometer is that the latter has a scale. The first person to put a scale on a thermoscope is variously said to be Francesco Sagredo or Santorio Santorio in about 1611 to 1613. Daniel Gabriel Fahrenheit began constructing his own thermometers in 1714, and it was in these that he used mercury for the first time.",0.9908804893493652,0.25385740399360657,0.08258426934480667,0.5632330775260925,0.42043977975845337,0.5632497668266296,0.3993266820907593
Which body of water is this mountain located in or next to?,Lake Como,['Lake Como'],[],1,"Monte San Primo is  a mountain of Lombardy, Italy. It is 1,682 metres (5,518 ft) high and belongs to the province of Como.",0.966670036315918,0.4588300585746765,0.4639332890510559,0.41218864917755127,0.3034604787826538,0.2991510331630707,0.4131561815738678
"What is the conservation status of this bird? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",Least Concern,['Least Concern'],[],1,"The brown quail has a very wide range and is common in much of that range. The International Union for Conservation of Nature has assessed its conservation status as being of ""least concern"". Although the population has not been quantified, and may be declining slightly, it does not seem to be at such a rate as to warrant listing the species in a more threatened category.",0.9855026006698608,0.8257351517677307,0.9777510166168213,0.8866089582443237,0.9164295196533203,0.9188823103904724,0.9158223867416382
What is the topographic prominence of this mountain?,Not specified in the text.,['1796'],[],0,"The Dents du Midi (French: ""teeth of noon"") are a three-kilometre-long mountain range in the Chablais Alps in the canton of Valais, Switzerland. Overlooking the Val d'Illiez and the Rhône valley to the south, they face the Lac de Salanfe, an artificial reservoir, and are part of the geological ensemble of the Giffre massif. Their seven peaks are, from north-east to south-west: the Cime de l'Est, the Forteresse, the Cathédrale, the Éperon, the Dent Jaune, the Doigts and the Haute Cime. They are mainly composed of limestone rock, with gritty limestone rock in the upper parts. The Dents du Midi are accessible from Champéry, les Cerniers, Mex, Salvan and Vérossaz, but they have only been climbed since the end of the 18th century. A footpath around the Dents du Midi has existed since 1975. The mountain range represents a local symbol and is often used to promote the Val d'Illiez and various brands and associations in the region.",0.9085533022880554,0.0007831552065908909,0.0008025193819776177,0.0004874086007475853,0.0006260956870391965,0.0007025419035926461,0.0008886567666195333
What is the country of origin of this food?,Austria,['Austria'],[],1,"Wiener schnitzel (/ˈviːnər ˈʃnɪtsəl/ German: [ˈviːnɐ ˈʃnɪtsl̩]; from German  Wiener Schnitzel 'Viennese cutlet'), sometimes spelled Wienerschnitzel, as in Switzerland, is a type of schnitzel made of a thin, breaded, pan-fried veal cutlet. It is one of the best known specialities of Viennese cuisine, and one of the national dishes of Austria.",0.9942792654037476,0.7920284867286682,0.8515531420707703,0.6402085423469543,0.6501538753509521,0.7662668228149414,0.7806698083877563
What is the area in square kilometre occupied by this place?,3.7 square kilometres,['4.9'],[],0,"The Marina, the Island's main commercial area, has a total area of 3.7 square kilometres (1.4 sq mi), berthing for over 1,000 boats, hotels, apartments, leisure and entertainment facilities including the Maritime Museum by Japan's Tadao Ando, commercial and retail space, and the New York University Abu Dhabi which was planned to move to Saadiyat Marina in 2014 from its provisional campus in downtown Abu Dhabi.",0.9103562831878662,0.005819079000502825,0.0009014655952341855,0.0005543443839997053,0.0006029555224813521,0.0043723490089178085,0.0009287502616643906
What is the country of origin of this object?,Burma,['Iran'],[],0,"The Birman, also called the ""Sacred Cat of Burma"", is a domestic cat breed. The Birman is a long-haired, colour-pointed cat distinguished by a silky coat, deep blue eyes, and contrasting white ""gloves"" on each paw. The breed name is derived from Birmanie, the French form of Burma. The Birman breed was first recognized in France by the Cat Club de France in 1925, then in England by the Governing Council of the Cat Fancy (GCCF) in 1966 and in United States by the Cat Fanciers' Association (CFA) in 1967. It is also recognized by the Canadian Cat Association (CCA) and the International Cat Association (TICA) in 1979.",0.989516019821167,0.4418567419052124,0.5853235721588135,0.305973082780838,0.11521501839160919,0.5090736746788025,0.4598854184150696
