question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_rerank_base_no_context,llava_infoseek_rerank_base_with_context,llava_infoseek_rerank_no_p_prime,llava_infoseek_rerank_no_p_q_i,llava_infoseek_rerank_no_p_q_c,llava_infoseek_rerank_no_p_q
Which city or region does this island locate in?,Madagascar,['Lipari'],[],0,The island is organized as the city (commune urbaine) and district of Nosy Boraha in Analanjirofo Region. 1 town hall 17 fokontany (villages) 1 deputy,0.8584502935409546,0.29240989685058594,0.020015554502606392,0.026985470205545425,0.03611094504594803,0.012471604160964489,0.030407104641199112
What is the brand of this vehicle?,BMW,['BMW'],[],1,"The 135is coupe and convertible model was sold from 2013 in the United States and Canada (in other markets, the next generation F20 1 Series had replaced the E82/E88 by this stage). The 135is is powered by an upgraded version of the N55 engine which produces 240 kW (322 hp) and 430 N⋅m (317 lb⋅ft). Other upgrades include sports suspension, an M Sport body kit, and 18-inch wheels. Another model sold only in the United States and Canada was the 128i, which was powered by a 170 kW (228 hp) version of the 3.0 litre BMW N52 inline-6 engine. In the United States, the coupé models were marketed as a successor to the BMW 2002.",0.34584444761276245,0.0842098519206047,0.7557163834571838,0.9258690476417542,0.3436921536922455,0.9363229274749756,0.49679192900657654
What is this facility named after?,Carlo borromeo,['Carmel River'],[],0,"Mission Carmel (a.k.a. The Carmel Mission), was the second mission built by Franciscan missionaries in Upper California. It was first established as Mission San Carlos Borromeo in Monterey, California near the native village of Tamo on June 3, 1770, by Father Junípero Serra. It was named for Carlo Borromeo, Archbishop of Milan, Italy, and was the site of the first Christian confirmation in Alta California.",0.5094584822654724,0.5279529690742493,0.08092894405126572,0.05087340623140335,0.18954548239707947,0.15847830474376678,0.05319664627313614
what has this building crossed over?,River,['Menai Strait'],[],0,"The Fengdu Yangtze River Bridge  is a suspension bridge which crosses the Yangtze River in Fengdu County, Chongqing, China. Completed in 1996, it has a main span of 450 metres (1,480 ft) placing it among the longest suspension bridges in the world.",0.9103731513023376,0.0005539086414501071,0.00669803936034441,0.026814857497811317,0.014040391892194748,0.046531688421964645,0.004729035310447216
Who designed this building?,Jens ingwersen,['Albert Ballu'],[],0,The Neoclassical main building is from 1925 and was designed byJens Ingwersen. It is a white-washed building with two corner risalits. The roof is a hipped red tile roof. The building is located on the south side of a large courtyard.  The courtyard is flanked by older farm buildings from the 19th century. To the south of the main building is a large park with three pends.,0.9639087915420532,0.21046589314937592,0.02102767489850521,0.0015924961771816015,0.029387371614575386,0.0373971052467823,0.007713268976658583
what is the date this aircraft took the first flight?,1958,['1963 7 29'],[],0,"The aircraft involved in the accident was a Tupolev Tu-104A registered СССР-42379 to Aeroflot. The cabin layout originally had enough seats for 70 passengers, but the seating configuration was changed to accommodate 85 passengers.  The Tupolev Tu-104 took its first flight on 17 May 1958.  At the time of the accident the aircraft sustained 19,329 flight hours and 8,841 pressurization cycles.",0.17465825378894806,0.0024164451751857996,0.1289980113506317,0.1077975481748581,0.12560291588306427,0.0734260305762291,0.040428850799798965
What is the height of this building in metre?,173,['173'],[],1,"The Umeda Sky Building (梅田スカイビル, Umeda Sukai Biru) is the nineteenth-tallest building in Osaka Prefecture, Japan, and one of the city's most recognizable landmarks. It consists of two 40-story towers that connect at their two uppermost stories, with bridges and an escalator crossing the wide atrium-like space in the center. It is located in Umeda district of Kita-ku, Osaka. The building was originally conceived in 1988 as the ""City of Air"" project, which planned to create four interconnected towers in northern Osaka. Eventually, the Japan economic bubble of the 1980s burst and brought the number of towers down to two. The 173 m (568 ft) building was designed by Hiroshi Hara. It was constructed by Takenaka Corporation and was completed in 1993. The building features a rooftop observatory, The Floating Garden Observatory, as well as an underground market that attempts to recreate the atmosphere of Osaka in the early 20th century. At the base of the towers is an urban garden with walking trails and water features.",0.5248595476150513,0.01174158975481987,0.49642708897590637,0.8550472855567932,0.6188716888427734,0.7911103367805481,0.270171195268631
which mountain range is this lake belong to?,Black forest,['Black Forest'],[],1,"The Titisee is a lake in the southern Black Forest in Baden-Württemberg. It covers an area of 1.3 km² (320 acres) and is an average of 20 m (66 ft) deep. It owes its formation to the Feldberg glacier, the moraines of which were formed in the Pleistocene epoch and nowadays form the shores of the lake. The lake's outflow, at 840 m (2,760 ft) above sea level, is the River Gutach, which merges with the Haslach stream below Kappel to form the Wutach. The waters of the Titisee thus drain eventually into the Upper Rhine between Tiengen and Waldshut. On the north shore lies the spa town of the same name, today a part of the municipality of Titisee-Neustadt.",0.8544631004333496,0.005329160951077938,0.32814866304397583,0.27919378876686096,0.06022362783551216,0.08312419056892395,0.01759912073612213
What country does this place belong to?,Jordan,['Jordan'],[],1,"The Arch of Hadrian is an ancient Roman structure in Jerash, Jordan. It is an 11-metre high triple-arched gateway erected to honor the visit of Roman Emperor Hadrian to the city (then called Gerasa) in the winter of 129–130. The arch originally stood to almost 22 m and probably had wooden doors. It features some unconventional, possibly Nabataean, architectural features, such as acanthus bases. The columns are decorated with capitals at the bottom rather than the top. The monument served both as a commemorative arch and as an approach to Gerasa. The Arch's relative remoteness from the city walls points to a plan for southward expansion of Gerasa during its heyday. The expansion, however, has not been implemented.",0.9826379418373108,0.5788155198097229,0.8222573399543762,0.37637487053871155,0.7496858239173889,0.9500454664230347,0.4142235219478607
Who is the main building contractor of this building?,Skanska,['Skanska'],[],1,"30 St Mary Axe (previously known as the Swiss Re Building and informally known as the Gherkin) is a commercial skyscraper in London's primary financial district, the City of London. It was completed in December 2003 and opened in April 2004. With 41 floors, it is 180 metres (591 ft) tall and stands on the sites of the former Baltic Exchange and Chamber of Shipping, which were extensively damaged in 1992 in the Baltic Exchange bombing by a device placed by the Provisional IRA in St Mary Axe, a narrow street leading north from Leadenhall Street. After plans to build the 92-storey Millennium Tower were dropped, 30 St Mary Axe was designed by Norman Foster and the Arup Group. It was erected by Skanska; construction started in 2001. The building has become a recognisable landmark of London, and it is one of the city's most widely recognised examples of contemporary architecture. It won the 2003 Emporis Skyscraper Award.",0.9844799637794495,0.020712364464998245,0.5307375192642212,0.7973335385322571,0.5383196473121643,0.7908305525779724,0.2760975956916809
What is the basionym of this plant?,Quercus agrifolia,['Cerasus ilicifolia'],[],0,"Quercus agrifolia, the California live oak, or coast live oak, is a highly variable, often evergreen oak tree, a type of live oak, native to the California Floristic Province. It may be shrubby, depending on age and growing location, but is generally a medium-sized tree.  It grows west of the Sierra Nevada mountain range from Mendocino County, California, south to northern Baja California in Mexico. It is classified in the red oak section of oaks (Quercus sect. Lobatae). This species is commonly sympatric with canyon live oak (Q. chrysolepis), and the two may be hard to distinguish because their spinose leaves are superficially similar.",0.9176978468894958,0.00866234302520752,0.11416894197463989,0.07210490107536316,0.2908545732498169,0.07307392358779907,0.09203314036130905
What is this bridge named after?,Iena,['money changer'],[],0,"The Avenue d'Iéna is a tree-lined avenue in the 16th arrondissement of Paris, running from the Trocadéro (Avenue Albert De Mun) to the Place de l'Étoile. Passing through Place d'Iéna, Place de l'Amiral de Grasse, Place de l'Uruguay and Place Richard de Coudenhove Kalergi on the way.  It is named from the neighbouring bridge across the Seine, the Pont d'Iéna (itself named after the Battle of Iena).  It has a length of 1,150 metres (0.71 mi) and an average width of 35 metres (115 ft). The avenue is intersected by: At the Place d'Iéna: Avenue du Président Wilson, Rue de Longchamp, Rue Boissière, Avenue Pierre 1er de Serbie; At the Place de l'Amiral de Grasse: Rue de Lubeck, Place des États-Unis/Square Thomas Jefferson, Rue de Bassano, Rue Georges Bizet, Rue Freycinet; At the Place de l'Uruguay: Rue Galilée, Rue Jean Giraudoux; At the Place Richard de Coudenhove Kalergi: Rue Auguste Vacquerie, Rue Jean Giraudoux; Rue Newton; Rue Dumont d'Urville; Rue De la Perouse; Rue De Presbourg. The closest metro stations are: Iéna near the southern end of the Place d'Iéna. Charles de Gaulle - Étoile at the northern end of the Place Charles de Gaulle - Étoile.",0.6082557439804077,0.40120142698287964,0.2922761142253876,0.05382400006055832,0.5955268740653992,0.42671987414360046,0.1313926875591278
What is the sea level in metre of this building?,2160,['2300'],[],0,"In 1924, not long after newly arrived bishop, Edward Makin Cross came to town is when the dream was hatched to put a cathedral on the South Hill to succeed the All Saints Cathedral downtown, and hiring church congregant, Harold C. Whitehouse to design it. A vacant plot of land where early prominent Spokanite, Francis H. Cook's house used to sit.The site of the cathedral is at an elevation at street level of approximately 2,160 feet (660 m) above sea level. Grand Boulevard, which passes diagonally in front of the cathedral as seen in the image above, begins its steep descent into Downtown Spokane directly in front of the cathedral. Its location at the crest of a hill that rises more than 300 feet above downtown makes the cathedral a visible landmark from much of downtown and areas to the north. Touring Europe for design inspiration, Whitehouse eventually settled on using the English Gothic style with some French influences. The first stage of construction, the nave leading to the high altar was completed in late 1929, allowing for the first mass to be held, ten days before the 1929 stock market crash which led to a halt in construction for almost two decades. Construction resumed in 1948, and the chancel, sanctuary, transepts, and Gothic tower were completed by 1954. The first Dean of the cathedral was Richard Coombs, who relocated to Spokane in 1956 from Saint Paul's Episcopal Church in Salinas, California.",0.037010788917541504,0.0011046254076063633,0.05364944413304329,0.04503360763192177,0.05548018217086792,0.07538320124149323,0.029082385823130608
Which city or region does this building locate in?,Dhaka,['Aruch'],[],0,"The Armenian Church, also known as Armenian Apostolic Church of the Holy Resurrection (Armenian: Դաքքայի Սուրբ Յարութիւն Եկեղեցի), is a historically significant architectural monument situated in the Armanitola area of old Dhaka, Bangladesh. The church bears testimony to the existence of a significant Armenian community in the region in the 17th and 18th centuries.",0.9642502665519714,0.7848640084266663,0.25847750902175903,0.3180980086326599,0.27901098132133484,0.5113760232925415,0.323299765586853
What is the location of this building?,Berlin,['Mitte'],[],0,"The Konzerthaus Berlin, a concert hall situated on the Gendarmenmarkt square in the central Mitte district of Berlin, was the host venue for the 2002 edition of the Eurovision Young Musicians. Built as a theatre from 1818 to 1821 under the name of the Schauspielhaus Berlin, later also known as the Theater am Gendarmenmarkt and Komödie, its usage changed to a concert hall after the Second World War and its name changed to its present one in 1994. It is the home to the Konzerthausorchester Berlin symphony orchestra.",0.885973334312439,0.2253604233264923,0.06866186857223511,0.08724068105220795,0.15515004098415375,0.26581454277038574,0.1398153007030487
What is the closest parent taxonomy of this plant?,Onagraceae,['Callirhoe'],[],0,"Clarkia amoena (farewell to spring or godetia; syn. Godetia amoena) is a flowering plant native to western North America, found in coastal hills and mountains from British Columbia south to the San Francisco Bay Area. It is an annual plant growing to 1 m tall, with slender, linear leaves 2–7 cm long and 2–6 mm broad. The flowers are pink to pale purple, with four broad petals 1.5–6 cm long. The fruit is a dry capsule, which splits open when mature to release the numerous seeds. Three subspecies are currently recognised, though intermediate forms are commonly found: Clarkia amoena subsp. amoena Clarkia amoena subsp. huntiana Clarkia amoena subsp. whitneyi (Whitney's farewell to spring) Farewell to spring is commonly cultivated as a garden plant, and cultivated varieties are known.",0.1442999243736267,0.000517581938765943,0.006490581668913364,0.0013032034039497375,0.006399186793714762,0.004059937316924334,0.001444149762392044
What is the country of origin of this animal?,Scotland,['Scotland | United Kingdom'],[],0,"The border collie is descended from landrace collies, a type found widely in the British Isles. The name for the breed came from its probable place of origin along the Anglo-Scottish border. Mention of the ""collie"" or ""Colley"" type first appeared toward the end of the 19th century, although the word ""collie"" is older than this and has its origin in the Scots language. It is also thought that the word 'collie' comes from the old Celtic word for useful. Many of the best border collies today can be traced back to a dog known as Old Hemp. In 1915, James Reid, Secretary of the International Sheep Dog Society (ISDS) in the United Kingdom first used the term ""border collie"" to distinguish those dogs registered by the ISDS from the Kennel Club's collie (or Scotch collie, including the rough collie and smooth collie) which originally came from the same working stock but had developed a different, standardised appearance following introduction to the show ring in 1860 and mixture with different breeds.",0.9034568071365356,0.1362098902463913,0.07479315251111984,0.10612954199314117,0.013234984129667282,0.08024559915065765,0.010419228114187717
Which historic county does this place belong to?,Surrey,['Essex | Kent'],[],0,"A bank of the River Thames by convention takes as its name its historic county, compass point or a general north (left) or general south (right) description As the south bank is north-east or north, as beside the commercial district Richmond which is centred 2.2 miles (3.5 km) north, the Thames at Teddington Lock flows westward against its strongly eastward general flow; downstream of Oxfordshire other such circuitous meanders are at Wargrave, for a few metres in Windsor and at the Greenwich Peninsula See tidal barrage. Nicknamed among lock-keepers and lock users ""the coffin"" The terms sluice bay and tumbling bay are two types of weir structures; the first, suspended and the second, a rising or fixed barrier.",0.7486897706985474,0.06114207208156586,0.01859232783317566,0.06486231833696365,0.010498706251382828,0.01830327697098255,0.015363193117082119
What is the closest upper taxonomy of this animal?,Beetle,['Galerucinae'],[],0,"The insects of the beetle family Chrysomelidae are commonly known as leaf beetles, and include over 37,000 (and probably at least 50,000) species in more than 2,500 genera, making up one of the largest and most commonly encountered of all beetle families. Numerous subfamilies are recognized, but the precise taxonomy and systematics are likely to change with ongoing research. Leaf beetles are partially recognizable by their tarsal formula, which appears to be 4-4-4, but is actually 5-5-5 as the fourth tarsal segment is very small and hidden by the third. As with many taxa,  no single character defines the Chrysomelidae; instead, the family is delineated by a set of characters. Some lineages are only distinguished with difficulty from longhorn beetles (family Cerambycidae), namely by the antennae not arising from frontal tubercles. Adult and larval leaf beetles feed on all sorts of plant tissue, and all species are fully herbivorous. Many are serious pests of cultivated plants, for example the Colorado potato beetle (Leptinotarsa decemlineata), the asparagus beetle (Crioceris asparagi), the cereal leaf beetle (Oulema melanopus), the mustard beetle (Phaedon cochleariae) and various flea beetles, and a few act as vectors of plant diseases. Others are beneficial due to their use in biocontrol of invasive weeds. Some Chrysomelidae are conspicuously colored, typically in glossy yellow to red or metallic blue-green hues, and some (especially Cassidinae) have spectacularly bizarre shapes. Thus, they are highly popular among insect collectors.",0.3005692660808563,0.00048662981134839356,0.008665980771183968,0.0014371571596711874,0.006542803719639778,0.0031244978308677673,0.016071604564785957
Which city or region does this building locate in?,Warsaw,['Warsaw'],[],1,"Warsaw Uprising Monument (Polish: Pomnik Powstania Warszawskiego) is a monument in Warsaw, Poland, dedicated to the Warsaw Uprising of 1944. Unveiled in 1989, it was sculpted by Wincenty Kućma and the architect was Jacek Budyn. It is located on the southern side of Krasiński Square. The monument has been described as ""the most important monument of post-war Warsaw."" Gazeta Wyborcza reported in 2012 that it is one of the most visited landmarks for foreign tourists.",0.9863361120223999,0.785744309425354,0.31734776496887207,0.7695615291595459,0.618055522441864,0.5187971591949463,0.6060515642166138
Which city or region does this building locate in?,Xi'an,['Taiyuan'],[],0,"The Small Wild Goose Pagoda, sometimes Little Wild Goose Pagoda (Chinese: 小雁塔; pinyin: Xiǎoyàn Tǎ), is one of two significant pagodas in Xi'an, Shaanxi, China, the site of the old Han and Tang capital Chang'an. The other notable pagoda is the Giant Wild Goose Pagoda, originally built in 652 and restored in 704. This pagoda, along with the Giant Wild Goose Pagoda and other sites along the Silk Road, was inscribed in 2014 on the UNESCO World Heritage List as the Silk Roads: the Routes Network of Chang'an-Tianshan Corridor World Heritage Site.",0.4163607358932495,0.23126472532749176,0.14184428751468658,0.28085482120513916,0.20671017467975616,0.2156936675310135,0.18670916557312012
What is the brand of this vehicle?,Audi,['Audi'],[],1,"The Audi 80 is a compact executive car produced by the Audi subdivision of the Volkswagen Group across four generations from 1966 to 1996. It shared its platform with the Volkswagen Passat from 1973 to 1986 and was available as a saloon, and station wagon — the latter marketed by Audi as the Avant. The coupé and convertible models were not badged as members of the range but used a derivative of the same platforms. In North America and Australia, the 80 was marketed as the Audi Fox for model years 1973–79, and as the Audi 4000 for model years 1980–87 in the US. The Audi 90 was an upmarket version of the Audi 80, although all North American sedans of the B4 generation were called Audi 90.",0.9940682649612427,0.9177492260932922,0.8589430451393127,0.8677605390548706,0.7561907768249512,0.9365184307098389,0.9294260144233704
What is the sea level in metre of this mountain?,1441,['2925'],[],0,"It has an elevation of 1,441 metres above sea level. There are two large antennas and a Virgin Mary shrine on top of the summit. This mountain is often covered with snow in the winter.",0.1403576284646988,0.001213491428643465,0.05677265301346779,0.026346731930971146,0.024962063878774643,0.032461222261190414,0.024099506437778473
Who designed this bridge?,Ernest Goüin,['Rowland Mason Ordish'],[],0,"Margaret Bridge or Margit híd (sometimes Margit Bridge) is a three-way bridge in Budapest, Hungary, connecting Buda and Pest across the Danube and linking Margaret Island to the banks. It is the second-northernmost and second-oldest public bridge in Budapest. It was designed by French engineer Ernest Goüin and built by the construction company Maison Ernest Goüin et Cie. between 1872 and 1876, the engineer in charge being Émile Nouguier. Margaret Bridge was the second permanent bridge in Budapest after Széchenyi Chain Bridge. This bridge leads up to Margaret Island, its two parts enclosing 165 degrees with each other at the embranchment towards the island. The reason for this unusual geometry is that the small extension to connect to Margaret Island was hastily inserted into the original design but not built until two decades later due to lack of funds. The bridge's two ends are Jászai Mari tér (northern end of Grand Boulevard) and Germanus Gyula park (stop of Szentendre HÉV; the Lukács and Király Baths are nearby). It is 607.5 metres (1,993 ft) in length and 25 metres (82 ft)  in width.",0.23863214254379272,0.05109328776597977,0.6078067421913147,0.531429648399353,0.5771845579147339,0.6643680930137634,0.15386967360973358
What country does this vehicle belong to?,Uae,['Brazil'],[],0,"During September 2018, Air Arabia Airbus A320 aircraft, registration A6-ANV, operated commercial flight ABY 111 from Sharjah International Airport to Salalah, Oman that was subject to the UAE’s aviation regulator, Air Accident Investigation Sector (AAIS)'s, investigation due to the co-pilot steering the aircraft onto the wrong runway during a rolling takeoff.",0.8470055460929871,0.029804948717355728,0.08181837201118469,0.0008604081231169403,0.01436352264136076,0.0028563858941197395,0.004025795962661505
What is the location of this park?,Washington dc,['Navy Yard'],[],0,"Nationals Park is located in the Southeast quadrant of Washington, D.C. on South Capitol Street (a main artery separating Southeast from Southwest Washington) at the Anacostia River waterfront.  The ballpark is accessible from Interstate 395 via the Southwest Freeway, and from Interstate 295 via the Frederick Douglass Memorial Bridge, which carries South Capitol Street across the Anacostia River.  The Douglass Bridge was renovated so that South Capitol Street could continue at ground level past the stadium (it was previously 15 feet (4.6 m) above ground level). The primary method of transportation to the stadium is on the Washington Metro system. The stadium is one block from Navy Yard–Ballpark station on the Green Line. The station is located near the park's center field entrance (on the opposite side of Capitol Street SE from the main entrance) and is heavily used by fans on game day.  The station's southern entrance was expanded when the stadium was built, adding an escalator and elevator and moving the farecard mezzanine to street level. Parking near the stadium is limited.  There are 14 Nationals Park-sanctioned parking lots or garages, with a small number of third-party lots nearby.  During the 2008 and 2009 seasons, the Nationals ran a free shuttle service (dubbed the ""Nats Express"") from parking lots at RFK Stadium to Nationals Park on game days. Several Metrobus routes and the DC Circulator's Eastern Market–L'Enfant Plaza route serve the park. Various other transit options include a water taxi service from Alexandria, Virginia, and Georgetown. Cyclists are encouraged to ride to the stadium and are offered free valet bicycle parking. Garage C, located next to the ticket windows at the corner of 1st and N Street, houses a free bike valet service where fans are invited to store their bikes during the game. There are also 110 red bike racks on the sidewalks around the ballpark.",0.6722791790962219,0.0352950394153595,0.2897964119911194,0.7351437211036682,0.045024141669273376,0.20652930438518524,0.08869343250989914
What is the closest parent taxonomy of this plant?,Geranium,['Sanicula'],[],0,"Geraniaceae is a family of flowering plants placed in the order Geraniales. The family name is derived from the genus Geranium. The family includes both the genus Geranium (the cranesbills, or true geraniums) and the garden plants called geraniums, which modern botany classifies as genus Pelargonium, along with other related genera. The family comprises 830 species in five to seven genera. The largest genera are Geranium (430 species), Pelargonium (280 species) and Erodium (80 species).",0.7546160817146301,0.0006279608351178467,0.1186709851026535,0.7176130414009094,0.15354710817337036,0.13584615290164948,0.2636028826236725
What is the length of the wingspan in millimetre of this insect?,28-36,['18.0-28.0'],[],0,"Polyommatus icarus has a wingspan of 28–36 millimetres (1.1–1.4 in). The dorsal side of the wings is an iridescent lilac blue, bright violet-blue, or almost hyacinth-blue with a thin black border. Females' wings are brown or black-brown with a row of red reddish yellow spots along the edges of the wings (marginal spots) and usually some blue at the base. The extent of blue and brown is extremely variable depending on location. The top of the wings in the female may be mostly blue, especially in Ireland and Scotland, but it always has red spots. The ventral side has a greyish or dust-grey base colour in the males and a more brownish hue in the females. Both sexes have a row of red or orange spots along the edge of the hindwing and extending onto the forewing, though they are generally fainter there, particularly in the males, where they are sometimes missing altogether. There are  about a dozen black-centered white spots (ocelli) on the hindwing and nine on the forewing. These usually include one in the middle of the forewing cell, absent in Chapman's and Escher's blues. The fringes on the outer edge of the wings are uniform white, not crossed with black lines as in the chalkhill and Adonis blues (that is, the common blue lacks checkering).   The caterpillar is small, pale green with yellow stripes and, as usual with Lycaenid larvae, rather slug-like.",0.19634370505809784,0.025525355711579323,0.05043566972017288,0.054478902369737625,0.21386395394802094,0.025798408314585686,0.04981846362352371
What is the closest parent taxonomy of this insect?,Cicada,['Neotibicen'],[],0,"Cicada is a genus of old world cicadas in the family Cicadidae, and the tribe Cicadini. There are at least 60 described species in Cicada.",0.43742260336875916,0.01034760382026434,0.03366027772426605,0.06006521359086037,0.05325274169445038,0.05074470862746239,0.006054883822798729
What is the closest parent taxonomy of this bird?,Sitta,['Sitta'],[],1,"The white-breasted nuthatch (Sitta carolinensis) is a species of bird in the nuthatch family Sittidae. It is a medium-sized nuthatch, measuring approximately 15.5 cm (6.1 in) in length. Coloration varies somewhat along the species' range, but the upperparts are light blue-gray, with a black crown and nape in males, while females have a dark gray crown. The underparts are whitish, with a reddish tinge on the lower abdomen. The white-breasted nuthatch is a noisy bird. It has a nasal voice and often utters little cries or vocalizations, often composed of repetitions of small invariant whistles. In summer, it is an exclusively insectivorous bird, consuming a wide range of arthropods, but in winter its diet consists mainly of seeds. The nest is located in the cavity of a tree. The clutch consists of five to nine eggs, incubated for two weeks by the female, who is fed by the male. The two adults then feed the young until they fledge, and for a few weeks after that.  The white-breasted nuthatch breeds throughout much of North America, except in the cooler and drier areas. It is mainly found at low altitudes, in deciduous forests or in mixed woodlands. Seven to nine subspecies are generally distinguished by their slightly distinct distributions, vocalizations, and coloration. The species was once thought to be related to the white-cheeked nuthatch (S. leucopsis) and Przewalski's nuthatch (S. przewalskii), two species from southern Asia, but is actually more closely related to the giant nuthatch (S. magna), also from Southeast Asia. The species enjoys a very wide distribution and its population is said to be increasing; the International Union for the Conservation of Nature therefore considers it to be of ""least concern.""",0.22209687530994415,0.0007362169562838972,0.027201905846595764,0.01780609041452408,0.166757732629776,0.013101063668727875,0.013689497485756874
What place is the lake outflow to?,River derwent,['River Derwent'],[],1,"Derwentwater, or Derwent Water, is one of the principal bodies of water in the Lake District National Park in north west England.  It lies wholly within the Borough of Allerdale, in the county of Cumbria. The lake occupies part of Borrowdale and lies immediately south of the town of Keswick. It is both fed and drained by the River Derwent. It measures approximately three miles (five kilometres) long by 1 mile (1.5 kilometres) wide and is some 72 feet (22 metres) deep. There are several islands within the lake, one of which is inhabited.  Derwentwater is a place of considerable scenic value. It is surrounded by hills (known locally as fells), and many of the slopes facing Derwentwater are extensively wooded. A regular passenger launch operates on the lake, taking passengers between various landing stages. There are seven lakeside marinas, the most popular stops being Keswick, Portinscale and the Lodore Falls, from which boats may be hired. Recreational walking is a major tourist activity in the area and there is an extensive network of footpaths in the hills and woods surrounding the lake. The Keswick to Borrowdale road runs along the eastern shore of the lake and carries a regular bus service. There is a lesser, or unclassified, road along the western shore connecting the villages of Grange and Portinscale. Derwentwater gave its name to the Earldom of Derwentwater. From 2008 to 2014, the lake was believed to be the last remaining native habitat of the vendace (Coregonus vandesius) fish from the four originally known sites: Bassenthwaite Lake and Derwentwater in the Lake District, and the Castle Loch & Mill Loch in Lochmaben. However, a breeding population was discovered at Bassenthwaite Lake by conservationists in September 2014.",0.9106926918029785,0.007206679321825504,0.2796534597873688,0.5767213106155396,0.38618576526641846,0.28571653366088867,0.38357439637184143
On what date did this building officially open?,23/4/1969,['1971 10 16'],[],0,"The cinema was inaugurated on 23 April 1969 as Shahre Farang Cinema by the Rohani Saheban brothers. It was renamed  Azadi Cinema in 1980. It had two screens. The building caught fire on numerous occasions in 1976, 1990 and on 18 April 1997 at 13:50 which caused its closure.",0.07602463662624359,0.0011859964579343796,0.02397875301539898,0.01079898327589035,0.016327066347002983,0.006409251596778631,0.003307162318378687
What is the country of origin of this food?,Japan,['Japan'],[],1,"Miso soup (味噌汁, misoshiru) is a traditional Japanese soup consisting of a dashi stock into which softened miso paste is mixed. In addition, there are many optional ingredients (various vegetables, tofu, abura-age, etc.) that may be added depending on regional and seasonal recipes, and personal preference. In Japanese food culture, Miso soup is a representative of soup dishes served with rice. Miso soup is also called Omiotsuke (御味御付). Along with suimono (clear soup seasoned with a small amount of soy sauce and salt in a dashi stock), miso soup is considered to be one of the two basic soup types of Japanese cuisine.",0.9888794422149658,0.7786072492599487,0.7607795596122742,0.875411868095398,0.5772489309310913,0.8575938940048218,0.6236245036125183
What is the name of the vessel involved in this event?,Ra,['Kon-Tiki'],[],0,"lantic Ocean from the coast of Morocco. The Ra crew included Thor Heyerdahl (Norway), Norman Baker (US), Carlo Mauri (Italy), Yuri Senkevich (USSR), Santiago Genovés (Mexico), Georges Sourial (Egypt) and Abdullah Djibrine (Chad). Only Heyerdahl and Baker had sailing and navigation experience. After a number of weeks, Ra took on water. The crew discovered that a key element of the Egyptian boatbuilding method had been neglected, a tether that acted like a spring to keep the stern high in the water while allowing for flexibility. Water and storms eventually caused it to sag and break apart after sailing more than 6,400 km (4,000 miles). The crew was forced to abandon Ra, some hundred miles (160 km) before the Caribbean islands, and was saved by a yacht. The following year, 1970, a similar vessel, Ra II, was built by Demetrio, Juan and José Limachi of papyrus from Lake Titicaca in Bolivia and likewise set sail across the Atlantic from Morocco, this time with great success. The crew was mostly the same; though Djibrine had been replaced by Kei Ohara from Japan and Madani Ait Ouhanni from Morocco. The boat became lost and was the subject of a United Nations search and rescue mission. The search included international assistance including people as far afield as Loo-Chi Hu of New Zealand. The boat reached Barbados, thus demonstrating that mariners could have dealt with trans-Atlantic voyages by sailing with the Canary Current. The Ra II is now in the Kon-Tiki Museum in Oslo, Norway. The book The Ra Expeditions and the film documentary Ra (1972) were made about the voyages. Apart from the primary aspects of the expedition, Heyerdahl deliberately selected a crew representing a great diversity in race, nationality, religion and political viewpoint in order to demonstrate that at least on their own little floating island, people could co-operate and live peacefully. Additionally, the expedition took samples of marine pollution and presented their report to the United Nations.",0.9780735373497009,0.14015011489391327,0.4807283580303192,0.008676772005856037,0.4436468183994293,0.11112044006586075,0.12747879326343536
What is the closest parent taxonomy of this animal?,Reptile,['Aspidoscelis'],[],0,"The gray checkered whiptail (Aspidoscelis dixoni ) is a species of lizard in the family Teiidae. The species is native to the United States in southern New Mexico and western Texas, and northern Mexico.",0.5365682244300842,0.0004904642701148987,0.03910928964614868,0.0035338234156370163,0.014186675660312176,0.0022384757176041603,0.0025029308162629604
