question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_bm25_base_no_context,qwen_evqa_bm25_base_with_context,qwen_evqa_bm25_no_p_prime,qwen_evqa_bm25_no_p_q_i,qwen_evqa_bm25_no_p_q_c,qwen_evqa_bm25_no_p_q
What grade is this building?,Grade II*,['Grade II'],[],0,"The Moat House is a Grade II* building in Tamworth, Staffordshire, England, in what were once the grounds of Tamworth Castle. The summer house, in the rear beer garden, is a Grade II listed building.",0.9892886877059937,0.8025917410850525,0.038488950580358505,0.18140003085136414,0.1307794451713562,0.19880323112010956,0.045170240104198456
What did antoniy tomishko contribute to this church?,He designed the monument to the fallen medics.,['design'],[],0,"The Doctors' Garden (Bulgarian: Докторска градина, Doktorska gradina) is a park in the Bulgarian capital Sofia between the Oborishte and Shipka streets. It is located behind the SS. Cyril and Methodius National Library and close to many of the historical monuments and state institutions in the capital. The park is named after the monument of the fallen medics during the Russo-Turkish War (1877–1878), most of whom worked for the mission of the Russian Red Cross and perished in the battles at Pleven, Plovdiv, Mechka and Shipka. The monument was constructed between 1883 and 1884 by the Russian architect of Czech origin Antoniy Osipovich Tomishko.",0.9868415594100952,0.00091447593877092,0.00025787754566408694,0.00034321556449867785,0.00032882741652429104,0.0003047536010853946,0.00040113175055012107
What do this butte resemble when viewed from the south?,An elephant,['two giant mittens'],[],0,"Elephant Butte was named from Elephant Butte, a butte nearby thought to resemble an elephant.",0.9814023375511169,0.05098886042833328,0.11290579289197922,0.1892363280057907,0.6516741514205933,0.3711235225200653,0.048436883836984634
Where is natural flower water produced from this plant?,Anther,['Tunisia'],[],0,"Allogamy – cross pollination, when one plant pollinates another plant Anemophilous – wind-pollinated. Autogamy – self-pollination, when the flowers of the same plant pollinate each other, including a flower pollinating itself. Cantharophilous – beetle-pollinated. Chiropterophilous – bat-pollinated. Cleistogamous – self-pollination of a flower that does not open. Dichogamy – flowers that cannot pollinate themselves because pollen is produced at a time when the stigmas are not receptive to pollen. Entomophilous – insect-pollinated. Hydrophilous – water-pollinated; pollen is moved in water from one flower to the next. Malacophilous – pollinated by snails and slugs. Ornithophilous – pollinated by birds. Pollination – the movement of pollen from the anther to the stigma. Protandrous – when pollen is produced and shed before the carpels are mature. Progynous – when the carpels mature before the stamens produce pollen.",0.6193013787269592,0.004849200136959553,0.021735601127147675,0.007956776767969131,0.014112829230725765,0.043031107634305954,0.003669041907414794
What color is the back of the female this bird?,olive,['olive'],[],1,"The male Taveta weaver is a vibrant golden yellow color; this color is duller on its back. The wings and tail are a greener color, whereas brown spots are located on the chest. The back of the head is red, and the bill, or beak, is black. The female is an olive color with paler streaks. In general, the Taveta weaver is a small bird, around the size of the finch and closely related to the sparrow.",0.9861504435539246,0.3663553297519684,0.03881587088108063,0.016981473192572594,0.13847443461418152,0.34049567580223083,0.202937513589859
What have several cultivars of this plant been selected as decorative garden?,garden plants,['plants'],[],0,"More recently several cultivars have been selected as decorative garden plants, including: 'Bronze Baby' - arching bronze leaves, 2-to-3-foot (0.61 to 0.91 m) plant. 'Dazzler' - arching leaves that are bronze-maroon with red and pink stripes, plant reaches 3 feet in height 'Duet'agm Purpureum Group agm 'Sundowner'agm - 6-foot-tall (1.8 m) plant, leaves are striped with bronze, green and rose-pink 'Variegatum'agm 'Yellow Wave'agm Those marked agm have gained the Royal Horticultural Society's Award of Garden Merit.",0.9788671731948853,0.02921251207590103,0.4302983283996582,0.22638154029846191,0.8396263122558594,0.7383759617805481,0.20332442224025726
What did not commence on this temple until after the recovery of the aquilae in 20 bce?,The construction of the Temple Mount complex did not commence until after the recovery of the aquilae in 20 BCE.,['work'],[],0,"Reconstruction of the temple under Herod began with a massive expansion of the Temple Mount temenos. For example, the Temple Mount complex initially measured 7 hectares (17 acres) in size, but Herod expanded it to 14.4 hectares (36 acres) and so doubled its area. Herod's work on the Temple is generally dated from 20/19 BCE until 12/11 or 10 BCE. Writer Bieke Mahieu dates the work on the Temple enclosures from 25 BCE and that on the Temple building in 19 BCE, and situates the dedication of both in November 18 BCE. Religious worship and temple rituals continued during the construction process. An agreement was made between Herod and the Jewish religious authorities: the sacrificial rituals, called korbanot (offerings), were to be continued unabated for the entire time of construction, and the Temple itself would be constructed by the priests. This is the reason Herod's Temple is still counted as the Second — functioning did not stop, although it was the third building fulfilling the purpose.",0.6941254138946533,0.0005959384725429118,0.00023342276108451188,0.00030963067547418177,0.0002982787846121937,0.00023862405214458704,0.0003661013033706695
Has this fish been found or not found at depths of 60m?,"Yes, it has been found at depths of 60m.",['found'],[],0,"Serranus tortugarum is found over substrates of rock, silt or sand at depths of 2 to 400 metres (6.6 to 1,312.3 ft), although it is normally found at depths of less than 90 metres (300 ft). This is a social species that is normally recorded loose aggregations which have a clear hierarchy. It is a synchronously hermaphrodite, this means that each fish has both male and female reproductive organs at the same time. However, self fertlisation has not been recorded. Chalk bass feed on zooplankton, although larger fish have been recorded feeding on more sizeable crustaceans which they swallowed whole. They frequently hover over sandy or rubble areas of seabed and use a nearby conch shell for shelter.",0.8379086256027222,0.0006955293356440961,0.0002703669888433069,0.0003350344195496291,0.0003329418250359595,0.00025644004927016795,0.00043376293615438044
In what year did mao et al. perform a more detailed molecular analysis and place this plant back in cupressus?,2010,['2010'],[],1," but unlike most (though not all) other Cupressus species. However, this placement does not fit with the morphology and phenology of the cones, which are far more like Cupressus, maturing in two years rather than one. Genetic evidence, published by Gadek et al., strongly supported its return to Cupressus and exclusion from Chamaecyparis. More recently, Farjon et al. (2002) transferred it to a new genus Xanthocyparis, together with the newly discovered Vietnamese golden cypress Xanthocyparis vietnamensis; this species is remarkably similar to Nootka cypress and the treatment has many arguments in its favour, as while they are not related to Chamaecyparis, neither do they fit fully in Cupressus despite the many similarities. Little et al. confirmed this relationship with further evidence and pointed out that an earlier nomenclatural combination in the genus Callitropsis existed, as Callitropsis nootkatensis (D.Don) Oerst., published in 1864 but overlooked or ignored by other subsequent authors. Little et al. therefore synonymised Xanthocyparis with Callitropsis, the correct name for these species under the ICBN when treated in a distinct genus. The name Xanthocyparis has now been proposed for conservation, and the 2011 International Botanical Congress followed that recommendation. In 2010, Mao et al. performed a more detailed molecular analysis and placed Nootka cypress back in Cupressus. This was disputed, as the tree would compose a monophyletic subgenus, but the Gymnosperm Database suggested that it could comprise a monotypic genus as Callitropsis nootkatensis. In 2021, a molecular study by Stull et al. found the species to indeed belong to the distinct genus Callitropsis and recovered this as the sister genus to Hesperocyparis. The clade comprising both was found to be sister to Xanthocyparis (containing only the Vietnamese golden cypress), and the clade containing the three genera was found to be sister to a clade containing Juniperus and Cupressus sensu stricto.",0.9862913489341736,0.3309691250324249,0.42283153533935547,0.6999666690826416,0.7879948019981384,0.8302944302558899,0.7313746809959412
What are two common names for this plant?,Odoi dalan turuu and choniin cholbodos,['smallflower desert-chicory or Texas dandelion'],[],0,"Two common names recorded for the plant in Mongolian are одои далан туруу odoi dalan turuu and чонын Чолбодос choniin (=""of the wolf"") cholbodos (=""?""), and a common name for the plant in Tibetan is rejag.",0.897295355796814,0.03539819270372391,0.00392088433727622,0.006626165937632322,0.002498684683814645,0.002133480506017804,0.0020419445354491472
In what zone is this plant grown?,USDA Zone 4,['temperate'],[],0,"It is hardy to USDA Zone 4. It is considered a fairly easy plant to cultivate. It can be grown in well drained, loamy soil in full sun. It is better grown in an Alpine house or bulb frame. To avoid botrytis and bulb rot, the plant must be watered around the base of the plant, not touching the channelled leaves. It can be seen growing in the Alpine house of Edinburgh Botanic Garden.",0.9932186007499695,0.6915022134780884,0.01155270915478468,0.01407978218048811,0.0034272056072950363,0.01408585999161005,0.021156055852770805
How often does this harbor handle cargo?,"Frequently — it handles general industrial cargo, automobiles, and other goods via its major ports.",['annually'],[],0,"The city is served by two major ports namely Chennai Port — which is one of the largest artificial ports – and Ennore Port. Chennai port is India's second busiest container hub, handling general industrial cargo, automobiles, etc. An additional container terminal is being constructed, as well. Chennai Port has 21 alongside berths in three distinct zones of the Chennai port namely the Ambedkar Dock (inner harbor to handle passenger, general cargo and containers), Jawahar Dock (to handle coal, fertiliser, other bulk and break bulk cargo) and Bharathi Dock (outer harbor accommodates ore and oil handling system and a modern container terminal). The Ennore port currently handles cargo such as coal, ore and bulk and break bulk cargo. A new container terminal is also planned for the Ennore port. A smaller harbour at Royapuram is used by local fishing boats and trawlers.",0.6119078397750854,0.0006308726733550429,0.00022909263498149812,0.0003089277306571603,0.0003279598895460367,0.00023509457241743803,0.0003591917338781059
What animal has a tendency to avoid this plant's foliage?,Deer,['brushtail possum'],[],0,"Hemp crops are tall, have thick foliage, and can be planted densely, and thus can be grown as a smother crop to kill tough weeds. Using hemp this way can help farmers avoid the use of herbicides, gain organic certification, and gain the benefits of crop rotation. However, due to the plant's rapid and dense growth characteristics, some jurisdictions consider hemp a prohibited and noxious weed, much like Scotch Broom.",0.8896498680114746,0.12419664114713669,0.07850156724452972,0.24331054091453552,0.20145776867866516,0.2912208139896393,0.3339634835720062
In what year did this lighthouse get a foghorn?,1879,['1922'],[],0,"The original fog signal at Souter was a single Holmes-designed reeds, housed in a foghorn house to the east of the lighthouse tower; it sounded one blast every 45 seconds and was soon replaced by a pair of twin horns facing out to sea, angled north-east and south-east. Compressed air was piped to the foghorn from the engine room alongside the lighthouse, where the air compressor was driven by a common drive shaft from the engines powering the magnetos. A siren replaced the reeds in February 1879. The horns were superseded by twin Rayleigh trumpets in 1919, when a more powerful siren was installed; the foghorn house was remodelled at the seaward corners to accommodate them. The siren signal was a 5-second sound of 480 Hz every 5 minutes. The current pair of exponential horns dates from 1953, when a Stone Chance diaphone signal was installed. This produced a five-second blast every 30 seconds in poor weather, up until 1988 when Souter Lighthouse was decommissioned by Trinity House. The diaphone remains in working order and is sounded regularly for visitors throughout the year.",0.830703854560852,0.1991259753704071,0.002638549078255892,0.006414294242858887,0.0062938230112195015,0.00497898506000638,0.007615034468472004
What are this plant with extra petals called?,Double-flowered hellebores,"[""'double' forms""]",[],0,"Hybridising (deliberate and accidental) between H. orientalis and several other closely related species and subspecies has vastly improved the colour-range of the flowers, which now extends from slate grey, near-black, deep purple and plum, through rich red and pinks to yellow, white and green. The outer surface of the sepals is often green-tinged, and as the flower ages it usually becomes greener inside and out; individual flowers often remain on the plant for a month or more. The inner surface of each sepal may be marked with veins, or dotted or blotched with pink, red or purple. ""Picotee"" flowers, whose pale-coloured sepals have narrow margins of a darker colour, are much sought-after, as are those with dark nectaries which contrast with the outer sepals. Recent breeding programmes have also created double-flowered and anemone-centred plants. Ironically, doing this is actually reversing the evolutionary process in which hellebores' true petals had been modified into nectaries; it is usually these nectaries which become the extra petals in double, semi-double and anemone-centred flowers. Double-flowered hellebores provide a very interesting variation to the standard hellebore. They are generally easy to maintain and share the same planting conditions as the standard hellebore. Semi-double flowers have one or two extra rows of petals; doubles have more. Their inner petals are generally very like the outer ones in colour and patterning. They are often of a similar length and shape, though they may be slightly shorter and narrower, and some are attractively waved or ruffled. By contrast, anemone-centred flowers have, cupped within the five normal outer petals, a ring of much shorter, more curved extra petals (sometimes trumpet-shaped, intermediate in appearance between petals and nectaries), which may be a different colour from the outer petals. These short, extra petals (sometimes known as ""petaloids"") drop off after the flower has been pollinated, leaving an appare",0.8001836538314819,0.020636148750782013,0.002121486933901906,0.012665951624512672,0.004484436474740505,0.018635278567671776,0.0030799065716564655
Who designed this church?,"Unknown architect, possibly Renwick.",['William Hague'],[],0,"The design of Grace Episcopal Church, a Gothic Revival church built in 1867, is very similar to that of the nearby Oak Hill Cemetery Chapel.  Although the architect of Grace Episcopal Church is unknown, there is reason to believe Renwick may have designed the building.  If this isn't the case, the person who designed the church was greatly influenced by Renwick's work.",0.9138659834861755,0.0007557605276815593,0.0002473920176271349,0.00034038032754324377,0.00030086064361967146,0.00023892727040220052,0.00035930340527556837
How many varieties of this plant have been proposed?,Not specified in the text.,['Several'],[],0,"Defensive structures and chemicals are costly as they require resources that could otherwise be used by plants to maximize growth and reproduction. In some situations, plant growth slows down when most of the nutrients are being used for the generation of toxins or regeneration of plant parts. Many models have been proposed to explore how and why some plants make this investment in defenses against herbivores.",0.5883113741874695,0.0006096656434237957,0.00023491510364692658,0.00030336243798956275,0.00029380194609984756,0.00024519499856978655,0.00039125047624111176
How often are exhibitions held at this museum?,Not specified in the text.,['annual'],[],0,"Catalogues for art or museum exhibitions may range in scale from a single printed sheet to a lavish hardcover ""coffee table book"". The advent of cheap colour-printing in the 1960s transformed what had usually been simple ""handlists"" with several works to each page into large scale ""descriptive catalogues"" that are intended as both contributions to scholarship and books likely to appeal to many general readers.  The catalogues for exhibitions held at a museum are now often far more detailed than the catalogues of their permanent collections. In the early 21st century, exhibitions that gather items from other institutions (museums, galleries, libraries, etc.) and that are elaborately publicized very often have catalogues in the form of substantial books.",0.9643524885177612,0.0006377702229656279,0.00024012835638131946,0.00031172891613096,0.0002956666285172105,0.0002588159986771643,0.00039140041917562485
What type of jungle is this fountain described as?,"The fountain is described as being in a ""jungle"" in the context of the jungle bush quail, which is native to the ""Mahratta region"" — a region in India. However, the fountain itself is not a jungle; it is a stone monument in a park or urban setting. The term """,['Glass and concrete'],[],0,"The jungle bush quail was originally described as Perdix asiatica by John Latham in 1790 based on specimens from the ""Mahratta region"". It was moved to the genus Perdicula, of which it is the type species, by Brian Hodgson in 1837. The generic name Perdicula is a Modern Latin diminutive of the genus Perdix, and means ""small partridge"". The specific epithet asiatica comes from the Latin asiaticus, meaning Asiatic. Jungle bush quail is the official common name designated by the International Ornithologists' Union. Other names for the species include jungle quail, jungle bush-quail, jungle bushquail, Ceylon jungle bush quail, and Konkan jungle bush quail.",0.7552275061607361,0.0005900611286051571,0.00023539266840089113,0.0003084309573750943,0.0002944073057733476,0.00022889197862241417,0.00036011371412314475
How many kilometers west of singaraja does this beach stretch?,"Not applicable — Anjuna Beach is in Goa, not near Singaraja (which is in Bali, Indonesia).",['5'],[],0,"Anjuna Beach  is a beach in Goa, which is located 18 kilometers from Panaji and 8 kilometers to the west of Mapusa, North Goa. It is situated in Anjuna village of Bardez taluka in North Goa. The beach is part of a 30 kilometer stretch of extended beach coastline along the west coast of Goa by the Arabian Sea. Attractions close to Anjuna Beach include the Anjuna flea market and Chapora Fort.",0.2567068934440613,0.0006268268334679306,0.0002319530030945316,0.00030581853934563696,0.00029238630668260157,0.00023623353627044708,0.0003896018024533987
How many holes does each of the two courses at this golf course have?,18 holes,['18'],[],0,"There are 72 holes at this golf facility. The golf course is divided into 4 courses, each with 18 holes. The clubhouse is located at Boca West Drive, the main, 4-lane thoroughfare through Boca West. The courses have recently undergone a massive, multimillion-dollar renovation and pro golfers have been seen around the courses playing and practicing.",0.9808546304702759,0.02662741206586361,0.0031185525003820658,0.013169601559638977,0.0011576489778235555,0.0008581311558373272,0.0012944129994139075
Is the site of this barrow owned privately or publicly?,publicly,['privately'],[],0,This page is a list of power stations in Japan that are publicly or privately owned.,0.6926202774047852,0.19629131257534027,0.013277246616780758,0.18468911945819855,0.16614113748073578,0.04798329621553421,0.0056965546682477
What type of campaign did labour run from this building in 1997?,Devolution campaign,['General Election'],[],0,"After the 1997 general election, the new Labour Government argued that an Assembly would be more democratically accountable than the Welsh Office, echoing calls for self-government since 1918. For eleven years prior to 1997 Wales had been represented in the UK Cabinet by a Secretary of State who did not represent a Welsh constituency at Westminster. Plaid Cymru joined a bi-partisan Yes for Wales campaign, alongside the Labour and Liberal Democrat parties. During the campaign for a Welsh Assembly, Diana, Princess of Wales was killed in a car accident in France. The campaign had been temporarily suspended and it was wondered what effect the death of the Princess of Wales would have on the election. Commentators pondered what effect the death of the princess and focus on the UK Royal Family would have on the devolution debate and turn out. A second referendum was held on 18 September 1997 in which voters approved the creation of the National Assembly for Wales by a majority of just 6,712 votes. The following year the Government of Wales Act was passed by UK parliament, establishing the National Assembly for Wales (Welsh: Cynulliad Cenedlaethol Cymru).",0.9933245778083801,0.33664557337760925,0.008606592193245888,0.016534317284822464,0.03514406830072403,0.20073938369750977,0.09520440548658371
"Outside of north africa, where else can you find this plant?",Europe and Asia,['Europe'],[],0,"Talking about the song, Laurence said: ""'Someone Else' is about the feeling you can get when you're all by yourself and your head starts spinning and replaying memories of a previous relationship. [...] Where you normally find comfort and distraction in your daily life, these days you are confronted almost every minute with those thoughts"".",0.6491565108299255,0.057544007897377014,0.0011358724441379309,0.004587444476783276,0.0014681931352242827,0.00051374442409724,0.0009416505345143378
Is this plant present or absent in the mediterranean basin?,Present,['present'],[],1,"Bellardia trixago is a species of flowering plant in the family Orobanchaceae (it has been formerly classified in the family Scrophulariaceae). The only member of the monotypic genus Bellardia, it is known as trixago bartsia or Mediterranean lineseed. This plant is native to the Mediterranean Basin, but it is known in other places with similar climates, such as California and parts of Chile, where it is an introduced species and noxious weed.",0.9811029434204102,0.9780076146125793,0.9693170189857483,0.948320209980011,0.9836210012435913,0.9738633632659912,0.9375585317611694
Where in malaysia can one find this insect?,Peninsular Malaysia,['Peninsular Malaysia'],[],1,"Phobaeticus serratipes (formerly known as Pharnacia serratipes) is a species of stick insect  that at one time was the longest known insect, with one female specimen recorded as being 555 mm long. This measurement includes the legs fully extended front and rear, and the actual length of the body alone is considerably shorter. This insect is endemic to Peninsular Malaysia,  Singapore and Sumatra. It is a popular species among those who raise stick insects. The record for longest known insect is now held by an unnamed species of Phryganistria measuring 624 mm, held in the Insect Museum of West China in Chengdu. Phobaeticus serratipes is also slightly shorter in body length than one specimen of Phobaeticus kirbyi.",0.9888433218002319,0.7274877429008484,0.016666609793901443,0.14384165406227112,0.11816307157278061,0.39281535148620605,0.2391686737537384
What part of north america is this plant native to?,North America,['western'],[],0,"Cakile edentula, the American searocket, is a species of the flowering Cakile plant. This plant is native to North America.",0.9888411164283752,0.43153247237205505,0.0013650929322466254,0.01448249351233244,0.02628641203045845,0.0004686498432420194,0.0033710889983922243
"In addition to brazil, mexico, the u.s. and canada, where else can you find this insect?","Not applicable - the text describes a shrew, not an insect.",['Panama'],[],0,"It is found from the grasslands of southern Canada through the eastern and central United States and Mexico. In Canada, only a small population of this animal has been found at Long Point in Ontario. The North American least shrew mostly dwells in mesic grasslands, marshes, and meadows. Most shrews prefer these wet habitats, but the least shrew will also inhabit dry upland regions. This species can be found in meadows, fields, and weedy areas, where the vegetation attracts its insect diet.",0.38342759013175964,0.0006269083241932094,0.00023469861480407417,0.00041901232907548547,0.0003760789113584906,0.00025013668346218765,0.000368715263903141
Where does the native range of this bird end?,Vietnam,['the Caribbean'],[],0,"This bulbul is native to tropical southeastern Asia, where its range includes peninsular Malaysia, Myanmar, Thailand and Vietnam. It is a woodland bird found in secondary forests, thickets, scrubland, clearings and gardens, at altitudes up to about 1,300 m (4,300 ft).",0.9892421364784241,0.328795462846756,0.01202338095754385,0.04623431712388992,0.08192848414182663,0.06089751422405243,0.03902062028646469
"To ensure fertilization, this plant's morphology is well adapted to the proboscis of what?",Lepidoptera,['Lepidoptera'],[],1,"The flowers are pollinated by butterflies and moths. To ensure the fertilization, their morphology is well adapted to the proboscis of Lepidoptera, especially Euphydryas, Melanargia, Melitaea, Pieris and Zygaena species. The mechanism by which its pairs of pollinia attach themselves to an insect's proboscis was discovered by Charles Darwin and described in his book on the Fertilisation of Orchids. Anacamptis pyramidalis has been suggested to form mycorrhizal relationships with Rhizoctonia, Fusarium and Papulaspora species.",0.9865800738334656,0.8691446781158447,0.9636279940605164,0.8494871258735657,0.9765959978103638,0.9636272192001343,0.5710362195968628
"Along with courage and beauty, what did warrior-based native american tribes admire about this bird?",Strength,['strength'],[],1,"According to the university's official history page, the name Shenandoah is derived from the Native American legend of Zynodoa, a brave warrior whose life of strength and courage and his appreciation of beauty resulted in having a river and a valley named for him. Popular myth further ascribes translation of the word ""Shenandoah"" to mean ""daughter of the stars.""",0.9867702722549438,0.4193978011608124,0.16634966433048248,0.4187149107456207,0.7772525548934937,0.6973315477371216,0.1554998904466629
What was this memorial done by the community?,In memory of Officer Collier.,['erected'],[],0,"A spontaneous, temporary improvised memorial of flowers, messages, and small objects appeared shortly after news of Collier's death. The MIT community wanted to create a permanent memorial, and assembled a committee of students, faculty, and police officers. A public call for ideas was put out in June 2013. The final design for the memorial was unveiled in April 2014, allowing only a year for fabrication of components and construction. J. Meejin Yoon, then head of the MIT Department of Architecture, led the team which conceived the overall shape and design. Essential structural engineering design was done by MacArthur Prize professor John Ochsendorf and his students. The construction was performed on a tight schedule by Boston-based Suffolk Construction, coordinated by their project manager Rob Rogers, who was also a stepbrother of the slain officer. On April 29, 2015, MIT held special ceremonies dedicating the memorial. MIT President Rafael Reif observed that the memorial represented the community coming together after tragedy: ""We are held together by invisible forces too"".",0.9454033374786377,0.0013703593285754323,0.0002672534028533846,0.00035624805605039,0.0003713958722073585,0.00028170354198664427,0.00041627619066275656
How are the wings of the female of this moth?,Small and flightless.,['elongated'],[],0,"It is a medium-sized moth with clubbed antennae. The clubbed antennae are a notable feature of Synemon plana; most other moths have brushy antennae. The golden sun moth appears on the list of Australian critically endangered fauna. The golden sun moth is synonymous with Austrodanthonia species of grasses and is almost confined to grasslands which are home to these grass species. At least a 40% cover of Austrodanthonia species is optimal for the species. Male Synemon plana are dull in colour, the forewings consisting of dark brown, patterned with pale grey and the hind wings are brown with darker brown patches. Female Synemon plana are brighter in colour with the forewings of brown and grey patterns, the forewings are a bright golden brown colouring with dark brown patches on the outer margin of the hindwings. This golden colouring gives Synemon plana its common name, the golden sun moth. Female Synemon plana are generally flightless, with small hindwings in comparison to the male.",0.7611472606658936,0.0005798076163046062,0.0002682246849872172,0.00031246087746694684,0.0003336093504913151,0.00025233367341570556,0.0003811968781519681
What does seven-mile this street connect to in the west?,"It connects to the abandoned Eisenhower Parkway interchange at mile marker 5.70 on Route 24, which is now known as Triborough Road.",['Huqiu'],[],0,"The original plan of the Parkway was to extend to Bloomfield Avenue in West Caldwell on the northern end and to Route 124 in Chatham on the southern end.  There is a complete cloverleaf interchange at where the parkway would have met Route 24, which would have been Interchange 5 on 24 (and there were once blank signs erected on 24 West). The interchange was left abandoned since it does not connect to a road, and many plants have grown over the abandoned pavement. The bridge over Route 24, which would have been part of Eisenhower Parkway, as well as what would've been the entrance and exit ramps, cannot be accessed by vehicle but are easy to reach by foot or bike. Hikers and bikers must go north along the power lines from the intersection of Brooklake Road and Delbarton Drive until they reach the fence along Route 24, then follow the fence east for about half a mile.  NJDOT gave the abandoned overpass a different street name, Triborough Road, suggesting that the southern extension of the Eisenhower Parkway would use that name instead. To this day, there is still a sign that reads ""Triborough Road"" hanging from the abandoned overpass. The abandoned interchange is at mile marker 5.70 on Route 24.",0.9094775319099426,0.0005778344930149615,0.0002262882626382634,0.00031606602715328336,0.0003263909602537751,0.0002356028271606192,0.00035851969732902944
When did reidar halvorsen serve as acting commanding officer of this fortress?,"The provided text does not mention Reidar Halvorsen or his service as acting commanding officer of Hegra Fortress. It only mentions Hans Reidar Holtermann. Therefore, based on the given information, the question cannot be answered.",['14.12.1995 - 07.02.1997'],[],0,"Hans Reidar Holtermann (born 20 October 1895 in Sokndal, died 25 November 1966 in Bærum) was a Norwegian military officer. Holtermann is best known as the commander of Hegra Fortress during the Battle of Hegra Fortress in the Norwegian Campaign of 1940. During the inter-war years Holtermann attended military college in both Norway and France. After the war he continued his military service, among other missions commanding the Independent Norwegian Brigade Group in Germany in 1949–1950.",0.8982574343681335,0.0005964998854324222,0.00022782053565606475,0.0002981664438266307,0.0002895528741646558,0.00024121439491864294,0.00037474685814231634
What is this plant to xanthomonas campestris?,Not specified in the list — the plant in the image is not listed as a host for any of the pathovars of *Xanthomonas campestris* shown.,['a host'],[],0,"(pv. means pathovar, a type of classification based on the host plant that is attacked by Xanthomonas campestris) Xanthomonas campestris pv. armoraciae Xanthomonas campestris pv. begoniae A Xanthomonas campestris pv. begoniae B Xanthomonas campestris pv. campestris Xanthomonas campestris pv. cannabis Xanthomonas campestris pv. carota Xanthomonas campestris pv. corylina Xanthomonas campestris pv. dieffenbachiae Xanthomonas campestris pv. glycines syn. Xanthomonas axonopodis pv. glycines Xanthomonas campestris pv. graminis Xanthomonas campestris pv. hederae Xanthomonas campestris pv. hyacinthi Xanthomonas campestris pv. juglandis – the walnut blight Xanthomonas campestris pv. malvacearum or Xanthomonas citri subsp. malvacearum Xanthomonas campestris pv. musacearum Xanthomonas campestris pv. mangiferaeindicae Xanthomonas campestris pv. mori Xanthomonas campestris pv. nigromaculans Xanthomonas campestris pv. pelargonii Xanthomonas campestris pv. phaseoli Xanthomonas campestris pv. poinsettiicola Xanthomonas pruni syn. X. campestris pv. pruni Xanthomonas campestris pv. raphani Xanthomonas campestris pv. sesami Xanthomonas campestris pv. tardicrescens Xanthomonas campestris pv. translucens Xanthomonas campestris pv. vesicatoria  Xanthomonas campestris pv. viticola The former X. c. pv. citri, which causes citrus canker, was reclassified as X. axonopodis in 1995. In 2006, the species designations for X. c. pv. citri and X. c. pv. malvacearum were revised to xes. citri and these pathovars are now referred to as subspecies.",0.15924325585365295,0.0006815577507950366,0.00023244535259436816,0.00030172496917657554,0.00029543726122938097,0.00025378106511197984,0.00037054321728646755
What is the relationship between agave deserti and this plant?,The plant shown is Agave deserti.,['related'],[],0,"Agave deserti (desert agave, mescal, century plant or maguey) is an agave native to desert regions in southern California, Arizona, and Baja California. Its tall yellow flower stalks dot dry rocky slopes and washes throughout the spring. It forms a rosette of fleshy gray-green leaves 20–70 cm long and 4.5–10 cm broad, with sharp spines along the edges and at the tips. It flowers at maturity (20 to 40 years), sending up an inflorescence 2–6 m tall. The panicle bears numerous yellow, funnel-shaped flowers 3–6 cm long. There are two varieties: Agave deserti var. deserti. Plants usually with numerous rosettes; perianth tube 3–5 mm. Southern California only. Agave deserti var. simplex (Gentry) W.C.Hodgson & Reveal. Plants usually with one or only a few rosettes; perianth tube 5–10 mm. Southern California and Arizona.",0.993716299533844,0.054018158465623856,0.00034563374356366694,0.0003688242577482015,0.0003628270933404565,0.00044106031418778,0.000414070877013728
Is dicksonia antarctica similar or dissimilar to this plant?,Similar,['similar'],[],1,"Dicksonia fibrosa, the golden tree fern, whekī-ponga or kuripaka (in Māori) is a species of medium-sized tree fern native to New Zealand. D. fibrosa has a thick, soft and fibrous rusty brown trunk. It holds on to its dead leaves producing a distinctive pale brown skirt, distinguishing it from the related Dicksonia squarrosa. A slow-growing plant, similar to Dicksonia antarctica, D. fibrosa can reach a height of 6 metres (20 ft). It requires winter protection in any area that is subject to winter frosts. It has gained the Royal Horticultural Society's Award of Garden Merit.",0.9675248861312866,0.9856181740760803,0.35473108291625977,0.9500466585159302,0.9726135730743408,0.9407703280448914,0.5258398652076721
Where are the popular cultivars of this plant located?,In temperate regions,['China'],[],0,"Viburnum plicatum is a popular ornamental plant, both in its native area and elsewhere in temperate regions. Some of the more popular cultivars are selected for having all of their flowers large and sterile with few or no fertile flowers; their flowerheads resemble a snowball, giving them the popular name Japanese snowball bush. Cultivars of this type include 'Grandiflorum' and 'Rotundifolium'.",0.9527356624603271,0.0012555232970044017,0.0010198695817962289,0.00979458075016737,0.0010870984988287091,0.0002506568853277713,0.0008418408688157797
Does this plant occur in the western and central mediterranean?,"No, it does not occur in the western and central Mediterranean.",['occurs'],[],0,"It is found in western, central and southern Europe. In western Europe, it is missing in many parts of Scotland and the western part of Ireland. In central Europe it is missing on the German North Sea coast, in Denmark, the entirety of Fennoscandia wooded, the northern Baltic countries and the central and northern Russia. The species also does not occur on many islands of the Mediterranean. In North Africa, it is found in Morocco. Further east, its range extends into northern Iraq, Turkey and Armenia.",0.762370228767395,0.0008433258626610041,0.00023033402976579964,0.0003001890145242214,0.0003340788243804127,0.00024883646983653307,0.00041325483471155167
