question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_evqa_bm25_base_no_context,llava_evqa_bm25_base_with_context,llava_evqa_bm25_no_p_prime,llava_evqa_bm25_no_p_q_i,llava_evqa_bm25_no_p_q_c,llava_evqa_bm25_no_p_q
What grew around this monument to represent the mountain it was meant to represent?,Pine tree,['plants'],[],0,"The monument is in the form of a sarcophagus made of black granite from Jablanica. The sarcophagus in surrounded by caryatids representing all the peoples of the Kingdom of Yugoslavia. They represent Bosnian, Montenegrin, Dalmatian, Croatian, Slovenian, Vojvodina’s, Serbian and South Serbian women. The top of the sarcophagus is marked with an inscription reading ""Alexander I King of Yugoslavia to the Unknown Hero"". The monument is 14.5 metres (48 ft) high, and 36 metres (118 ft) in length, while the stairs from the approaching side are 93 metres (305 ft) long. The tomb with the remains of the unknown hero is located in the crypt (underground room) in the base of the monument. The tomb is marked only by the date ""1912-1918"", the duration of the Balkan Wars and World War I. There is also a deeper symbolism of the complex. The monument is placed on the five-step pyramid, which symbolizes five centuries of Ottoman occupation of Serbia. Caryatids actually represent mothers of the fallen soldiers, who are keeping the peace and sanctity of the burial place. The monument is also one of the rare such venues which is located outside of the town center. King Alexander wanted to transform the top of the Avala into the replica of the Kajmakčalan mountain which gained almost mythical importance after the 1916 Battle of Kaymakchalan between Serbia and Bulgaria, and was euphemistically called ""Gate of the Homeland"" or the ""Altar of the Motherland"". The monument was to represent the relocated commemorative chapel from Kajmakčalan and even plants which grow on that mountain, or resemble it, were planted around the monument. During the 1934-1938 period when the monument was built, the surrounding area was also forested with the specific species of conifers. They were specifically ordered from the botanical garden in Munich, Germany. A certain number of trees was donated to Yugoslavia personally by Adolf Hitler.",0.38895535469055176,0.006170027423650026,0.08841565251350403,0.08986608684062958,0.05127750709652901,0.07477406412363052,0.04264160618185997
What was the tunnel at this race track intended to serve as the main entrance to?,Race track,['the paddock'],[],0,"To the south-east of the station is Farnworth Tunnel, which had two single-track bores, although when built it had one double-track bore. Originally there was intended to be a cutting, but a tunnel was substituted. This was dug from both ends and also from a shaft at the centre; the main difficulty in construction being the nature of the ground, which consisted of wet sand and clay. It is 295 yards (270 m) long, although Network Rail has erected tunnel entrance nameboards that incorrectly read 294 yds. The Lancashire and Yorkshire Railway (L&YR) route north from Blackburn to Hellifield was completed on 1 June 1880, and the Midland Railway (MR) proposed to use this route for a through service between Manchester Victoria and Scotland. The MR intended to use Pullman cars, which were larger than the L&YR coaches, and it was found that some of the tunnels on the route were too small and would need to be enlarged. Among these was Farnworth tunnel, which was also in need of extensive repairs; so instead of enlarging it, it was decided to build a second tunnel alongside, to the south-west of the original. The new down (northbound) single-line tunnel was commenced on 26 April 1880 and brought into use on 5 December that year, although Parliamentary approval for its construction had not been obtained: it was applied for in February 1881 and granted retrospectively (as part of the Lancashire and Yorkshire Railway Act 1881, 44 & 45 Vic chapter 135) on 18 July that year. Once it was in use, the two tracks through the original tunnel were replaced by a single track along the centre; the tunnel lining was repaired and thickened, and this tunnel then formed the up (southbound) single-line tunnel. As part of the electrification scheme of the 2010s, the original tunnel has been enlarged to allow sufficient clearance for the overhead wires and for both lines to be routed through it once again. During this period, the 1880 bore was initially retained to permit a limited diesel service ",0.8134652972221375,0.06692973524332047,0.006148535758256912,0.01856793649494648,0.02939767763018608,0.03632238879799843,0.030407676473259926
How is this plant distributed along Chesil Beach in Dorset?,Dense,['extensively'],[],0,"Chesil Beach (also known as Chesil Bank) in Dorset, England is one of three major shingle beach structures in Britain. Its name is derived from the Old English ceosel or cisel, meaning ""gravel"" or ""shingle"".  It runs for a length of 29 kilometres (18 mi) from West Bay to the Isle of Portland and in places is up to 15 metres (50 ft) high and 200 metres (660 ft) wide. Behind the beach is the Fleet, a shallow tidal lagoon. Both are part of the Jurassic Coast and a UNESCO World Heritage Site, and together form an SSSI and Ramsar Site. The beach is often identified as a tombolo, although research into the geomorphology of the area has revealed that it is in fact a barrier beach which has ""rolled"" landwards, joining the mainland with the Isle of Portland and giving the appearance of a tombolo. The beach curves sharply at the eastern end, near the village of Chiswell, and forms Chesil Cove against the cliffs of the Isle of Portland, and this protects the low-lying village from flooding. It has been the scene of many shipwrecks and was named ""Dead Man's Bay"" by Thomas Hardy.  The beach provides shelter from the prevailing winds and waves for the town of Weymouth, Dorset and the village of Chiswell on Portland. Simon Jenkins rates the view of Chesil Beach from Abbotsbury along the coast to Portland Bill as one of the top ten in England.",0.32385024428367615,0.004306855145841837,0.01306112576276064,0.009143983945250511,0.03572573885321617,0.012491910718381405,0.012782375328242779
What have the leaves of this plant been used for?,Medicine,['decorative floral arrangements'],[],0,"Parts of this plant have been used as a traditional medicine. A small quantity was used in a preparation for treating colds and inflammation of the throat, an infusion of the leaves as a soporific, and other parts combined as a topical treatment. An indigenous name for the plant, Tarrtjan translated as ""Goldfields"", a region in the West where it is found. Compounds such as verbascoside present in the leaves of this species have been shown to have both antibacterial properties and the ability to dilate blood vessels.",0.804542064666748,0.01914898306131363,0.03509790450334549,0.005523881409317255,0.03447090834379196,0.02025788091123104,0.022092517465353012
When will constant 101: the future can be humane be at this museum?,2022,['2022'],[],1,"Guggenheim Collection to the Cobra Museum of Modern Art (2014) Miró & CoBrA, experimental play (2016) Le Corbusier's fourth dimension (2017) Eugène Brands: From living room to universe (2018) An indomitable force: The child as a source of inspiration New Nuances: Female artists in and around Cobra (2019) This is Surrealism! The Boijmans Masterpieces (2020) Under the Skin: The Life and Work of Claude Cahun (2020) Frida Kahlo & Diego Rivera: A Love Revolution (2021) Constant 101: The future can be humane (2022)",0.6980196833610535,0.45052123069763184,0.23905815184116364,0.45578911900520325,0.7567095756530762,0.5366162657737732,0.55929034948349
What are this bird famous for?,Sing,['their song repertoires'],[],0,"The Sudan golden sparrow (Passer luteus) is a small species of bird in the sparrow family found in sub-Saharan Africa. It is a famous cage bird, and in aviculture, it is known as the golden song sparrow. The Arabian golden sparrow and this species are sometimes considered one species, as the ""golden sparrow.""",0.3507046103477478,0.0038679391145706177,0.008233449421823025,0.019075941294431686,0.03137555345892906,0.1501956582069397,0.03929850831627846
Brass rings are used for what purpose on the columns of the hajat portico of this mosque?,Decoration,['decorative'],[],0,"The portico is located on the north-western façade and is of traditional shape, which is found in classical and monumental buildings of this type. If there is not enough space in the praying hall or when one arrives late, the portico is used for the namaz prayer. The portico is also used for prayer rituals. It is covered with three small domes covered with lead. It can be entered from the outside, and the prayer hall can be entered through the portico. The middle part of the vestibule splits it into two areas which serve as an entry into the prayer hall. The floor used to be covered with hexagonal terracotta slabs, and it serves as a podium and a base for the column arcades. The portico’s columns do not have bases but they are made of three parts of the massive stones. The decorative elements of these columns are brass rings.",0.9006098508834839,0.6310276985168457,0.46115773916244507,0.3719108998775482,0.5661875009536743,0.5950649380683899,0.616877555847168
When was this port authority established?,2005,"['February 13, 1997']",[],0,"On 19 February 1706, Anne, Queen of Great Britain granted Free Port status to Gibraltar. In the early 18th century, Gibraltar was principally a garrison where commerce was negligible. Following the 1805 Battle of Trafalgar, Gibraltar was established as a port for international trade. The government-administered Gibraltar Port Authority was founded in 1806. In 1823, the first steamship appeared in the Gibraltar Port which gradually evolved into a bunkering port. The independent Gibraltar Port Authority was established in 2005 by the Gibraltar Port Authority Act. The Act of Parliament also provided for the transfer of some responsibilities from the Government of Gibraltar to the Authority. Members of the Authority were appointed, effective 1 June 2006. In 2005/2006, GPA's total revenue was £583,900, and its total expenditure £519,816.59. In July 2016, the GPA offloaded Tomahawk missiles, Spearfish torpedoes and Harpoon anti-ship missiles from a British nuclear-powered submarine that was damaged after colliding with a merchant vessel in the port of Gibraltar. The British authorities did not provide extensive information on this operation, which created tension with Spanish authorities. In August 2016, the GPA signed a deal with Shell to study the implementation of LNG bunkering infrastructures in the port. In February 2017, the GPA impounded the super yacht (A (sailing yacht)) of Russian billionaire Andrey Melnichenko. In March 2017, the GPA expressed its concerns regarding the Brexit because its fuel reserves are located in the port of Algeciras, the Spanish coastal city facing Gibraltar.",0.08657100051641464,0.012775270268321037,0.024562746286392212,0.01610090211033821,0.13092857599258423,0.06010206788778305,0.016685469076037407
What do dives by this bird usually only result in small of?,Fish,['items'],[],0,"A top predator in the pelagic zone of some subarctic lakes, this bird feeds on fish and sometimes insects, molluscs, crustaceans, and plant matter. The black-throated loon usually forages by itself or in pairs, rarely feeding in groups with multiple species. It dives from the water, at depths of no more than 5 metres (16 ft). Just before diving, this loon stretches and holds up its neck until it is erect and at full length. It usually jumps slightly upwards before diving. These dives are frequent, with an average of about 1.6 dives per minute. Most dives, about 80% of them, are successful, and those that are successful are usually shorter than those that are unsuccessful, with an average of 17 seconds for each successful dive, and 27 seconds for each unsuccessful dive. These dives usually only result in small items, and those that yield larger pieces of food are usually more than 40 seconds, where this bird catches quick-swimming fish. When it is breeding, the adult usually feeds away from the nest, foraging either at the opposite end of the breeding or at lakes near the breeding lake. When foraging for newly hatched chicks, the adult forages in the lake where the nest is or in nearby lakes, returning after a prey item has been caught. When the chicks are older, they usually accompany both of the parents, swimming a few metres behind them. The strategy that predominates immediately after hatching is generally still employed when the chicks are older, but at a reduced rate. The chicks are fed only one item of prey at a time. The young are also able to capture food themselves at least 36 days after hatching, although they are still fed daily up until about 70 days of age. The diet of black-throated loon chicks varies, the prey in the breeding lake being a major factor. For the first eight days, chicks are usually fed three-spined sticklebacks and common minnows if they are found in the breeding lake. If they are not present, then the chicks are brought up mainly on sm",0.8294901251792908,0.19347697496414185,0.43981900811195374,0.3543543815612793,0.5709581971168518,0.5506696105003357,0.4040720760822296
During what season does the fruit of this tree stay attached to the tree?,Summer,['winter'],[],0,"The name of this tree and fruit comes from the indigenous phrase y-mb-u, which means tree that gives drink. The productive cycle of this wild, spontaneously growing tree begins after ten years of growth. It bears fruit once a year and can produce up to 300 kilos of fruit in a single harvest when it reaches maturity. Due to its robust root system, a great network of tubers that can store liquid throughout the dry summer season, the imbu tree can hold up to 3,000 liters of water during the dry months.",0.9212034940719604,0.45015573501586914,0.39405032992362976,0.09080006927251816,0.6489728689193726,0.5878873467445374,0.19586798548698425
How many millimeters high is the flower spike on this plant?,3,['60–250'],[],0,"Stillingia linearifolia is a perennial herb producing a clump of slender, branching, erect stems approaching 70 centimeters in height. The alternately arranged leaves are linear and narrow, reaching 4 centimeters in length but less than 2 millimeters in width. The inflorescence is an erect spike of flowers a few centimeters long. The plant is monoecious, and each spike has several male flowers at the tip and a few fruit-bearing female flowers below these. Neither type of flower has petals. The ovary of the female flower develops into a three-lobed greenish capsule 3 to 4 millimeters wide. There is a tiny black seed in each of the three chambers of the fruit.",0.19183914363384247,0.002650747774168849,0.0011761945206671953,0.0010859903413802385,0.0039203776977956295,0.0035461848601698875,0.002156315604224801
What kind of medicine is this plant used for?,Toothache,['herbal'],[],0,The bulb is edible both cooked and raw. The Cherokee were known to chew this plant as medicine for toothaches; it is unknown what parts of plant they chewed. This plant is sometimes used in native wildflower gardens throughout its range.,0.9474673867225647,0.011785843409597874,0.5638377666473389,0.5446479916572571,0.5616719722747803,0.3873467445373535,0.04536958411335945
"Outside of meadows and light woods, where does this plant prefer to grow?",Swamp,['clearings or scrubland'],[],0,"C. baileyi is an obligate wetland plant which will grow exclusively in wetland areas such as swamps and wet woods. It also occurs in sedge meadows, stream shores, and ditches. It tends to prefer growing from acidic soils",0.8402684926986694,0.018740739673376083,0.03857870399951935,0.010016351006925106,0.04141957685351372,0.31916287541389465,0.02008945867419243
What does this bird eat besides caterpillars?,Ants,['spiders and seeds'],[],0,"Spotted antbirds are known to follow army ant swarms to catch insects and other small animals trying to flee. They eat spiders, scorpions, cockroaches, katydids, crickets, centipedes, sowbugs, moths, beetles, caterpillars, ants, bristletails and, on occasion, lizards and frogs. This bird is an open-cup nesting species that lays an average clutch of 2 maroon-splotched white eggs, which both adults incubate. The nestling period is 11 days.",0.24303145706653595,0.037331078201532364,0.021011503413319588,0.019489461556077003,0.07682802528142929,0.06138424575328827,0.020561885088682175
What did yitzhak melamed request to create while visiting this synagogue?,Film,['a film'],[],0,"In November 2021 Yitzhak Melamed, professor of philosophy at Johns Hopkins University and the Hebrew University of Jerusalem and a world renowned expert on Baruch Spinoza, requested to visit the synagogue to film Melamed conducting research in the library’s archives. Serfaty banned Melamed from visiting the community’s synagogue and library due to his research of the “heretic.” Responding to the professor in a letter, Serfaty not only forbade Melamed to film in the building but declared the professor a person non-grata, essentially even denying Melamed to participate in prayer services in the Esnoga. ""The chachamim and parnassim of Kahal Kados Torah excommunicated Spinoza and his writings with the severest possible ban, a ban that remains in force and cannot be rescinded. You have devoted your life to the study of Spinoza’s banned works and the development of his ideas,” Serfaty writes. ""Your request to visit our complex and create a film about this Epicouros [heretic]… is incompatible with our centuries-old halachic, historic and ethical tradition and an unacceptable assault on our identity and heritage,” Serfaty adds. Serfaty concludes the letter by barring Melamed entirely from the Esnoga synagogue. “I therefore deny your request and declare you persona non grata in the Portuguese Synagogue complex,” he writes. Pinchas Toledano, the Hakham-Emeritus (Chief Rabbi-Emeritus) of the Esnoga and the former Chief Rabbi of the Beth Din in The Netherlands stands behind Serfaty. In a letter to Melamed, Toledano writes: ""I hereby inform you that ten professors from all over the world, including Israel, came to a symposium on December 6, 2015. The Spinoza case has been widely discussed. Myself, as the Chacham of the congregation, gave a lecture on the subject and the conclusion was that the cherem (ban, ed.) imposed on him by our previous rabbis must be maintained. In light of the above, there is no opportunity to discuss Spinoza with you in our complex.” On November 30, 2021",0.9767637252807617,0.5495137572288513,0.7417099475860596,0.5404338240623474,0.4016056954860687,0.5775997042655945,0.531130850315094
What kind of wreath is on this memorial?,Rose,['Laurel'],[],0,"The James Sangster Memorial is constructed of sandstone and stands 4.5 metres (15 ft) high. It sits on the Downs Street boundary of Brown's Park, flanked by boundary tree plantings to each side and the rest of the park behind it. It acts as a closure to views east along Canning Lane. The memorial is capped by a broken obelisk, symbolising a life cut short with its floral wreath motifs symbolising remembrance of the dead. The stepped base on which the memorial fountain stands is relatively plain. Above this base the pedestal carries the bowl at the front, with a column recessed into each corner. Above this is a heavy projecting label mould, which at the front, receives the shaped top of the dedication plaque and on the other three sides bears a laurel wreath. Above the plaque is a wreath, carved chiefly of roses. Dropping from the centre of the broken obelisk is another wreath and under this there is a floral motif located on each face.  The dedication on the replacement plaque reads: Erected by public subscription in memory of Constable James Sangster who lost his life in a gallant attempt at rescue in the flood waters of the Brisbane River 5 February 1893",0.3234582841396332,0.0171065516769886,0.004612106364220381,0.004197135102003813,0.03800489380955696,0.029164234176278114,0.008404223248362541
What kind of fields can you find this plant in?,Garden,['old'],[],0,"The scope of wh-questions in Mandarin is also subject to other conditions depending on the kind of wh-phrase involved. The following example can translate into two meanings: Ni You xiang want zhidao know shei who maile buy-PAST shenme what 'What is the thing x such that you wonder who bought x?'  'Who is the person x such that you wonder what x bought?' This example illustrates the way certain wh-words such as ""who"" and ""what"" can freely obtain matrix scope in Mandarin.",0.5894675850868225,0.02355343848466873,0.03661675378680229,0.0016111525474116206,0.02032090350985527,0.012595174834132195,0.012643245980143547
Is this plant a part or separate from the western sonoran desert complex?,Yes,['part'],[],0,"Olneya tesota is a perennial flowering tree of the family Fabaceae, legumes (peas, beans, etc.), which is commonly known as ironwood, desert ironwood, or palo fierro in Spanish. It is the only species in the monotypic genus Olneya. This tree is part of the western Sonoran Desert complex in the Southwestern United States.",0.9564334154129028,0.0018233454320579767,0.0017077941447496414,0.00490196468308568,0.024284377694129944,0.00576358987018466,0.006057978607714176
What did Shizuko Yamamura predict would happen to this mountain?,Erupt,['erupt'],[],1,"Japanese horror filmmakers of Yogen and Ringu reportedly used Mifune as the inspiration behind the character Shizuko Yamamura, the mother of Ringu antagonist Sadako Yamamura.",0.5441922545433044,0.030349968001246452,0.045913342386484146,0.015461012721061707,0.026851676404476166,0.09470120817422867,0.018155265599489212
What color are the flowers of this plant?,Yellow,['yellow'],[],1,"Leaves of this plant are narrowly lance-shaped, thick and bluish green in color (see picture below). The average leaf size is 30 cm (12 in) long and 4 cm (1.6 in) across.  The leaves retain their color throughout spring, summer and autumn.  The leaves are in a whorled arrangement around the stem. Stems are also thick and are green in color, mixed with shades of purple. The most noticeable characteristic of the plant is its flower arrangement. Veltheimia capensis produces rosettes that are arranged in a raceme inflorescence that ultimately resembles a pendent-like shape. Individual flowers are tubular in shape and average 2–3 cm (~1in) in length. The flowers vary from white with red spots to pink with green or red markings.  The plant generally flowers in spring and early summer.",0.9663501381874084,0.31711381673812866,0.6763952374458313,0.28892311453819275,0.287920206785202,0.6118835806846619,0.664219856262207
What ceased at this mine during world war ii?,Mining,['Production'],[],0,"Jack Sheddon discovered silver in what would become the Solitaire Mine in 1882.  Originally called Percha City, Kingston was surveyed the same year and soon had a population of 1800.  Lillian Russell once performed here. The Depression of 1893 curtailed mining activities in the area, though there was a brief resurgence during World War II.  By 1952 however, most production had ceased.",0.9388797283172607,0.4521576762199402,0.47061610221862793,0.15692105889320374,0.35688912868499756,0.3632080554962158,0.5615484118461609
What do nurseries do with this plant for its drought tolerance?,Water it less,['cultivated'],[],0,Dendromecon rigida is cultivated as an ornamental plant by specialty plant nurseries. It is used in native plant and drought tolerant gardens and natural landscaping. This poppy prefers fast draining soils but will grow well in clay soil if there is little to no water after it is established.  It has a pH tolerance from 6 to 8 and a rainfall tolerance of 31 to 90 cm. This bush also prefers to be in full sun.,0.03239298611879349,0.001743736327625811,0.026448983699083328,0.007522511295974255,0.08091491460800171,0.02828778512775898,0.03166376054286957
The nominate variety of this plant is distributed from california to what other country?,Mexico,['Mexico'],[],1,"The nominate variety. The inflorescence is glabrous (lacking hair). This variety is distributed across the San Gabriel and San Bernardino Mountains, and the Peninsular Ranges from California to Mexico, reaching its southern distribution at northwest the foothills of the Sierra de San Pedro Martir in Baja California. Penstemon spectabilis var. subinteger (D.D. Keck) C.C. Freeman A variety endemic to Baja California, commonly known as the Peninsular showy beardtongue, found from the vicinity of San Telmo and San Quintin south to the Bahia de Los Angeles. Penstemon spectabilis var. subvicosus (D.D. Keck) McMinn This variety has a glandular inflorescence. Native to the Transverse Ranges of California.",0.9821155071258545,0.5024393796920776,0.7426570057868958,0.6536267399787903,0.7715842127799988,0.906497597694397,0.603229284286499
Which facade of this synagogue features moorish arches and stained glass windows?,North,['north facade'],[],0,"Although the brownstone exterior is ""the finest extant example of the Moorish Revival style in New York City"", the plan of the interior is Gothic in nature. The exterior is dominated by two octagonal towers topped by globular domes, as well as by the rose window of geometric design. A small row of arches just below the cornice, at the roof line, adds to the richness of the facade. The north facade, on East 55th Street, features six stained-glass windows framed by Moorish arches. The interior is ""stenciled with rich blues, earthy reds, ocher, and gilt – Moorish, but distinctly 19th century American.""",0.3135681450366974,0.14543955028057098,0.22114475071430206,0.17259293794631958,0.23313407599925995,0.11154268682003021,0.35470378398895264
"Along with miletian, greek-macedonian, seleucid, parthian, roman, sasanid, byzantine, arabic and armenian coins, coins from what other culture are in this museum?",Persian,['Seljuk'],[],0,"A large collection of 3rd to 2nd millennia BC bronze items. The historical-cultural heritage of Urartu, consisting of cuneiform inscriptions, bronze statuettes, wall-paintings, painted ceramics, arms, and weapons with sculptural ornamentation, excavated from Karmir Blur, Arin-Berd, and Argishtikhinili. The cuneiform inscription of 782 BC about the foundation of the city of Erebuni (Yerevan), by the Urartian king Argishti I. A collection of objects reflecting the history of transport. 15th-14th century BC wooden carts and chariots, excavated from Lchashen along with miniature models in bronze. A collection of Miletian, Greek-Macedonian, Seleucid, Parthian, Roman, Sasanid, Byzantine, Arabic, and Seljuk gold, silver, and copper coins which have circulated in Armenia. A collection of Armenian coins, issued in Tsopk; Minor Hayk (3rd century BC – 150 BC); coins of the Armenian Artaxiad dynasty (189 BC – 6 AD); of the Kiurike kingdom (11th century); and Armenian kingdom of Cilicia (1080-1375). Finds from the archaeological sites of Garni, Artashat, and Oshakan, specific to the transformation of Hellenistic culture in Armenia Finds excavated from the cities of Dvin, Ani, and the fortress of Amberd, reflecting 4th-5th-century Christian culture.",0.3108122646808624,0.07691290229558945,0.00556142395362258,0.04644380509853363,0.03390052169561386,0.04181879758834839,0.08670157194137573
On what part of this insect is there a blackish patch from the costal vein across the end of the cell?,Forewings,['Hind-wing'],[],0,"Its wingspan is about 88 mm. Adults exhibit strong sexual dimorphism. In both sexes there is usually a pale cream to white bar at the costa on the forewings, with a small pale patch in the centre of the wing. They have been reported feeding on the juices of tropical fruit. Male with vein 3 running to the functional apex of hindwing. The costal fold obsolete, and the small patch with gland. Male with veins 4 to 8 of hindwings moderately developed in the aborted costal area. Body rich blackish brown. Forewings with a whorl-shaped black mark beyond end of cell, bilobed and expanding at head, where it is outlined with blue. An oblique yellow bar runs from costa near apex, and very few show reaching outer margin. Female has brown body with black stria. Forewings with white oblique bar. Both wings with traces of postmedial band of whitish marks and white spot on forewing above vein 3.",0.048289842903614044,0.2002556473016739,0.009388526901602745,0.013213317841291428,0.23971977829933167,0.013843036256730556,0.032735712826251984
Which parts of this bird are blue?,Wing,['wings and tail'],[],0,"Traditionally, school buses such as those produced by Blue Bird consist of components purchased from various outside suppliers and parts which are manufactured in-house to the company's specifications. These two categories of parts are then typically assembled into bodies which can be mounted onto chassis which have often been variations of those used in a myriad of truck applications. Alongside its role of vehicle assembly, the Blue Bird facility in Fort Valley, Georgia, also manufactured parts used for all company facilities to produce vehicles. Blue Bird Wanderlodges were manufactured in an adjacent facility in Fort Valley, including Wanderlodge Wayside Park, a tree-shaded motor home park to accommodate Wanderlodges visiting for service. Blue Bird currently operates its Fort Valley manufacturing facility as its sole point of assembly; Micro Birds are assembled in the Girardin factory in Drummondville, Quebec, Canada. In the past, the company held four factories (and the Wanderlodge factory) in the United States, two facilities in Canada (separate from Girardin), one in Mexico, and one in Guatemala. In the 1980s, Blue Bird exited production in South America; during the 2000s, the company gradually wound down its number of factories as the company centralized production and consolidated its model lines to school buses and their derivatives. In 2010, Blue Bird North Georgia (LaFayette, Georgia) was closed.",0.3546183705329895,0.017665965482592583,0.007780090905725956,0.0064156618900597095,0.019978992640972137,0.008717427030205727,0.007608638145029545
What does this plant have many of?,Flowers,['names'],[],0,"This plant does not have the immediately recognizable sharply pointed leaflets on its fronds that many other ferns have. Its leaves bear rounded or oval-shaped segments widely spaced along the rachis. Each segment may curl under along its edges. The leaves are green when new, then turn red, purplish, or brown. Some individuals of this species are diploid and reproduce sexually, while some are triploid or tetraploid and reproduce by apogamy (growth of a plant from a gamete without fertilization).",0.4855576753616333,0.026429446414113045,0.6862223744392395,0.1252789944410324,0.1119379773736,0.3699844181537628,0.05812051147222519
What color is the lantern on this lighthouse?,White,['white'],[],1,"In 1882 the first lighthouse was lit. This was placed on top of a keepers house made of wood. The lantern came from the deactivated lighthouse on Korsö. The light was a kerosene lamp. In 1931 the now standing tower was built and both the lantern and keepers house removed. The new tower first ran on acetylene gas, and later was electrified. In 1992 solar power was installed to the lighthouse. It is owned and remote-controlled by the Swedish Maritime Administration.",0.8919921517372131,0.24755263328552246,0.265917032957077,0.06642867624759674,0.13382473587989807,0.4185079336166382,0.20616298913955688
What color are the leaves on the blade of this plant?,Green,['dark green'],[],0,"It is a woody perennial bush-like tree 1–5 meters in height.  Its stems are erect and covered in small hairs called trichomes. Its oblong, leathery, blueish-green leaves lack distinct petioles and are blunt or notched at their tips. The leaves are 3-15 long by 2-7 centimeters wide. Its flowers are solitary on 3 centimeter long peduncles. The outer petals of the flowers are orange. Its berry-fruit are golden yellow to orange with white flesh and black seeds. It has a medium to dark mauve fruit coat color with an uneven, rough outer surface. The simple green leaves are attached to the petiole. The single leaf has an oval shape, smooth margin and rounded blade tip. The leaf phyllotaxy is alternately attached along the stems of the plant. This is called alternate arrangement as the stems grow staggered at different heights from each other. The venation in the leaf blade is pinnate. It has a single midrib and secondary veins branching off the midvein.",0.9755017757415771,0.1651456356048584,0.41948527097702026,0.12221695482730865,0.31124210357666016,0.4538787007331848,0.3436641991138458
How many kilometers is this temple from kota gullu?,10,['6'],[],0,"""Kota Gullu Temple"". www.my-telugu.com. Archived from the original on 21 September 2016.  ""Ghanpur Kota Gullu Group Of Temples Travel Guide"". www.trodly.com. Archived from the original on 14 August 2016.  ""Ghanpur Temple (ఘన్పూర్ దేవాలయము) Kota Gullu"". 2 December 2011. ""Kotagullu | Jayashankar Bhupalpally District | India"". Retrieved 25 November 2020.",0.06448598206043243,0.0031794747337698936,0.0022458513267338276,0.0036351352464407682,0.015277151018381119,0.011303063482046127,0.01095281820744276
What type of building is this stadium?,Sports,['stadium'],[],0,"Andi Mattalatta Stadium was a multi-purpose stadium in Makassar, South Sulawesi, Indonesia.  It was used mostly for football matches. The stadium held 15,000 people and was the home stadium of PSM Makassar. This stadium was the center of the event National Sports Week the 4th in 1957. The stadium was inaugurated for use on July 6, 1957 or two months before the opening of National Sports Week the 4th in 1957 in Makassar. Historically, this stadium was located on or very near to the Japanese POW camp during World War II. On 21 October 2020, this stadium started to enter renovation. The first stage was the demolition of the building structure. The process of dismantling the building structure was symbolically marked by the Governor of South Sulawesi, Nurdin Abdullah, using an excavator type heavy equipment vehicle in front of the VIP North entrance. The plan was that the process of renovating the Andi Mattalatta Stadium will take until early 2022. This stadium will later be renovated into an international standard stadium.",0.7332316637039185,0.05204695090651512,0.10666101425886154,0.03904388099908829,0.12508809566497803,0.04630833491683006,0.11332930624485016
What kind of gum comes from the trunk of this tree?,Gum-lac,['edible'],[],0,"Poomala's name comes from the Poovam tree (also called Ceylon oak or Gum-lac tree), which was plentiful here in the past. Residents here also claim that this name comes from 'poovan pazham' (A type of banana) which was grown in large amounts.",0.4036554992198944,0.00799271184951067,0.023352820426225662,0.001818181248381734,0.02662203088402748,0.009821399115025997,0.007035194430500269
How are the leaves of this plant divided?,Parsley,['into three leaflets'],[],0,"Cymopterus globosus is a species of flowering plant in the carrot family known by the common name globe springparsley. This plant is native to the sandy flats extending between eastern California and Utah in the western United States. It is a low, stemless plant with leaves parallel to or lying flat on the ground. The green-gray parsley-shaped leaves are divided into several leaflets, which are further divided into neatly pointed segments. One or more tall purple or red-brown peduncles hold an inflorescence which is a spherical umbel densely packed with white or pinkish-purple flowers. They may be held in pairs atop the peduncle, and are often heavy enough to bend the peduncle to the ground.",0.17089490592479706,0.004532655235379934,0.004622270818799734,0.002985199447721243,0.13036315143108368,0.025299254804849625,0.015347677282989025
Where is the nectar spur located on the flower of this flower?,Petal,['at the rear'],[],0,"A nectar spur is a hollow extension of a part of a flower. The spur may arise from various parts of the flower: the sepals, petals, or hypanthium, and often contain tissues that secrete nectar (nectaries). Nectar spurs are present in many clades across the angiosperms, and are often cited as an example of convergent evolution.",0.12406253069639206,0.006258154287934303,0.011225908994674683,0.00765654444694519,0.054819922894239426,0.027001677080988884,0.005351056810468435
Where are the spines located on this plant?,On top,['at each areole'],[],0,"Ferocactus have very shallow root systems and are easily uprooted during flash floods. The ""fishhook"" spines and the armored web of spines enclosing the cactus body in many species of this genus are adaptations which allow the plant to move to more favorable locations. The seeds germinate in areas where water movement occurs or in areas where standing water accumulates for some period of time, and during flash floods, the hooked spines allow the plants to be caught on waterborne debris, uprooted and carried to areas where water tends to accumulate.",0.08771402388811111,0.001574547728523612,0.0018020973075181246,0.0033195537980645895,0.006178447511047125,0.009449885226786137,0.0038602305576205254
