question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,qwen_evqa_rerank_base_no_context,qwen_evqa_rerank_base_with_context,qwen_evqa_rerank_no_p_prime,qwen_evqa_rerank_no_p_q_i,qwen_evqa_rerank_no_p_q_c,qwen_evqa_rerank_no_p_q
"Along with gauteng and the cape, in what south african province might one find this bird?",Free State,['Kwa-Zulu Natal'],[],0,"The butterfly is found throughout the fynbos bio-region of South Africa, besides parts of the Nama Karoo and grassland areas in the Western and Northern Cape, Free State and Gauteng provinces of South Africa. It occurs fairly commonly along the mountain ranges of the Great Escarpment and Eastern Highlands, which includes parts of the Western and Eastern Cape, Lesotho, KwaZulu-Natal, Eswatini, Mpumalanga, Limpopo, and eastern Zimbabwe.",0.9387907385826111,0.2254447489976883,0.6926135420799255,0.41843321919441223,0.6343051195144653,0.5396653413772583,0.5335435271263123
Who named this plant?,Charles Wright,['Fulgenzio Vitman'],[],0,"This plant was named after Charles Wright, who was an American botanist and collector. In 1853 and 1856 Wright participated in a surveying expedition and discovered Halodule wrightii. Some publications cite US specimens by the synonym, Halodule beaudettei, but the two names represent the same species.",0.9915146827697754,0.4202447533607483,0.2545745372772217,0.2833240032196045,0.1656801998615265,0.5579062700271606,0.3586958944797516
"Along with the great east window, what was the only part of this church to survive the dissolution?",The stained glass in the east window.,['the gatehouses'],[],0,"St Michael-le-Belfrey is included here for completeness, as, strictly speaking, this is not a medieval church. The original church was completely demolished and rebuilt between 1525 and 1536, and the only part of the building surviving from the old church is the fourteenth-century stained glass in the east window.",0.9885489344596863,0.004547104239463806,0.0005123699666000903,0.0004439273616299033,0.0006188395782373846,0.00048326043179258704,0.0009011662914417684
"In addition to orchestra concerts, what type of entertainment did this pier offer?",Live theatre performances,['respectable comedians'],[],0,"In the late 19th and early 20th centuries, the developers of St Anne's were keen to attract a more refined market than Blackpool's working-class excursionists. The pier was originally intended to provide little more than a sedate promenading facility for the resort's visitors; initially the only other attractions were a band kiosk and a sweet shop. The pier's Floral Hall hosted concerts and music hall acts. Its first resident orchestra was Miss Kate Erl and Her Ladies Orchestra. Subsequent conductors of the pier's orchestra were Clarice Dunnington, William Rees, Lionel Johns and Norman George. Artists who have performed on the pier include Gracie Fields, Leslie Henson, Russ Conway and George Formby. In 1954, an amusement arcade was added to the pier; this now occupies three quarters of the length of the structure. Alterations later that decade included the addition of a restaurant and replacement of the decking. By the 1970s the pier's amusements included crazy golf, a miniature zoo and live theatre performances.",0.9921541810035706,0.192238450050354,0.2638091742992401,0.004849600605666637,0.18174508213996887,0.27859482169151306,0.12928609549999237
How often is this plant found in dry washes?,Often,['commonly'],[],0,"The plant can be found in dry alkaline washes with limestone soils and on the limestone cliffs of narrow canyons. It is distributed throughout the western slopes of the Amargosa Range (the Funeral Mountains, Black Mountains, and Granite Mountains), in Titus Canyon in the Grapevine Mountains, and in the northern Panamint Range in Grotto and Mosaic Canyons.  Most populations are within Death Valley National Park, in Inyo County, California and Nye County, Nevada. This species is found in association with Creosote bush scrub (Larrea and Ambrosia), and is often found with Atriplex hymenelytra, Bahiopsis reticulata, Encelia farinosa or Encelia actoni, and Eucnide urens.",0.9535277485847473,0.3326394259929657,0.4733479917049408,0.35742801427841187,0.6467165350914001,0.33568304777145386,0.5504251718521118
Are the ray florets of this plant small or large?,None.,['large'],[],0,"The stems up to 100 cm (40 inches) tall and are produced from short rhizomes. The inflorescences are composed of a large number of small white flower heads, each with 5 disc florets but no ray florets. Plants can be highly variable due to hybridization.",0.5998738408088684,0.001008394523523748,0.00045630024396814406,0.0004023684305138886,0.0004987509455531836,0.0004629626346286386,0.001120988978073001
What is made of teak with stinkwood returns in this building?,Banisters,['Banisters'],[],1,"The façade of the building speaks of strong Neoclassical influence, with four pilasters, the inner ones topped by a pediment. It dates from slightly before 1793 and has been attributed to the French architect Louis Michel Thibault, although this attribution is unfounded. Linscheid argues that Koopmans-de Wet House has the only façade known to carry the proportions of the golden ratio through to every detail. Early Cape floors and beams were of Podocarpus wood, but by the time Thunberg visited the Cape (1772–1775) supplies were dwindling and inland stores such as Olifantsbosch and Grootvadersbosch were near exhaustion. Later additions to Cape houses typically have wood imported from Europe or the East Indies, Koopmans-de Wet House having many examples. The portal has a teak and plaster architrave, a shaped teak transom and projecting lantern. Banisters are of teak with stinkwood returns. The ceilings are of teak throughout.",0.9859863519668579,0.29197803139686584,0.8750309944152832,0.9401442408561707,0.7622389197349548,0.8087056279182434,0.6765563488006592
What color is the plumage of this bird?,Brownish-grey,['white'],[],0,This medium-sized bird has brownish-grey plumage with brown streaks and spots. The underparts are white and the legs are yellow and long. There is a white streak through the eye with a black upper border. The short beak has a black tip. The length is about 40 cm (16 in).,0.8989768028259277,0.12603360414505005,0.03353866562247276,0.00355880381539464,0.01499918568879366,0.038529038429260254,0.05535079166293144
When is this fortress open from 6:00 to 19:00?,May to October,['Winter season'],[],0,"In 1945, the stronghold together with the city became part of Poland. The Kłodzko Fortress, its current name, looks like it did 200 years ago with little changes, and it is one of the main tourist attractions of the city. Between May and October, it is open from 9:00 to 19:00 and in the winter, it is open from 9:00 to 16:00. From its top, there are views of the Kłodzko Valley. It is also possible to visit the cellars, with a labyrinth of underground corridors, excavated in the 19th century by prisoners of war. The stronghold’s complex covers an area of 17 hectares. Its lower walls are 11 meters thick, and the upper walls are around four meters. According to some sources, it is the largest and the best preserved fortress of its kind in Poland.",0.739323079586029,0.021752264350652695,0.05198584496974945,0.43469682335853577,0.1081843301653862,0.05117170512676239,0.34976881742477417
In whose name was this boat race inaugurated?,Jawaharlal Nehru,['Jawaharlal Nehru'],[],1,"This Boat race has its origin in the Kerala district Alappuzha and was inaugurated in 1952 by Prime Minister Jawaharlal Nehru. The winner was awarded a trophy in the name of Jawaharlal Nehru. In 2019, Nehru Trophy Boat Race was also made a part of the newly constituted CBL - Champions Boat League and Star Sports Network become its television broadcasting partner. The 2020 season of the league was dropped due to the COVID-19 pandemic.",0.9917206764221191,0.336100697517395,0.6422333717346191,0.46699729561805725,0.3391275703907013,0.5856890082359314,0.5961812138557434
What aspect of life does this market hope to improve for locals?,Employment,['quality'],[],0,Banks and supermarkets along with some restaurants make up the rest of the economy. The farmers market where small farmers and food vendors operate is also a source of employment for the locals.,0.9932001233100891,0.5433253049850464,0.6454063057899475,0.5658124685287476,0.5568663477897644,0.4365099370479584,0.6274276971817017
What does this herb have a high reputation for treating?,"Wounds, especially from iron implements.",['wounds'],[],0,"Most suitable for the cool aquarium or pond. Propagation from runners which form from the centre of the rosette of leaves. The herb has had a high reputation for treating wounds, especially when these are made by an iron implement. It is applied externally. The plant is also said to be of use in the treatment of St. Anthony's fire and also of bruised kidneys.",0.9879080653190613,0.010248036123812199,0.0004858835891354829,0.0005318152834661305,0.0006189732230268419,0.0005328051629476249,0.0009561308543197811
What did the indigenous inhabitants of igloolik island do with 73% of all eggs laid by this bird within the 10 km2 study site over two breeding seasons?,Collected them.,['collected'],[],0,"Used as a food source since prehistoric times, the red-throated loon is still hunted by indigenous peoples in some parts of the world today. Eggs as well as birds are taken, sometimes in significant numbers; during one study on northern Canada's Igloolik Island, 73% of all red-throated loon eggs laid within the 10 km² (3.9 mi²) study site over two breeding seasons were collected by indigenous inhabitants of the island. In some parts of Russia, red-throated loon skins were traditionally used to make caps and various clothing decorations, including collars. The species was also central to the creation mythologies of indigenous groups throughout the Holarctic. According to the myth—which varies only slightly between versions, despite the sometimes-vast distances that separated the groups who believed it—the loon was asked by a great shaman to bring up earth from the bottom of the sea. That earth was then used to build the world's dry land. As recently as the 1800s, the behaviour of the red-throated loon was used to forecast the weather; according to the conventional wisdom of the time, birds flying inland or giving short cries predicted good weather, while those flying out to sea or giving long, wailing cries predicted rain. In the Orkney and Shetland islands of Scotland, the species is still known as the ""rain goose"" in deference to its supposed weather-predicting capabilities. The people of the Faroe Islands believed that if the red-throated loon miaowed like a cat, then rain was imminent, while a call of gaa-gaa-gaa or turkatrae-turkatrae predicted fine weather. Bhutan, Japan, Åland (an autonomous region of Finland), and the Union of the Comoros have issued stamps featuring the red-throated loon.",0.9812904000282288,0.004058500751852989,0.0008071862393990159,0.0005164098693057895,0.002663590479642153,0.0012876549735665321,0.0021746731363236904
This building was the tallest building in Malaya before what era?,Merdeka era,['Merdeka'],[],0,"The Sultan Ibrahim Building (Malay: Bangunan Sultan Ibrahim; Jawi: باڠونن سلطان إبراهيم) is a former state secretariat building of Johor. It is located at Bukit Timbalan in Johor Bahru, Malaysia. The building was constructed between 1936 and 1939 and was completed in 1940 as the British colonial government attempted to streamline the state's administration. It was officially opened by the late Sultan Ibrahim of Johor. It was also the tallest building in Malaya during the pre-Merdeka era. In Johor Bahru itself, it stood unchallenged as the tallest building in the town until the completion of the Merlin Tower in the 1970s. The offices of the state secretariat have now moved to Kota Iskandar. There are plans to convert the building into a museum.",0.9910339713096619,0.5853226780891418,0.35885635018348694,0.09033005684614182,0.5073278546333313,0.5485573410987854,0.6074863076210022
What color are the eyes of this insect?,Black,['red'],[],0,"The adults grow up to 5–6 millimetres (0.20–0.24 in) long. The colour of this insect is brilliant metallic green, as the black body is coated in emerald round scales. If the scales wear off the body beneath appears dark. Antennae are pale with a dark club. These beetles show a short groove between the eyes and evident striae on the elytra.",0.8023931384086609,0.3056180477142334,0.05219985172152519,0.14174090325832367,0.10357318818569183,0.204731747508049,0.16376687586307526
What does this bird commonly do in wetlands?,Dabbling for plant food,['residing'],[],0,"The American wigeon is a bird of open wetlands, such as wet grassland or marshes with some taller vegetation, and usually feeds by dabbling for plant food or grazing, which it does very readily. While on the water, wigeon often gather with feeding coots and divers, and are known to grab pieces of vegetation brought to the surface by diving water birds. For this reason, they are sometimes called ""poacher"" or ""robber"" ducks. Wigeon also commonly feed on dry land, eating waste grain in harvested fields and grazing on pasture grasses, winter wheat, clover, and lettuce. Having a largely vegetarian diet, most wigeon migrate in the fall well before northern marshes begin to freeze. The American wigeon is highly gregarious outside of the breeding season and will form large flocks.",0.8656445145606995,0.043201982975006104,0.042162805795669556,0.008510762825608253,0.08073659986257553,0.0802178755402565,0.03983541950583458
For how many years was this building located in downtown miami?,100 years,['58'],[],0,"The Miami Tower  is a 47-story, landmark office skyscraper in Miami, Florida, United States. It is located in central Downtown. It is currently the 16th tallest building in Miami and Florida. On April 18, 2012, the AIA's Florida Chapter placed it on its list of Florida Architecture: 100 Years. 100 Places as the Bank of America Tower.In 2022, the office skyscraper was purchased by DRA Advisors and CP Group, the largest office landlord in Downtown Miami and Florida.",0.7826332449913025,0.0008602758753113449,0.002606351627036929,0.0015510248485952616,0.009007726795971394,0.00136384682264179,0.0016635305946692824
The tower of this church is typical of what?,Comtois steeple,['medieval Danish churches'],[],0,"The Comtois steeple is a typical bell tower on Christian churches with an imperial dome in Franche-Comté, France. Nearly 700 Comtois steeples remain in this eastern traditional province. This kind of steeple is incorporated into the entrance of the churches restored mainly during the eighteenth century after destructions in the Thirty Years' War in that country and French conquest in 1678. The cloister vault with raised sides (""dôme à pans relevés"") and the polychrome glazed tiles on the roofs are typical characteristics of this regional church architecture.",0.9922762513160706,0.636258065700531,0.4986787736415863,0.19830960035324097,0.8885960578918457,0.8907665610313416,0.5254803895950317
How is the well at this fort today?,It is a scheduled monument.,['completely dry'],[],0,"The Burghead Well, which lies within the perimeter of the promontory fort, was discovered in 1809. It consists of a flight of stone steps leading down to a chamber containing a tank fed by springs. There is a frieze in the upper walls, a pedestal in the southeast corner and a sunken basin in the northwest corner. The chamber is 11 feet (3.4 m) high, and 11 feet (3.4 m) across with a 4-foot (1.2 m) wide ledge around the edge, and the tank is 4 feet (1.2 m) deep. The discovery was made during excavations for a possible municipal water supply after an elderly fisherman recalled a tradition of a well in the vicinity. Various additions such as re-cutting the steps and deepening the tank were undertaken, but the flow of water proved to be insufficient for the proposed new function. At the time of discovery it was assumed that both the fort and well were of Roman antiquity and it was described as a 'Roman bath'. Later in the 19th century it was suggested that it was an early Christian baptistery possibly associated with the cult of St Aethan, but its origins remain obscure to this day. It is almost certainly of Dark Age provenance and clearly had some ceremonial significance. It is possible that its main purpose was as a water supply for the fort and may suggest a Pictish interest in water spirits. The well is a scheduled monument.",0.9636016488075256,0.0008915611542761326,0.00045660746400244534,0.00044247900950722396,0.0006302843103185296,0.0005373960011638701,0.0008761190110817552
Neonicotinoid insecticides are used to do what to this beetle?,Kill it.,['treat'],[],0,"A class of insecticides called neonicotinoids has come under particular scrutiny. Neonicotinoids are systemic pesticides, typically used as seed treatments in order to reduce the application of foliar pesticides as the plants grow. The three main compounds in agricultural use are imidacloprid, clothianidin, and thiamethoxam. Potentially toxic effects studied in the laboratory have often been followed by field studies that fail to show effects on actual bee populations. Despite gaps in the scientific evidence, regulators have restricted the use of neonicotinoids in Europe and elsewhere largely on the basis of concerns for bee health.",0.9808861613273621,0.000860273779835552,0.0005968681653030217,0.00048494129441678524,0.0005628890939988196,0.0006976167787797749,0.0009091512183658779
What effect does this plant not have?,Fertilizer burn,['sedative'],[],0,"With water not entering the plant, the plant will respond as it does in a drought. The plant will not photosynthesize, inhibiting sugar production, cellular respiration, and plant growth resulting in direct damage - a fertilizer burn.",0.9706786870956421,0.452447772026062,0.08802071213722229,0.019932463765144348,0.07538393884897232,0.017131904140114784,0.11493347585201263
How many meters above sea level is this statue?,2130 meters above sea level,['414'],[],0,"Built on a base of cement and hydraulic lime, at an altitude of two thousand 130 meters above sea level, the monument rests on a foundation of stones, cement and bricks, with two levels to support a ladder to the last, which is more practical view the statue.",0.8727988004684448,0.0058316695503890514,0.0010030044941231608,0.0004290642391424626,0.002268925542011857,0.0005209714290685952,0.0016002252232283354
What has happened to this plant in scotland?,It has been cleared and now partly occupied by a cinema complex.,['eradicated'],[],0,"In 1956 they opened a new plant in Swindon to provide extra capacity, and in 1961 they opened their Linwood, Scotland plant alongside the new Rootes Linwood plant to provide bodies for the new Hillman Imp being produced there. By the end of the 20th century the Linwood site had been completely cleared. It is now partly occupied by a cinema complex.",0.9891753792762756,0.06856358051300049,0.0005339716444723308,0.00043947200174443424,0.0005177620332688093,0.000527538766618818,0.000837636471260339
How many parent subspecies does this bird have?,"Not applicable — the text refers to the song sparrow, not the birds in the image. The birds in the image are likely Rosella parrots, not song sparrows.",['two'],[],0,"The song sparrow is one of the most polytypic bird species in North America, rivaling other variable species on a global scale, such as the horned lark, the yellow wagtail, the golden whistler, and the island thrush. There have been a total of 52 subspecies named altogether, of which 25 are still recognized following a systematic morphological review. A high quality reference genome has recently been created for this species, which will allow for comprehensive genomic analyses of the differences between the several morphologically diverged subspecies.",0.14583446085453033,0.0007087268750183284,0.00038937569479458034,0.00036731790169142187,0.0004176960210315883,0.0004624865250661969,0.0006168316467665136
What is the maximum clutch size of this bird?,5 eggs,['four'],[],0,"T. beetzi is oviparous. Clutch size is 3–5 eggs. The eggs are elongate, with an average size of 12 mm × 44 mm (0.47 in × 1.73 in). The average total length (including tail) of a hatchling is 18 cm (7.1 in).",0.9890326261520386,0.08676820248365402,0.21512801945209503,0.020509211346507072,0.10244391858577728,0.6157739162445068,0.3417868912220001
What do the antioxidants in this plant do to free radicals?,They quench free radicals.,['scavenging'],[],0,"Based on the special chemical properties of formed free radicals, ABTS assay has been used to determine the antioxidant capacity of food products. For example, polyphenol compounds, which widely exist in fruit, can quench free radicals inside human body, thus prevent oxidative damage by free radicals. The antioxidant potency of plant extract or food product has been measured by ABTS assay. One example with detailed method is the antioxidant activity analysis of Hibiscus products.",0.9935446977615356,0.023948008194565773,0.000655274954624474,0.0004700847202911973,0.000623930711299181,0.0007471602293662727,0.0017776560271158814
What country was this museum the first dedicated museum building in?,United States,['Norway'],[],0,"The New Britain Museum of American Art is an art museum in New Britain, Connecticut. Founded in 1903, it is the first museum in the country dedicated to American art. A total of 72,000 visits were made to the museum in the year ending June 30, 2009, and another 16,000 visits were made to the museum's satellite gallery at TheatreWorks in Hartford, Connecticut. Walnut Hill Park, designed by Frederick Law Olmsted, is next to the museum.",0.9900315999984741,0.5893277525901794,0.05364827811717987,0.04451567679643631,0.1573754996061325,0.049360085278749466,0.07265405356884003
Where was this arboretum created?,"Lehmkuhlen, Schleswig-Holstein, Germany",['Mount Hamilton'],[],0,"The Arboretum Lehmkuhlen (50 hectares) is an arboretum maintained by the Guts- und Forstverwaltung Lehmkuhlen. It is located in Lehmkuhlen, Schleswig-Holstein, Germany, and open by appointment only. The arboretum was created between 1911-1928 by Cosmos von Milde under Conrad Hinrich IV. Freiherr von Donner, who planted approximately 1500 tree specimens from around the world. Today the arboretum contains about 3200 individual plants of approximately 1000 specimens, including mature specimens of Abies grandis, Abies nordmanniana, Fraxinus ornus, Juglans ailantifolia, Mespilus germanica, Quercus alba, Quercus castaneifolia, Quercus dentata, and Quercus trojana.  A municipal cemetery has been created in its northwestern corner.",0.9912554025650024,0.13936765491962433,0.8066537976264954,0.0028308103792369366,0.21775126457214355,0.0694393664598465,0.0334746316075325
What did this building become?,Apartment and office building,['famous'],[],0,"The idea for this building first originated in 1981, and the building was intended to be for computer and technology evolution. It was finally completed in 2000, 19 years later than originally planned. However, the purpose of the building was different than what was intended, as it became an apartment and office building. Torre Avalanz became the tallest building in the metropolitan area of Monterrey at the time of its construction, surpassing Torre Comercial America, which had held the title since 1994. Torre Avalanz was later surpassed in height by Torre Ciudadana, which was completed in 2010.",0.9084479808807373,0.03193354979157448,0.049751847982406616,0.10666196793317795,0.010821428149938583,0.004731648601591587,0.11499403417110443
What is the furthest south east this butterfly can be found?,Southern Africa,['New Guinea'],[],0,"The species has been found in an area that stretches across Southern Europe, Africa and Central Asia. The furthest east that it has been identified is Mongolia and the furthest south is southern Africa.",0.9236474633216858,0.04768585041165352,0.021815242245793343,0.014603725634515285,0.06985287368297577,0.02033173479139805,0.008250092156231403
What type of shade does this plant like?,partial shade,['partial'],[],0,"The plant does fine in partial shade or sun. It prefers a position sheltered from strong winds, and a fertile, organic soil. Indoor plants do well in medium light, but leaf colour develops best on plants kept in bright light.",0.928538978099823,0.0023709600791335106,0.017026903107762337,0.002174095017835498,0.012450410053133965,0.06386429071426392,0.018625104799866676
How unpalatable is this butterfly to predators?,Very unpalatable,['highly'],[],0,"Both males and females release a strong odor detectable even to humans when handled in order to deter predation. Additionally, H. melpomene butterflies render themselves unpalatable to predators such as birds by producing cyanogenic glycosides in both the larval and adult stages. These glycosides are incorporated into the insect's system by feeding on host plants that produce the compounds as a defense against herbivory.",0.9599910378456116,0.0009352306951768696,0.0450446717441082,0.10249880701303482,0.14850859344005585,0.0045623485930264,0.19249607622623444
What type of drying is required for the heartwood of this plant to avoid warping?,Careful drying,['careful'],[],0,"The red-hued heartwood is coarse-grained and soft. It is sometimes used for turning, but requires careful drying before use to avoid warping. A sample was prepared in Victoria in 1885 as part of a collection of local timber species under the direction of Government botanist Ferdinand von Mueller. The collection was displayed in various exhibitions, including the Exposition Universelle in Paris in 1889, and is housed at the Melbourne Museum.",0.9844231009483337,0.22977036237716675,0.04309402406215668,0.012098829261958599,0.07236234843730927,0.061484940350055695,0.03674527257680893
What did the citizens of st. petersburg do to the lens design of this pier?,Turned it down.,['turned down'],[],0,"After The Lens design was turned down by the citizens of St. Petersburg, mayor Rick Kriseman asked for the request for qualification for a design consultant in January 2014. Later a group was established called the Pier Working Group to incorporate elements and activities from the community in order to set the basis for the new pier. The process of finding a new pier began with sixteen initial teams that submitted a statement of qualification on September 8, 2014 with ideas ranging from renovating to replacing the current pier. From those initial teams, eight were invited by the city of St. Petersburg to the second stage of the selection process. Designs for the new pier concept were due on December 15, 2014 by the selected eight teams. After review from the selection committee of the designs introduced by the teams, the design teams were shortlisted on January 23, 2015 to include seven of the original eight teams, dropping ""The Crescent"" by ahha! Design Group. Over the course of the next month from January to February, public outreach was collected based on the shortlisting and the teams presented their pier concepts to the public. A public online survey ensued from February to March, which the results from citizens of St. Petersburg favored the ""Destination St. Pete Pier"" by the St. Pete Design Group followed by ""Pier Park"" by ASD Architects, Rogers Partners Architects+Urban Designers, & Ken Smith Architect and ""Blue Pier"" by W Architecture and Landscape Architecture. A meeting with the pier committee was held on March 20, 2015 to decide the top three rankings for the pier. During this meeting, the committee evaluated the designs of all seven piers viewing each pro's and con's and hearing comments from both the committee and public. In conclusion of the meeting, four of the seven teams were eliminated which excluded the ""Blue Pier"", ""Discover Bay Life Pier"", ""rePier"", and ""Prospect Pier"". The top three piers were ranked by ""ALMA"" first, ""Destination St. Pete Pier""",0.9881452322006226,0.008683810010552406,0.0010007136734202504,0.0006400473066605628,0.0033110361546278,0.0010532636661082506,0.011718361638486385
Where do this bird live?,Savannah in coastal East Africa,['North America'],[],0,"This bird can be found on the Savannah in coastal East Africa from eastern Tanzania to south-eastern Kenya. It prefers to live in bulrushes, woodland, and swampy areas. Some sightings of this bird have also been recorded in Asia.",0.9891489148139954,0.21881797909736633,0.0011434725020080805,0.0004815255815628916,0.015562893822789192,0.006772245280444622,0.00362397450953722
The european larch is a popular this?,bonsai species,['bonsai species'],[],1,"The European larch is a popular bonsai species, with many unique specimens available in European circles, and is popularly used in bonsai forest groups.",0.9878666400909424,0.5840962529182434,0.9192904233932495,0.48717623949050903,0.7933285236358643,0.38461586833000183,0.6196297407150269
What kind of fern is this fern?,Adiantum capillus-veneris,['deciduous perennial'],[],0,"Adiantum capillus-veneris, the Southern maidenhair fern, black maidenhair fern, maidenhair fern, and venus hair fern,  is a species of ferns in the genus Adiantum and the family Pteridaceae with a subcosmopolitan worldwide distribution. It is cultivated as a popular garden fern and houseplant.",0.9158710837364197,0.22158436477184296,0.06059589609503746,0.0012797188246622682,0.0648772120475769,0.13434389233589172,0.01894974149763584
How far was bridge street from this railway station?,156 kilometres (97 mi),['3 kilometres'],[],0,"The Lithgow Underbridge is a heritage-listed railway underbridge that carries the Main West Line over James Street, in Lithgow, in the City of Lithgow local government area of New South Wales, Australia. The bridge is located approximately 156 kilometres (97 mi) from Central railway station. The bridge was designed by John Whitton as the Engineer-in-Chief for Railways and was built in 1869 by contractor, P. Higgins. It is also known as Lithgow (James St) Underbridge. The property is owned by RailCorp, an agency of the Government of New South Wales. It was added to the New South Wales State Heritage Register on 30 August 2013.",0.7590610384941101,0.004627165384590626,0.000590926909353584,0.0003962147166021168,0.0007022671052254736,0.0005302668432705104,0.001086283242329955
What is another name for this plant?,Tiger grass,['Dipsacus sylvestris'],[],0,"Tiger grass is another common name for this plant throughout the tropics where it is grown as an ornamental. It may be used to create the effect of bamboo, which it resembles, but to which it is not related.",0.9801124334335327,0.008583759889006615,0.037167999893426895,0.055632084608078,0.04292881861329079,0.06640691310167313,0.1050010547041893
What do these birds do on beaches?,Forage for food,['nest'],[],0,"These birds forage for food on beaches, tidal flats and fields, usually by sight. They eat insects, crustaceans and worms.",0.982394278049469,0.1366392821073532,0.0047685508616268635,0.0017130040796473622,0.009117440320551395,0.03303955867886543,0.039797499775886536
In what country does this plant form dense thickets?,Thailand,['United States'],[],0,"Not found above 1000 m, they are found in Thailand, Sumatra, Borneo, Java and the Malay peninsula.  In all cases they form dense thickets, occupying hilly or low land rain forest or in the case of C. subangulatus, in Sarawak, heath forest.  Their low quality and spininess limits cultivation and use.",0.9938706159591675,0.6664659976959229,0.47025516629219055,0.4990397095680237,0.3691512644290924,0.4459892511367798,0.29442670941352844
Who visited this building in 2000?,Alain Robert,['Pope John Paul II'],[],0,"Frenchman Alain Robert, well known for climbing skyscrapers, aborted an attempted climb on this building on 3 November 2000. After reaching the 21st floor, the police dissuaded Robert's ascent, and he re-entered the building through a window on the 23rd floor. He was detained by the Singapore police who treated his stunt as criminal trespass.",0.9899728298187256,0.32677632570266724,0.5273452997207642,0.8159981369972229,0.2968047559261322,0.560351550579071,0.7430376410484314
How many studios did nbc's this building location have?,One,['11'],[],0,"NBC Studios are located in the historic 30 Rockefeller Plaza (on Sixth Avenue between 49th and 50th streets) in Manhattan, New York City. The building houses the NBC television network headquarters, its parent NBCUniversal, and NBC's flagship station WNBC (Channel 4), as well as cable news channel MSNBC. The first NBC Radio City Studios began operating in the early 1930s. Tours of the studios began in 1933, suspended in 2014 and resumed on October 26, 2015. Because of the preponderance of radio studios, that section of the Rockefeller Center complex became known as Radio City (and gave its name to Radio City Music Hall).",0.5598735213279724,0.15339818596839905,0.7086318731307983,0.3600962162017822,0.5579630136489868,0.1586408019065857,0.55727618932724
What parts of this fruit are usually discarded before eating it?,The mesocarp is usually discarded before eating it.,['skin or seeds'],[],0,"The mesocarp (from Greek: meso-, ""middle"" + -carp, ""fruit"") is the fleshy middle layer of the pericarp of a fruit; it is found between the epicarp and the endocarp. It is usually the part of the fruit that is eaten. For example, the mesocarp makes up most of the edible part of a peach, and a considerable part of a tomato. ""Mesocarp"" may also refer to any fruit that is fleshy throughout.  In a hesperidium, as is found in citrus fruit, the mesocarp is also referred to as albedo or pith. It is the inner part of the peel and is commonly removed before eating. In citron fruit, where the mesocarp is the most prominent part, it is used to produce succade.",0.9883430600166321,0.0126429358497262,0.0004217022506054491,0.0004151782195549458,0.000451997562777251,0.00047550632734782994,0.0009299071389250457
What is carved into various places on this statue?,Arrows,['drainage pipes'],[],0,"This small statue is located in the Saint-Nicolas parish church in the rue de l'Eglise, Baboeuf in the Oise region of Picardy. It is carved from a combination of wood and stone, the arrows piercing St Sébastien being in wood.",0.9904486536979675,0.12619724869728088,0.43307870626449585,0.5753634572029114,0.47679048776626587,0.15799425542354584,0.5757448077201843
This castle consists of a 15th-century tower house and a 17th-century what?,extension,['mansion'],[],0,"The castle is a 14th- or 15th-century tower house; extended in the 16th and 17th centuries and converted into a house. Hayton Castle is a simple rectangular house, with windows from three periods – 15th Century, Elizabethan and Georgian. There are very thick walls, and there's a barrel vault in the basement – indicating a fortified house. During the 17th century it was occupied by a branch of the Musgrave family. It was officially listed as a Grade I building on 11 April 1967.",0.7276759147644043,0.243035688996315,0.9283828139305115,0.9318364858627319,0.9828354716300964,0.9741250872612,0.8929559588432312
What is the status of this plant in europe?,Rare and threatened,['native'],[],0,"This plant occurs in Eastern Europe, and Western Asia, and it is rare and threatened throughout its range. Populations of the plant are generally small and reduced in number, mainly due to habitat loss, and exhibit a marked reduction in genetic diversity. Owing to its Europe-wide conservation status, this plant has been included in the Bern Convention, and subsequently listed in Annex II of the EU Flora–Fauna Directive—Natura 2000.",0.9852789640426636,0.038851283490657806,0.028100771829485893,0.010274400003254414,0.0042078024707734585,0.0789184644818306,0.027976272627711296
What was the ethnic mix of the elephants at this zoo?,Mixed (African and Asian),['African and Asian'],[],0,"The zoo once had seven elephants with a mix of African and Asian. Limba was the lone Asian elephant at the zoo; she arrived in 1989 and was euthanized in late 2013 at the age of 50 after a malignant tumor was found in her abdomen. The pachyderm was well known for appearing in Bowmanville's annual Santa Claus Parade and several movies. With her death and closure of Toronto Zoo's elephant exhibit, the only zoo in Ontario with elephants is the African Lion Safari.",0.9885962605476379,0.3351859152317047,0.0006707694265060127,0.0003775493532884866,0.00296790967695415,0.0016613313928246498,0.0016525255050510168
This building is an example of the skill of mosaic builders in what ancient city?,Philippopolis,['Philippopolis'],[],1,"The Small Basilica of Philippopolis (Bulgarian: Малка базилика на Филипопол, Malka bazilika na Filipopol) is one of Plovdiv's most distinctive landmarks. The basilica is located on Maria Louisa Blvd in the central part of Bulgaria's second-largest city. The ruins of the early Christian church were found during construction works in the area in 1988. The three-nave basilica is an example of the exceptional skill of mosaic builders in ancient Philippopolis.",0.9928364157676697,0.7865128517150879,0.5114297270774841,0.9588132500648499,0.8115929961204529,0.8251784443855286,0.6630102396011353
