question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_eva_clip_base_no_context,llava_infoseek_eva_clip_base_with_context,llava_infoseek_eva_clip_no_p_prime,llava_infoseek_eva_clip_no_p_q_i,llava_infoseek_eva_clip_no_p_q_c,llava_infoseek_eva_clip_no_p_q
"What is the conservation status of this insect? (The status is assigned by the international union for conservation of nature. Choose one among Endangered,Least Concern,Critically Endangered,extinct species,extinct in the wild,Vulnerable,Near Threatened,Data Deficient)",Least concern,['Least Concern'],[],1,"Rhionaeschna californica, the California darner, is a species of darner in the dragonfly family Aeshnidae. It is found in Central America and North America. The IUCN conservation status of Rhionaeschna californica is ""LC"", least concern, with no immediate threat to the species' survival. The population is stable. The IUCN status was reviewed in 2017.",0.9683107733726501,0.7858507633209229,0.9243136644363403,0.9384382963180542,0.9649823307991028,0.969245195388794,0.9426162838935852
What is the width (in kilometre) of this lake?,100,['18'],[],0,"After Demetrius's unsuccessful engagement with the Nabataeans, he stayed by the Dead Sea to learn more about its bitumen industry. Residues of bitumen used to randomly float to the surface; inhabitants of the area, including the Nabataeans, would go out in boats to collect the samples, which were a highly priced commodity in the ancient world. Demetrius reported to his father on this profitable industry and how it could be harnessed to support his imperialist ambitions. Antigonus sent an expedition led by Hieronymus to the Dead Sea. The Nabataeans, furious at another Greek incursion, killed most of the expedition with arrow-fire. In light of this defeat, Antigonus abandoned his plans, as he was occupied with more important matters.",0.11394070088863373,0.001665281830355525,0.0023061749525368214,0.001837285584770143,0.0007402035989798605,0.004619458690285683,0.0017343796789646149
which notable activity has been held at the place presented in the image?,Guided tours,['construction'],[],0,"The modern appearance of the Porta Nigra goes back almost unchanged to the reconstruction ordered by Napoleon. At the south side of the Porta Nigra, remains of Roman columns line the last 100 m of the street leading to the gate. Positioned where they had stood in Roman times, they give a slight impression of the aspect of the original Roman street that was lined with colonnades. It also has crowning cornice and parapet on its top. The gate is today closed to cars, but stands right next to one of the main streets of Trier. In addition to the general pollution, the exhaust fumes of the passing cars have been damaging the stones for decades. Generally, however, the Porta Nigra is still in remarkable condition. The Porta Nigra, including the upper floors, is open to visitors. In summer, guided tours are also offered by an actor dressed up as and portraying a centurion (a Roman army officer) in full armour. New Trier Township in Cook County, Illinois, USA, is named after Trier, and New Trier Township High School's seal depicts the Porta Nigra.",0.20330889523029327,0.0037897578440606594,0.0034861548338085413,0.005066863726824522,0.0006805715383961797,0.01849602535367012,0.0015309579903259873
Who is the architect of this building?,Angel guido,['Ángel Guido'],[],0,"The complex has a total area of about 10,000 square metres, and was built mostly using stone from the Andes, under the direction of architects Ángel Guido and Alejandro Bustillo, and the sculptors José Fioravanti, Alfredo Bigatti and Eduardo Barnes. The Monumento has three parts: the Tower (Torre) or mast, 70 metres high, which commemorates the Revolution of May 1810 and houses Manuel Belgrano's crypt in its base; the Civic Courtyard (Patio Cívico), which symbolizes the effort of the organization of the state (the Courtyard is used for massive open-air shows), and the Triumphal Propylaeum (Propileo Triunfal), representing the Nation as organized after the 1853 Constitution. Under the Propylaeum there is the Honour Room for the Flags of America (where the flags of all American nations are displayed). The complex faces Belgrano Avenue, and is delimited by Córdoba St. and Santa Fe St., which slope down towards the river at this point. The Propylaeum can be accessed from the pedestrian passage called Pasaje Juramento (""Oath Passage""), which starts at Buenos Aires St. between the municipal building (Palacio de los Leones) and the Cathedral, in front of Plaza 25 de Mayo (May 25th Square). The passage is flanked by statues by famous sculptor Lola Mora. The Memorial and the National Flag Park located in front of it are the seat of the main celebrations of Flag Day on June 20. The 50th anniversary of the inauguration of the complex, in 2007, was marked by a special celebration and by the unveiling of a new lighting system.",0.4022206962108612,0.5366937518119812,0.03630446642637253,0.22194477915763855,0.01583057828247547,0.13669270277023315,0.010043376125395298
What is the closest upper taxonomy of this insect?,Butterfly,['Inachis'],[],0,This species is highly territorial and will chase butterflies that move into its territory. It uses well defined perches and will bask with wings open but often sits with half-open wings.,0.647652804851532,0.0005336519097909331,0.009714066982269287,0.005349080078303814,0.0005564470193348825,0.0072114914655685425,0.0006573018035851419
Which city or region does this garden locate in?,Washington dc,"['Washington, D.C.']",[],0,"The United States Botanic Garden (USBG) is a botanical garden on the grounds of the United States Capitol in Washington, D.C., near Garfield Circle. The Botanic Garden is supervised by the Congress through the Architect of the Capitol, who is responsible for maintaining the grounds of the United States Capitol. The USBG is open every day of the year, including federal holidays. It is the oldest continually-operating botanic garden in the United States.",0.9355802536010742,0.0031951775308698416,0.8295949697494507,0.5920478105545044,0.5327807664871216,0.5903641581535339,0.8130490779876709
What is the topographic prominence of this mountain?,1000 feet,['1039'],[],0,"Tyrrau Mawr or Craig-las is a subsidiary summit of Cadair Idris in the Snowdonia National Park, in Gwynedd, northwest Wales. It lies to the west of Cyfrwy, and can be climbed by taking a west bearing from the Pony Path at Rhiw Gwredydd. Its north face is a crag, known as Craig-las. Below the crags lies Llyn Cregennen with its small island. The reflection of Craig-las from this lake is one of the famous images associated with Snowdonia. The summit is grassy and marked by a few stones. To the east of the summit lies the large ancient cairn, Carnedd Lwyd. It is often climbed in combination with Craig-y-llyn.",0.0724235400557518,0.0006065908819437027,0.0026715483982115984,0.002497366862371564,0.0006413800292648375,0.00373252690769732,0.0008529977058060467
In which year did this building officially open?,1991,['2014'],[],0,"Slovenian contact with military aviation began during World War I, when the army and navy air services of Austria-Hungary conscripted large numbers of personnel from throughout the Empire. As the Empire began to collapse during 1918, Slovenian aircrew and ground crew switched their allegiance to the Kingdom of Serbs, Croats and Slovenes. Aircraft found on Slovenian territory were taken over by the Slovenian authorities and formed into a fledgling air arm. The new air arm was soon involved in the conflict with Austria over the border provinces of Carinthia and south Styria. Later in 1919, the Slovenian air units were absorbed into the Royal Yugoslav Air Force. In 1968 a reserve volunteer force, the Teritorialna Obramba (Territorial Defence of the Socialist Republic of Slovenia), was established to defend local key locations in time of crisis. The Slovenian Territorial Defence HQ had a small auxiliary aviation unit stationed at Ljubljana-Polje airfield by 1969, when Government Factories Type 522 advanced trainers were being operated. These aircraft were borrowed from the Yugoslav Air Force and not owned by Slovenia. Slovenian Territorial Defence ceased to be a part of the Yugoslavian auxiliary forces on 21 June 1991, (four days prior of the proclamation of independence), when the Yugoslav army seized 12 Soko J-20 Kraguj aircraft from them. On 28 June 1991 a Yugoslav Air Force Gazelle defected to Slovenia, providing the first helicopter for the Territorial Defence Force. During the war it also was equipped with three ex-Police Bell 412s and an Agusta A-109A. On 9 June 1992 the Air Force Unit of the Slovenian Army was renamed into 15 Brigada Vojaskega Letalstva. The 15 Brigada was divided into two squadrons, one fixed-wing and one helicopter squadron, flying from two bases, Brnik airport and Cerklje ob Krki. The 15 Brigada was under control of the 1 Air Force and Air Defence Force Command located at Kranj. In 2004 Slovenia entered NATO. Now NATO is responsible for prote",0.017101604491472244,0.12465918809175491,0.01846548728644848,0.00532987155020237,0.0016388187650591135,0.03406360000371933,0.0010955417528748512
What country does this building belong to?,Russia,['Ukraine | Russia'],[],0,"List of captured ships of the Ukrainian Navy (at least 100 vessels). On 8 April 2014, an agreement had been reached between Russia and Ukraine to return captured vessels to Ukraine and ""for the withdrawal of an undisclosed number of Ukrainian aircraft seized in Crimea"". At the time, Russian naval sources claimed that the Ukrainian ships were ""not operational because they are old, obsolete, and in poor condition"". Four combatant ships (a Grisha corvette, a Polnocny small landing ship, a Yevgenya minesweeper, and a Matka ex-missile boat) and 31 various auxiliary vessels were returned to Ukraine by June 2014 at the latest; at least 9 vessels were not returned, but scrapped. All vessels returned were in service at their time of capture; all but one of the vessels (U926) confirmed to have been scrapped were decommissioned at their time of capture.",0.9178704619407654,0.6669431924819946,0.4300750195980072,0.10025020688772202,0.05359993129968643,0.8333942890167236,0.046988412737846375
What is the total quantity of produced items for this type of aircraft?,100,['20351'],[],0,Only Marmaduke Pattle claimed more victories—around 50—but over half of his claims were made against the Italian Regia Aeronautica (Italian Royal Air Force).,0.11112825572490692,0.003560601733624935,0.00288554304279387,0.006262206472456455,0.0006778137176297605,0.0051283929497003555,0.0016903395298868418
What is the length of this building in metre?,100,['101.5'],[],0,"The current cathedral of the Archdiocese of Montréal is the Cathedral Basilica of Mary, Queen of the World and St. James the Greater (Basilique cathédrale de Marie-Reine-du-Monde et de Saint-Jacques-le-Majeur), built in 1894. Prior to that, the diocese had five cathedrals. (From 1821 to 1836, they were the seat of the auxiliary bishop of Quebec in Montréal.) Notre-Dame Church (ancestor of today's Notre-Dame Basilica), 1821–1822 Chapel of the Hôtel-Dieu de Montréal, 1822–1825 Cathédrale Saint-Jacques, 1825–1852 (destroyed by fire, now part of the Judith-Jasmin pavilion of UQAM) the chapel of the Asile de la Providence (corner of Sainte-Catherine and Saint-Hubert, site of the present Esplanade Émilie-Gamelin), 1852–1855 a small chapel at the site of the present archdiocese building, 1855–1894",0.17192327976226807,0.0013676650123670697,0.005526420194655657,0.013050618581473827,0.0015089715598151088,0.012867665849626064,0.0017471536993980408
What country does this building belong to?,Romania,['Ukraine'],[],0,"The Romanian Revolution of 1989 ousted Nicolae Ceauşescu and communist rule. The post-revolution Romanian culture has, in architecture and planning, been developing new concepts and plans for the country's needs of functionality and national aesthetics in an international context. Many modern 21st century buildings are mostly made of glass and steel. Another a trend  is to add modern wings and façades to historic buildings (for example the Headquarters of the Union of Romanian Architects building). Examples of post-communist architecture include: Bucharest Financial Plaza, Arena Națională, City Gate Towers, Bucharest Tower Center. Modern high rise residential buildings include the Asmita Gardens.",0.9858903884887695,0.7557187676429749,0.8795492649078369,0.8969184160232544,0.7833989858627319,0.8729999661445618,0.9068424105644226
What is the architectural style of this building?,Baroque,['Renaissance architecture'],[],0,Falštejn Castle Frumštejn Castle,0.7946538329124451,0.0009974054992198944,0.0037014891859143972,0.002451913896948099,0.008450024761259556,0.0030890353955328465,0.006766215432435274
Which city or region does this place locate in?,London,['City of Westminster'],[],0,"London is the capital and largest city of England and the United Kingdom, with a population of just over 9 million. It stands on the River Thames in south-east England at the head of a 50-mile (80 km) estuary down to the North Sea, and has been a major settlement for two millennia. The City of London, its ancient core and financial centre, was founded by the Romans as Londinium and retains boundaries close to its medieval ones. Since the 19th century, the name ""London"" has also referred to the metropolis around this core, historically split between the counties of Middlesex, Essex, Surrey, Kent, and Hertfordshire, which largely comprises Greater London, governed by the Greater London Authority. The City of Westminster, to the west of the City of London, has for centuries hosted the national government and parliament. As one of the world's major global cities, London exerts a strong influence on its arts, entertainment, fashion, commerce and finance, education, health care, media, science and technology, tourism, and transport and communications. Its GDP (€801.66 billion in 2017) makes it the largest urban economy in Europe, and it is one of the major financial centres in the world. As of 2021, London had the most millionaires of any city. With Europe's largest concentration of higher education institutions, it is home to Imperial College London in natural and applied sciences, the London School of Economics in social sciences, and the comprehensive University College London. London has the busiest city airport system in the world and the London Underground is the oldest rapid transit system in the world. London is one of the most-visited cities in the world and is home to the most 5-star hotels of any city. London's diverse cultures encompass over 300 languages. The mid-2018 population of Greater London of about 9 million made it Europe's third-most populous city, accounting for 13.4% of the population of the United Kingdom and over 16% of the population of England.",0.9875043034553528,0.0008637921418994665,0.4240357577800751,0.48429426550865173,0.35044899582862854,0.6278519630432129,0.14194880425930023
In which year did this building come into service?,1758,['1772'],[],0,"The initiative to construct the lighthouse came from the Junta Geral da Fazenda do Reino on 1 February 1758, in an order to construct six lighthouses strategically throughout the country to assist navigation. Cabo da Roca lighthouse began operating in 1772, becoming the third oldest lighthouse along the Portuguese coast. During the management of civil engineer Gaudêncio Fontana (1843), the lighthouse was updated with a new rotation platform, comprising sixteen Argand lamps with parabolic reflectors. Yet, by 1865, there were critics of the system, noting the inefficiency of the lighthouse. Over time this was addressed by the installation of a blow-horn signal and the renovation to electric-powered machines. The ""electrical"" lighthouse began functioning in 1897, with a system that included a backup petroleum lamp. The main unit was a fourth-order optical system, with rotational platform and clock mechanism, and was paired with a steam siren. In 1917 a building was constructed to produce the acetylene gas necessary to power a new lamp system. The siren was replaced in 1932 by a compressed air blow-horn, while a lighthouse radio system was installed in 1937. During the post-World War era a new fourth-order optical system replaced the older mechanism, but was quickly substituted by a third-order lamp with a 3000 Watt lamp. At the end of the 1940s, the site was reached by public water and sewage. During the mid-1950s, the Direcção Geral dos Edifícios e Monumentos Nacionais (DGEMN) (General Directorate for Buildings and National Monuments), and its Serviços de Construcção e Conservação (Construction and Conservation Service) branch, was responsible for periodical conservation and maintenance of the lighthouse: in 1956 a renovation was undertaken. It was only in 1980 when the electrical grid reached the site, resulting in the 1982 installation of an electrical siren. By 1990, the lighthouse was automated and the acetylene production facility was closed. In 2000, the electri",0.017912764102220535,0.12909337878227234,0.11984411627054214,0.0694296583533287,0.00126502790953964,0.07368731498718262,0.0029673664830625057
What is the vertex figure of this object?,0,['line segment'],[],0,"A bath towel is used for drying the body when it is wet, such as after bathing or showering.  It is typically rectangular, with a typical size around 30 in × 60 in (76 cm × 152 cm), and is made of terrycloth. A beach towel is usually somewhat larger than a bath towel, and often has a colorful pattern.  Although often used for drying off after being in the water, its main purpose is to provide a surface on which to lay down.  They are also worn for privacy while changing clothes in a public area, and for wiping sand from the body or objects. A bath sheet (or sheet towel) is larger than a bath towel. The classic bath sheet size is 80×160 cm. A large bath sheet that can wrap the entire body is 100×150 cm or 90×160 cm. They are used after bathing, in saunas, on beaches, and for massage. A foot towel is a small, rectangular towel that, in the absence of a rug, carpet or bathroom mat, is placed on the bathroom floor to stand on after finishing a shower or bath. A hand towel is significantly smaller than a bath towel (perhaps 12 in × 24 in (30 cm × 61 cm)), and is used for drying the hands after washing them. An oven towel or confectioner's mitten is a multipurpose household towel used for a kitchen or shop applications. A paper towel is a piece of paper that can be used once as a towel and then be disposed of. A perforated roll of paper towels is usually mounted on a rod slightly longer than the width of the roll, or in an alternative type of hanger that has protrusions on ears, the protrusions fitting into the ends of the paper towel roll.  Paper towels might also be packaged as facial tissues are (as individual folded sheets). A disposable towel (or non-woven towel) is a towel intended for a single user, but not necessarily for a single use, as it can be reused but not washed. It is often made of non-woven fibers, and often is used in hospital, hotel, geriatric and salon or beauty settings, for their hygienic properties. A show towel is a bath or hand towel with a trim ",0.34366369247436523,0.0008443908882327378,0.015907280147075653,0.008510522544384003,0.00437970319762826,0.014015747234225273,0.0007465737289749086
What is the immediately prior item that this vehicle follows in a series?,Car,['Chrysler Neon'],[],0,"The 2011 model brought six new paint schemes, standard stability control except on Express models, Sirius traffic when equipped with a navigation system, 18-inch chrome-clad wheels available on Uptown models (17"" painted are standard), updated steering except on Express models, and new shocks and a thicker rear anti-roll bar on Rush and Heat models. The Caliber and the Nitro were the only two cars in the Dodge vehicle lineup to still feature the Ram logo on both fascia, rear, and the steering wheel. The Dodge Nitro also featured driver and passenger's floor mats. The logo was removed from the mats in Calibers with the 2009 model.",0.7252453565597534,0.0006765929865650833,0.005205840803682804,0.0019280922133475542,0.002307032933458686,0.003349538194015622,0.000743880111258477
What is the parent organization of this aircraft?,D-cab,['Daimler-Benz'],[],0,"In July 2018, 24 aircraft remain in airline service. Major operators include: Express Air (6) and DANA (4). Seven other airlines operate smaller numbers of the type. By 2018, 328 Support Services supported 200 turboprops and jets. By August 2019, 58 turboprops and 50 jets were in service, with the largest operators being the US Air Force (20 units), Danish carrier Sun-Air (12), German- Private Wings (10), and American Ultimate Jetcharters (8); 19 turboprops and nine jets were in storage, while 79 have been retired.",0.10206687450408936,0.008322040550410748,0.0015068372013047338,0.0014373727608472109,0.0006308321026153862,0.00362226041033864,0.0007744295871816576
What country does this building belong to?,France,['France'],[],1,"Rue de Rivoli ([ʁy də ʁivɔli]; English: ""Rivoli Street"") is a street in central Paris, France. It is a commercial street whose shops include leading fashionable brands. It bears the name of Napoleon's early victory against the Austrian army, at the Battle of Rivoli, fought on 14–15 January 1797. The Rue de Rivoli is an example of a transitional compromise between an environment of prestigious monuments and aristocratic squares, and the results of modern town-planning by municipal authorities. The new street that Napoleon Bonaparte pierced through the heart of Paris includes on one side the north wing of the Louvre Palace, (which Napoleon extended) and the Tuileries Gardens. Upon completion, it was the first time that a wide, well designed and aesthetically pleasing street bound the north wing of the Louvre Palace. Napoleon's original section of the street opened up eastward from the Place de la Concorde. Builders on the north side of the Place Louis XV, (as it then was named) between the Rue de Mondovi and Rue Saint-Florentin, had been constrained by letters patent in 1757 and 1758 to follow a single façade plan. The result was a pleasing uniformity, and Napoleon's planners extended a similar program, which resulted in the arcades and facades that extend for almost a mile along the street. The restored Bourbon King Charles X continued the Rue de Rivoli eastwards from the Louvre, as did King Louis-Philippe. Finally, Emperor Napoleon III extended it into the 17th-century quarter of Le Marais (see: Right Bank). Beneath the Rue de Rivoli runs one of the main brick-vaulted, oval-sectioned sewers of Paris' much-imitated system, with its sidewalks for the sewer workers. In 1852, opposite the wing of the Louvre, Baron Haussmann enlarged the Place du Palais-Royal that is centred on the baroque Palais Royal, built for Cardinal Richelieu in 1624 and willed to the royal family, with its garden surrounded by fashionable commercial arcades. At the rear of the garden is the older ",0.9869726300239563,0.8063164353370667,0.9007209539413452,0.8799213767051697,0.9139633774757385,0.9358890056610107,0.8828777074813843
What is the genre of this building?,Apartment,['equestrian statue | public art'],[],0,,0.4164506196975708,0.001086036441847682,0.0019448717357590795,0.0012233310844749212,0.0005686499061994255,0.0024492128286510706,0.0005855393828824162
Which railway line is this place directly connected to?,Berlin,['Pirna–Coswig railway | Dresden–Werdau railway'],[],0,"Dresden-Neustadt station (German: Bahnhof Dresden-Neustadt) is the second largest railway station in the German city of Dresden after Dresden Hauptbahnhof and is also a stop for long-distance traffic. It is the junction for rail traffic on the northern side of the Elbe. It was built in 1901, replacing the Leipziger Bahnhof (Leipzig line station), which was opened in Leipziger Vorstadt in 1839, and the Schlesischen Bahnhof (Silesian line station), which was opened in 1847. The station building in the district of Innere Neustadt (inner new city) was built in the monumental style that was typical of the time, underlining its importance as a stop for long-distance services. It is linked via the Dresden railway junction and the Dresden Hauptbahnhof (main station) to the Děčín–Dresden railway and to the tracks of the Leipzig–Dresden railway and the Görlitz–Dresden railway, which carry traffic towards Leipzig, Berlin and Upper Lusatia.",0.5222150087356567,0.6505956053733826,0.010033207014203072,0.006444190628826618,0.017781231552362442,0.03827263414859772,0.006798036862164736
Which city or region does this place locate in?,Paris,['15th arrondissement of Paris'],[],0,"1st arrondissement of Paris, 2nd arrondissement of Paris, 3rd arrondissement of Paris, 4th arrondissement of Paris : Paris - Centre 5th arrondissement of Paris, 6th arrondissement of Paris, 7th arrondissement of Paris : Paris - Left Bank 8th arrondissement of Paris, 9th arrondissement of Paris, 10th arrondissement of Paris, 11th arrondissement of Paris : Paris - Right Bank 12th arrondissement of Paris, 13th arrondissement of Paris : Paris - East 14th arrondissement of Paris, 15th arrondissement of Paris : Paris - South 16th arrondissement of Paris, 17th arrondissement of Paris : Paris - West 18th arrondissement of Paris, 19th arrondissement of Paris, 20th arrondissement of Paris : Paris - North",0.9884656667709351,0.583850622177124,0.5265246629714966,0.34176748991012573,0.6199271082878113,0.39215031266212463,0.2660687267780304
How many burial places does this facility have?,1,['4870'],[],0,"The U.S. government sent a diplomatic Commission to the newly independent United Provinces of the River Plate. Luis Vernet took passage in the frigate USS Congress, arriving in Montevideo in February 1818 (whilst it was a Brazilian possession) and on to Buenos Aires. He remained in Buenos Aires and organized a trading company with the port of Hamburg. Together with the Montevideo-based Conrad Rücker (died 1866, Hamburg), he ran a trading company until 1821. Rücker was also his best man when on 17 August 1819 he wed María Saez Pérez (1800–1858) from Montevideo. With her he had seven children: Luis Emilio, Luisa, Sofia, Matilde (1830–1924), Gustavo, Carlos Federico. Later he established an Estancia about 100 km south of Buenos Aires on the Río Salado, where he captured and slaughtered wild cattle. At this stage this represented the border of the colonised areas.",0.34332674741744995,0.017327548936009407,0.023448582738637924,0.08479886502027512,0.018109673634171486,0.07915579527616501,0.026323815807700157
Which body of water is this building located in or next to?,Lake,['Baltic Sea'],[],0,This list of mountains and hills of Saxony shows a selection of high and well-known mountains and hills in the German state of Saxony (in order of elevation):,0.9439826011657715,0.004207566846162081,0.018418623134493828,0.042422689497470856,0.08214011043310165,0.017970550805330276,0.004003798123449087
Which street is this building located at?,Rue de rivoli,['rue Vivienne | rue de la Banque'],[],0,"The Galerie Vivienne is one of the covered passages of Paris, France, located in the 2nd arrondissement. It is 176 metres (577 ft) long and 3 metres (9.8 ft) wide. The gallery has been registered as a historical monument since 7 July 1974.",0.02289867214858532,0.25047925114631653,0.00618933467194438,0.03865216672420502,0.0025183535180985928,0.020634980872273445,0.00820316094905138
Who is the creator of this building?,Gianicolo,['Pietro Bernini'],[],0,"These fountains were built at the termini of the restored aqueducts of Rome, to supply water to the population and to glorify the Popes who built them. Fontana dell'Acqua Felice in the Quirinal District, by Domenico Fontana (1585–86) Fontana dell'Acqua Paola (Gianicolo, Via Garibaldi) (1610–1612) Fontana di Trevi, (Trevi Fountain) (1732–1762)",0.6100261211395264,0.19388128817081451,0.02275591529905796,0.016208961606025696,0.02819335088133812,0.03469114005565643,0.011259112507104874
What is the closest upper taxonomy of this animal?,Elephant,['Elephantidae'],[],0,"A genetic study based on mitogenomic analysis revealed that the African and Asian elephant genetically diverged about 7.6 million years ago.Phylogenetic analysis of nuclear DNA of African bush and forest elephants, Asian elephant, woolly mammoth and American mastodon revealed that the African bush elephant and the African forest elephant form a sister group that genetically diverged at least 1.9 million years ago. They are therefore considered distinct species. Gene flow between the two species, however, might have occurred after the split.",0.7644327282905579,0.0005779204075224698,0.013604932464659214,0.011059511452913284,0.0009662063675932586,0.04437452554702759,0.0010033705038949847
Which country does this food come from?,France,['England'],[],0,"This is a list of custard desserts, comprising prepared desserts that use custard as a primary ingredient. Custard is a variety of culinary preparations based on a cooked mixture of milk or cream and egg or egg yolk.",0.4867505729198456,0.353456974029541,0.30257856845855713,0.7015284895896912,0.22657030820846558,0.40618640184402466,0.14771150052547455
Which city or region does this building locate in?,Padua,['Padua'],[],1,The Province of Padua (Provincia di Padova) is a province in the Veneto region of Italy. Its capital is the city of Padua.,0.8831440210342407,0.8888064622879028,0.354183167219162,0.5605064034461975,0.16823174059391022,0.8349787592887878,0.37772828340530396
Which city or region does this place locate in?,Gibraltar,['Jerez de la Frontera'],[],0,"Is the most meridional national park of Europe. Its location at the southernmost point of mainland Spain, and of mainland Europe, at the point where the Atlantic Ocean and the Mediterranean Sea meet in the Strait of Gibraltar, places it on the migratory route for many birds.",0.1359415054321289,0.0517725944519043,0.0969051644206047,0.29199671745300293,0.05795813351869583,0.08858320116996765,0.014811200089752674
how many centimetre is the wingspan of this bird?,100,['200'],[],0,"The Australasian Mediterranean Sea is a mediterranean sea located in the area between Southeast Asia and Australasia. It connects the Indian and Pacific oceans. It has a maximum depth of 7,440 m and a surface area of 9.08 mil. km².",0.06145406886935234,0.0014424448600038886,0.0037163503002375364,0.006020256318151951,0.0008228570222854614,0.004162733908742666,0.0008566994220018387
Which country does this aircraft come from?,Switzerland,['Germany'],[],0,This is a list of now defunct airlines from Switzerland.,0.987888753414154,0.7250857353210449,0.49996161460876465,0.5186606049537659,0.42213475704193115,0.7140271663665771,0.46572473645210266
what is the date this aircraft took the first flight?,1967,['1968 10 4'],[],0,The airline operated the following aircraft types before it ceased operations:  Airbus A310 Antonov An-12 Antonov An-24 Ilyushin Il-76M Let L-410 Turbolet Tupolev Tu-154M Yakovlev Yak-40 A number of helicopters,0.02509990893304348,0.03278661146759987,0.02411133050918579,0.014026300050318241,0.000787990284152329,0.008653061464428902,0.003340092720463872
How many offspring can this bird produce at the same time?,1,['5.9'],[],0,"Colonies can be founded throughout the breeding season, which takes place from the beginning of March to the beginning of November, depending on ecological conditions. Each colony is founded by a solitary female. The brood is produced continuously as long as space and resources are available. Young males and females emerge from the beginning of May until the end of the breeding season in November.  Overlapping generations can be found in nests starting at the beginning of May. All spring nests contain only one bee (either a young female or an old female who has overwintered) until the progeny of the bee enters the pupal stage. After that, between 1–8 adult females may be present one time as new adults remain in the nest for up to 2 weeks. Colony and nesting cycles coincide.",0.15408451855182648,0.09443265944719315,0.01109862606972456,0.016482993960380554,0.004376581404358149,0.02677934803068638,0.03410648927092552
Which city or region does this place locate in?,Russia,['Vologda Urban Okrug'],[],0,"Kuznetsky District (Russian: Кузне́цкий райо́н) is an administrative and municipal district (raion), one of the twenty-seven in Penza Oblast, Russia. It is located in the east of the oblast. The area of the district is 2,071 square kilometers (800 sq mi). Its administrative center is the town of Kuznetsk (which is not administratively a part of the district). Population: 38,056 (2010 Census);  41,712 (2002 Census); 41,597 (1989 Census).",0.7706075310707092,0.0008642222383059561,0.07748976349830627,0.018504830077290535,0.018568111583590508,0.033533889800310135,0.0060846093110740185
What is this building named after?,Autun,['Lazarus of Bethany'],[],0,Autun Cathedral at Structurae Autun Cathedral at archINFORM (in German) (in French) Art-Roman.net: La Cathédrale d'Autun (in French) L'Art Roman en Bourgogne: Autun,0.3344061076641083,0.0006675714976154268,0.013493634760379791,0.0016216555377468467,0.004790447652339935,0.006259767804294825,0.0028337850235402584
What is this object named after?,Neferkhawet,['Canopus'],[],0,"The Theban Tomb of Neferkhawet MMA729 is located in El-Assasif, Theban Necropolis. The tomb contained the burials of Neferkhawet, his wife Rennefer, his son Amunemhet, his daughter Ruiu, and his son or son-in-law Bakamun called Baki. Neferkhawet was a scribe and keeper of the documents during the Thutmosid period.",0.3286963105201721,0.08757465332746506,0.04014698788523674,0.15642647445201874,0.011779463849961758,0.002432489302009344,0.018426815047860146
What is this place named after?,Victoria,['Battle of Trafalgar'],[],0,"Sculptures and applied art are in the Victoria and Albert Museum, the British Museum houses earlier art, non-Western art, prints and drawings, and art of a later date is at Tate Modern. Some British art is in the National Gallery, but the National Collection of British Art is mainly in Tate Britain. St Martin's Workhouse (to the east) was cleared for the construction of E. M. Barry's extension, whereas St George's Barracks stayed until 1911, supposedly because of the need for troops to be at hand to quell disturbances in Trafalgar Square. (Conlin 2006, p. 401) Wilkins hoped for more land to the south, but was denied it as building there would have obscured the view of St Martin-in-the-Fields. They are as follows: above the main entrance, a blank roundel (originally to feature the Duke of Wellington's face) flanked by two female figures (personifications of Europe and Asia/India, sites of his campaigns) and high up on the eastern façade, Minerva by John Flaxman, originally Britannia. The director role was created in 1855, 31 years after the Gallery's founding.",0.14467915892601013,0.0016155106713995337,0.00967381987720728,0.04246465489268303,0.01127050444483757,0.03778744488954544,0.009262222796678543
What is this plant named after?,Acis,['Charles Wilkins Short'],[],0,"Acis autumnalis was first described by Carl Linnaeus in 1753, as Leucojum autumnale. Richard Anthony Salisbury in 1807 in The Paradisus Londinensis was the first to suggest putting Leucojum autumnale in a new genus, Acis, although he did not actually use the name Acis autumnale, which was first published in 1829 by Robert Sweet. Most later botanists did not accept the distinction between Leucojum and Acis. The genus, and with it Acis autumnalis, was reinstated in 2004, after it was determined on morphological and molecular grounds that, when broadly defined, Leucojum is paraphyletic. The species has been divided into a number of varieties, differing in minor characters. For example, A. autumnalis var. diphyllum from North Africa has two spathes. The World Checklist of Selected Plant Families regards all the varieties as part of a single species.",0.4944555163383484,0.11370301246643066,0.0648643970489502,0.36972659826278687,0.5985265970230103,0.6877641081809998,0.08667878806591034
What is the closest parent taxonomy of this plant?,Populus,['Picea'],[],0,"The genus Populus has traditionally been divided into six sections on the basis of leaf and flower characters; this classification is followed below. Recent genetic studies have largely supported this, confirming some previously suspected reticulate evolution due to past hybridisation and introgression events between the groups. Some species (noted below) had differing relationships indicated by their nuclear DNA (paternally inherited) and chloroplast DNA sequences (maternally inherited), a clear indication of likely hybrid origin. Hybridisation continues to be common in the genus, with several hybrids between species in different sections known. There are currently 57 accepted species in the genus.",0.8615070581436157,0.0010082043008878827,0.658830463886261,0.7915292978286743,0.8998777270317078,0.7859763503074646,0.42553192377090454
