question_text,prediction,ground_truths,generated_text,correctness,context,LARS_BASE,llava_infoseek_bm25_base_no_context,llava_infoseek_bm25_base_with_context,llava_infoseek_bm25_no_p_prime,llava_infoseek_bm25_no_p_q_i,llava_infoseek_bm25_no_p_q_c,llava_infoseek_bm25_no_p_q
Which city or region does this place locate in?,London,['City of Westminster'],[],0,"The Sea Cadets hold a yearly Battle of Trafalgar victory parade running the north of Whitehall, from Horse Guard's Parade to Nelson's Column. As an archetypal London location, Trafalgar Square featured in film and television productions during the Swinging London era of the late 1960s, including The Avengers, Casino Royale, Doctor Who, and The Ipcress File. It was used for filming several sketches and a cartoon backdrop in the BBC comedy series Monty Python's Flying Circus. In May 2007, the square was grassed over with 2,000 square metres of turf for two days in a campaign by London authorities to promote ""green spaces"" in the city. In July 2011, due to building works in Leicester Square, the world premiere of the final film in the Harry Potter series, Harry Potter and the Deathly Hallows – Part 2, was held in Trafalgar Square, with a 0.75-mile (1.21 km) red carpet linking the squares. Fans camped in Trafalgar Square for up to three days before the premiere, despite torrential rain. It was the first film premiere ever to be held there.",0.9900417327880859,0.0018148499075323343,0.3410263657569885,0.06009630858898163,0.213844433426857,0.5573461651802063,0.2911251187324524
In which year did this building come into service?,1772,['1772'],[],1,"The Cabo da Roca Lighthouse (Portuguese: Farol de Cabo da Roca) is a beacon/lighthouse located 165 metres (541 ft) above the Atlantic Ocean, on Portugal's (and continental Europe's) most westerly extent (Cabo da Roca). It is located in the civil parish of Colares, in the municipality of Sintra, situated on a promontory that juts out into the ocean, made up of granite boulders and interspersed limestone. It is a third-order lighthouse, which originally began operating in 1772. It was the first new purpose-built lighthouse to be constructed in the country: the older lighthouses in existence at that time, were constructed on existing platforms or from pre-existing beacons.",0.3644038438796997,0.556073784828186,0.5022392868995667,0.08723396807909012,0.10609608143568039,0.4271200895309448,0.12767364084720612
What is the vertex figure of this object?,Star,['line segment'],[],0,"A vertex figure of an n-polytope is an (n−1)-polytope. For example, a vertex figure of a polyhedron is a polygon, and the vertex figure for a 4-polytope is a polyhedron. In general a vertex figure need not be planar. For nonconvex polyhedra, the vertex figure may also be nonconvex. Uniform polytopes, for instance, can have star polygons for faces and/or for vertex figures.",0.4994492530822754,0.002338643418624997,0.01295084785670042,0.0034250859171152115,0.005711986683309078,0.0008308839169330895,0.0013316662516444921
What is the immediately prior item that this vehicle follows in a series?,Neon,['Chrysler Neon'],[],0,"The Dodge Caliber is a compact hatchback manufactured and marketed by Chrysler's Dodge division from model years 2007 to 2012, replacing the Dodge Neon and Chrysler PT Cruiser. Following the Caliber concept which debuted at the 2005 Geneva Motor Show, the pre-production version debuted at the 2006 North American International Auto Show, with market launch in March 2006. The Caliber was manufactured at the Belvidere Assembly (Illinois) plant, and across its six-year model run, just over 400,000 were produced.",0.7544200420379639,0.0006351028569042683,0.0202581025660038,0.0012103964108973742,0.0026581957936286926,0.0008014285122044384,0.004199210088700056
What is the parent organization of this aircraft?,Cirrus airlines,['Daimler-Benz'],[],0,"Cirrus Airlines was founded in February 1995 as Cirrus Luftfahrtgesellschaft mbH and operated an executive charter business. In March 1998, Cirrus Airlines received its licence to operate scheduled passenger services between Saarbrücken Airport and Hamburg. In August 1999, Cirrus Airlines took over Cosmos Air, its Dornier 328 and the route between Mannheim and Berlin Tempelhof and Baden Air in 2000. In February 2000, upon the 5th anniversary of Cirrus Airlines, it established a cooperative partnership with German-owned Lufthansa and became a Team Lufthansa franchise member. In April that year, Cirrus received licences to operate regularly scheduled service between Mannheim City Airport and Hamburg Airport and between Berlin and Sylt. Cirrus steadily expanded its business, with scheduled services operating mainly from Saarbrücken Airport and Mannheim City Airport to domestic destinations.  The following years the airline started to decentralize its operations, also flying low-density point-to-point routes and adding Embraer-Jets to its Turboprop-Fleet. In 2004 Cirrus Airlines took over Augsburg Airways, a Lufthansa Regional member. The headquarters were consequently moved to Hallbergmoos, near Munich Airport. Cirrus Technik and Cirrus Flight Training remained at Saarbrücken Airport. The company introduced a modified corporate identity in January 2008. Cirrus Airlines was a company within Aviation Investment Corp. along with Cirrus Maintenance and Cirrus Service. On 20 January 2012, the airline ceased operations and flew all aircraft back to Saarbrücken. This left some airports temporarily without scheduled service, like Hof Airport and Mannheim City Airport.",0.9159073829650879,0.6455206871032715,0.1348487138748169,0.010136725381016731,0.05955429747700691,0.021759482100605965,0.2662919759750366
What country does this building belong to?,France,['France'],[],1,"1915 in art Cultural depictions of Joan of Arc Equestrian statue of Joan of Arc (Portland, Oregon)",0.9870065450668335,0.8369982838630676,0.9018785953521729,0.9283342361450195,0.9500201940536499,0.7231526970863342,0.8419416546821594
What is the genre of this building?,Residential,['equestrian statue | public art'],[],0,Boulevard du Palais Place du Palais-Royal Rue du Pélican Rue Perrault Rue de la Petite-Truanderie Rue des Petits-Champs Place Pierre-Emmanuel Rue Pierre-Lescot Rue du Plat-d'Étain Place du Pont-Neuf Rue du Pont-Neuf Passage Potier Rue des Prêcheurs Rue des Prêtres-Saint-Germain-l'Auxerrois Rue des Prouvaires Place des Pyramides Rue des Pyramides,0.49701976776123047,0.0006973897689022124,0.04391041398048401,0.01487735565751791,0.02564205601811409,0.29549455642700195,0.011845823377370834
Which railway line is this place directly connected to?,Berlin,['Pirna–Coswig railway | Dresden–Werdau railway'],[],0,"There are two main inter-city transit hubs in the railway network in Dresden: Dresden Hauptbahnhof and Dresden-Neustadt railway station. The most important railway lines run to Berlin, Prague, Leipzig and Chemnitz. A commuter train system (Dresden S-Bahn) operates on three lines alongside the long-distance routes.",0.8793110251426697,0.6649696826934814,0.1435578465461731,0.04122185707092285,0.02704751491546631,0.006515569053590298,0.3658801019191742
Which city or region does this place locate in?,Punjab,['15th arrondissement of Paris'],[],0,"Fazilka TV Tower, often nicknamed the Fazilka Eiffel Tower, is a 304.8 m (1,000 ft) tall Indian lattice tower at Fazilka, Punjab, India, which is used for FM-/TV-broadcasting in the whole of Punjab. The tower is currently the forty-fourth in the world and the second tallest man-made structure in India. Fazilka TV Tower is able to supply all areas around 100 kilometres of its location with TV programmes. The tall tower is nicknamed the ""Fazilka Eiffel Tower"", although its similarity with the real Eiffel Tower is questionable at best. Fazilka TV Tower, after Rameswaram TV Tower, is the second-tallest man-made structure in India.",0.3910801410675049,0.004502957686781883,0.034031935036182404,0.006934575270861387,0.10852226614952087,0.012247515842318535,0.019119301810860634
How many burial places does this facility have?,1,['4870'],[],0,"The Beecher Mausoleum is a community mausoleum located at the junction of Illinois Route 1 and Horner Lane in Washington Township, Will County, Illinois, southeast of the village of Beecher. The mausoleum was built in 1913–14, making it an early example of a community mausoleum. The first community mausoleum in the United States was built in 1907, and changing burial traditions and successful marketing made them a popular method of burial through the 1930s. These mausoleums were most common in large cities, and the Beecher Mausoleum is a rare early example of a community mausoleum in a small, rural village. Architect Cecil E. Bryan, who designed many community mausoleums for the National Mausoleum Company, designed the mausoleum in the Neoclassical style. The mausoleum was added to the National Register of Historic Places on September 18, 2013.",0.17824558913707733,0.011142878793179989,0.08497881889343262,0.04456610605120659,0.01188177801668644,0.034880153834819794,0.03317098319530487
Which body of water is this building located in or next to?,Ocean,['Baltic Sea'],[],0,"The lighthouse is made of bricks and painted white on the outer walls. The height is 14.3 meters (47 ft) and it flashes light three times every 20 seconds. The building consists of the main body, the lamp and the roof. On the cliff below the lighthouse are two fog water cannons.",0.9303115606307983,0.0006786776357330382,0.019105050712823868,0.016314946115016937,0.003306951839476824,0.0014654707629233599,0.008447947911918163
Which street is this building located at?,Rue de Valois,['rue Vivienne | rue de la Banque'],[],0,Place de Valois Rue de Valois Rue Vauvilliers Cour Vendôme Place Vendôme Rue de Ventadour Passage Vérité Galerie Véro-Dodat Rue de Viarmes Place des Victoires Avenue Victoria Rue Villedo Rue du Vingt-Neuf-Juillet Galerie Vivienne Rue Vivienne Rue Volney,0.1540089100599289,0.2278738021850586,0.32366952300071716,0.007586480118334293,0.22163569927215576,0.01588626578450203,0.2895776927471161
Who is the creator of this building?,Gianlorenzo Bernini,['Pietro Bernini'],[],0,Trinità dei Monti Keats-Shelley Memorial House Giorgio De Chirico House Column of the Immaculate Conception Fountain of the Babuino Spanish Steps Fontana della Barcaccia,0.022673558443784714,0.015971040353178978,0.04132845625281334,0.02311321161687374,0.01742607355117798,0.009275319054722786,0.039659347385168076
What is the closest upper taxonomy of this animal?,Elephant,['Elephantidae'],[],0,"The origins of the taxon Afrotheria is deeply rooted in the African continent. The best known of these is the aardvark and the African bush elephant. Most members of the Afrotheria have remained in Africa. The African bush elephant is the only proboscidean in South Africa, and the largest native animal. It is an ecosystem engineer, opening up dense thicket and woodland for more open-habitat species. The aardvark is an odd-looking creature. It is a prodigious digger and sleeps in burrows during the day. It feeds mainly on termites and ants. There are two species of dassies or hyraxes, the rock hyrax and the tree hyrax, the former widespread over the country and the latter occurring in the eastern part of the country. They are relatives of the elephants, although not the closest (sirenians are more closely related). Their major predators are the Verreaux's eagle and the caracal. Elephant shrews resemble shrews but are not related to them. They similarly eat arthropods.",0.8939768671989441,0.0006285656127147377,0.13296125829219818,0.0670926570892334,0.004125823732465506,0.1930529773235321,0.08453099429607391
Which country does this food come from?,France,['England'],[],0,"On December 16, 2014, Logan won the second season of MasterChef Junior. Logan's winning meal included an appetizer of saffron spot prawns with olive remoulade and smoked aioli, an entree of salt-crusted branzino and a dessert of Meyer lemon madeleines with goat cheese mousse and a berry compote. He has also appeared on Season 4 (Cupcake Judge) & Season 5 (Show Clip) & Season 6 (Guest) of the show.",0.48720940947532654,0.2850671410560608,0.5206378698348999,0.731708824634552,0.6698803305625916,0.9156350493431091,0.5108587145805359
Which city or region does this building locate in?,Padova,['Padua'],[],0,"Pierluigi Petrobelli."" L'Ermiona di Pio Enea Obizzi ed i primi spettacoli d'opera venetiani"" in La nuova musicologica italiana, Torino, Einaudi, 1965 (Quaderni della rassegna musicale, 3) Prosdocimi, Aldo. Il Prato della Valle, Padova. 1978. Stratico, Simone. Dell'antico teatro di Padova, Padova, 1795. Stefano Zaggia. Isoletta sacra al commercio ed all’arti"". Andrea Memmo, Melchiorre Cesarotti e il Prato della Valle come esperimento di riforma del paesaggio urbano, in Melchiorre Cesarotti e le trasformazioni del paesaggio europeo, a cura di F. Finotti, Trieste, EUT, 2010, pp. 112–128. http://hdl.handle.net/10077/4458",0.20830145478248596,0.03701357543468475,0.2898540496826172,0.4541313052177429,0.2558498680591583,0.3673139214515686,0.500228762626648
Which city or region does this place locate in?,Spain,['Jerez de la Frontera'],[],0,"Other ""Big Four"" academies: Spanish Riding School of Vienna Portuguese School of Equestrian Art Royal Andalusian School of Equestrian Art",0.7439296245574951,0.0007573164184577763,0.02996930480003357,0.010474289767444134,0.0029964593704789877,0.09461270272731781,0.0017121287528425455
how many centimetre is the wingspan of this bird?,171-185,['200'],[],0,"When seen in flight the snow-white body with the black tail, primaries and secondaries, and dark bill makes them easy to identify. At closer range the distinctive golden crown and nape, which gradually becomes white on the neck, is noticeable. Juveniles and immatures are dark brown with a pale bill, and can resemble the dark-coloured boobies at first glance. Adults are about 84–94 cm (33–37 in) long and have a 171–185 cm (67–73 in) wingspan and weigh ca. 2.6 kg (5.7 lb). The Cape gannet is identified from the Australasian gannet by the all-black tail, a longer black stripe down the throat (from underneath the beak) and more extensive black on the face, but all of these features are difficult to identify unless at close proximity. The Cape gannet is also very similar to the northern gannet, but the latter differs from its entirely white tail and its wings, which are only black at the tip. It also is similar to the blue-footed booby (Sula nebouxii).",0.32045605778694153,0.06956658512353897,0.09489210695028305,0.0017525034490972757,0.012578142806887627,0.0031687221489846706,0.03333428129553795
Which country does this aircraft come from?,Switzerland,['Germany'],[],0,"While the Chicago convention sets out the country-specific prefixes used in registration marks, and makes provision for the ways they are used in international civil aviation and displayed on aircraft, individual countries also make further provision for their formats and the use of registration marks for intranational flight. When painted on the aircraft's fuselage, the prefix and suffix are usually separated by a dash (for example, YR-BMA). When entered in a flight plan, the dash is omitted (for example, YRBMA). In some countries that use a number suffix rather than letters, like the United States (N), South Korea (HL), and Japan (JA), the prefix and suffix are connected without a dash. Aircraft flying privately usually use their registration as their radio callsign, but many aircraft flying in commercial operations (especially charter, cargo, and airlines) use the ICAO airline designator or a company callsign. Some countries will permit an aircraft that will not be flown into the airspace of another country to display the registration with the country prefix omitted - for example, gliders registered in Australia commonly display only the three-letter unique mark, without the ""VH-"" national prefix. Some countries also operate a separate registry system, or use a separate group of unique marks, for gliders, ultralights, and/or other less-common types of aircraft. For example, Germany and Switzerland both use lettered suffixes (in the form D-xxxx and HB-xxx respectively) for most forms of flight-craft but numbers (D-nnnn and HB-nnn) for unpowered gliders. Many other nations register gliders in subgroups beginning with the letter G, such as Norway with LN-Gxx and New Zealand with ZK-Gxx.",0.9878859519958496,0.9037503600120544,0.49011915922164917,0.1255563497543335,0.1590503305196762,0.4237241744995117,0.08027984946966171
what is the date this aircraft took the first flight?,1963,['1968 10 4'],[],0,"As of 1993, Iran AirTour has had three fatal aircraft accidents. On February 8, 1993, a Tupolev Tu-154, Iran Airtour Flight 962, shortly after departure from Tehran International Airport, crashed into a Sukhoi Su-24 fighter of the Iranian Air Force which was landing. In this accident all 133 people – both pilots of the Su-24 and Tu-154, all 12 crew members and 119 passengers on board – died. The main cause of this accident was the Sukhoi Su-24 fighter pilot's error. On February 12, 2002, a Tupolev Tu-154, Iran Airtour Flight 956, flying from Tehran to Khorramabad, crashed into the Sefid Kooh mountains during heavy rain, snow and dense fog.  All 12 crew members and 107 passengers died. On September 1, 2006, a Tupolev Tu-154, Iran Airtour Flight 945, flying from Bandar Abbas to Mashhad, with 11 crew and 137 passengers on board, burst into flames upon landing at Mashhad International Airport, 28 out of the 148  passengers and crew died.",0.02120143361389637,0.016262372955679893,0.1310775876045227,0.011884167790412903,0.02172963321208954,0.028107959777116776,0.03662659600377083
How many offspring can this bird produce at the same time?,1,['5.9'],[],0,"Recorded for the site are spotted flycatcher, fieldfare, goldfinch, marsh tit, jay, green woodpecker, great spotted woodpecker and lesser spotted woodpecker.",0.19599783420562744,0.008338171057403088,0.13124485313892365,0.015816373750567436,0.009978863410651684,0.01251258049160242,0.09915360808372498
Which city or region does this place locate in?,Moscow,['Vologda Urban Okrug'],[],0,"Alexandrov Kremlin Astrakhan Kremlin Fort Alexander (St. Petersburg) Gdov Kremlin Ivangorod fortress Kazan Kremlin Kolomna Kremlin Kronstadt Moscow Kremlin Nizhny Novgorod Kremlin Novgorod Kremlin Peter and Paul Fortress, Saint Petersburg Por-Bazhyn, Tuva Republic Tobolsk Kremlin Tula Kremlin Vladivostok Fortress",0.8430481553077698,0.018062492832541466,0.015548639930784702,0.005560385528951883,0.01206974033266306,0.00718547310680151,0.038241516798734665
What is this building named after?,Clapp,['Lazarus of Bethany'],[],0,"Clapp Hall was designed by Trautwein & Howard, a successor to architectural firm of Charles Klauder who designed the university's gothic Cathedral of Learning, Stephen Foster Memorial, and Heinz Memorial Chapel. Clapp Hall's exterior and interior spaces have been described as a mix of Collegiate Gothic and Art Deco. The building features a diagonally-positioned entrance that creates a direct axis with the Cathedral of Learning which is framed in Clapp Hall's stone portal entryway. The building is clad in textured Indiana limestone to match the stone used on the Cathedral of Learning. The building's use of aluminum windows has been suggested to be a quiet homage to the work of aluminum magnate George Hubbard Clapp, the building's namesake. The lobby of Clapp Hall is streamlined Art Deco in character, with terrazzo flooring and stainless steel doors, and is thus more stylistically modern than its exterior which is meant to reflect the Cathedral of Learning. It has been suggested that the lobby reveals a struggle in the design process to find a balance between the traditional gothic and more contemporary design elements.",0.9406134486198425,0.0016616762150079012,0.33461636304855347,0.046926453709602356,0.0400267131626606,0.2980288863182068,0.0799502432346344
What is this object named after?,Canopic jar,['Canopus'],[],0,Canopic jar Plain of Jars Hanging coffins,0.0634322389960289,0.0007030958076938987,0.03307327628135681,0.009174700826406479,0.014953847974538803,0.0018539733719080687,0.010548875667154789
What is this place named after?,Trafalgar,['Battle of Trafalgar'],[],0,"A Trafalgar Square in Stepney is recorded in Lockie's Topography of London, published in 1810. Trafalgar Square in Scarborough, North Yorkshire gives its name to the Trafalgar Square End at the town's North Marine Road cricket ground. The square known as Chelsea Square, London SW3 was at one time known as Trafalgar Square and predated the one in Westminster. National Heroes Square in Bridgetown, Barbados, was named Trafalgar Square in 1813, before its better-known British namesake. It was renamed in 1999 to commemorate national heroes of Barbados. There is a life scale replica of the square in Bahria Town, Lahore, Pakistan where it is a tourist attraction and centre for local residents.",0.8061575889587402,0.0038361335173249245,0.5503687858581543,0.15934021770954132,0.723612368106842,0.07408700883388519,0.6329471468925476
What is this plant named after?,Epimedium,['Charles Wilkins Short'],[],0,"The genus was given its name by Carl Linnaeus in 1753, in describing the European species E. alpinum. The name is a latinized version of a Greek name for an unidentifiable plant, epimedion, that is mentioned in Pliny's Natural History (xxvii.57). The meaning of the original name is unclear. accepted species (65) Epimedium acuminatum Epimedium alpinum Epimedium baiealiguizhouense Epimedium baojingensis Epimedium borealiguizhouense Epimedium brachyrrhizum Epimedium brevicornum Epimedium campanulatum Epimedium chlorandrum Epimedium circinatocucullatum Epimedium coactum Epimedium davidii Epimedium dewuense Epimedium diphyllum Epimedium dolichostemon Epimedium ecalcaratum Epimedium elatum Epimedium elongatum Epimedium enshiense Epimedium epsteinii Epimedium fangii Epimedium fargesii Epimedium flavum Epimedium franchetii Epimedium glandulosopilosum Epimedium grandiflorum Epimedium hunanense Epimedium ilicifolium Epimedium jingzhouense Epimedium koreanum Epimedium latisepalum Epimedium leptorrhizum Epimedium lishihchenii Epimedium lobophyllum Epimedium macrosepalum Epimedium membranaceum Epimedium mikinorii Epimedium multiflorum Epimedium myrianthum Epimedium ogisui Epimedium parvifolium Epimedium pauciflorum Epimedium perralderianum Epimedium pinnatum Epimedium platypetalum Epimedium pseudowushanense Epimedium pubescens Epimedium pubigerum Epimedium pudingense Epimedium qingchengshanense Epimedium reticulatum Epimedium rhizomatosum Epimedium sagittatum Epimedium sempervirens Epimedium setosum Epimedium shennongjiaensis Epimedium shuichengense Epimedium stellulatum Epimedium sutchuenense Epimedium trifoliolatobinatum Epimedium truncatum Epimedium wushanense Epimedium zhushanense",0.41919103264808655,0.0006593858124688268,0.419161856174469,0.2751530706882477,0.47562912106513977,0.19836701452732086,0.5030869841575623
What is the closest parent taxonomy of this plant?,Picea abies,['Picea'],[],0,Picea abies (L.) H. Karst is the accepted name of this species. More than 150 synonyms of Picea abies have been published. Homotypic synonyms of Picea abies are: Pinus abies L. Abies picea Mill. Pinus pyramidalis Salisb. Pinus abies subsp. vulgaris Voss Abies abies (L.) Druce Some heterotypic synonyms of Picea abies are: Abies alpestris Brügger Abies carpatica (Loudon) Ravenscr. Abies cinerea Borkh. Abies clambrasiliana Lavallée Abies clanbrassiliana P. Lawson Abies coerulescens K. Koch Abies conica Lavallée Abies elegans Sm. ex J.Knight Abies eremita K.Koch Abies erythrocarpa (Purk.) Nyman Abies excelsa (Lam.) Poir. Abies extrema Th.Fr. Abies finedonensis Gordon Abies gigantea Sm. ex Carrière Abies gregoryana H. Low. ex Gordon Abies inverta R. Sm. ex Gordon Abies lemoniana Booth ex Gordon Abies medioxima C.Lawson Abies minuta Poir. Abies montana Nyman Abies parvula Knight Abies subarctica (Schur) Nyman Abies viminalis Wahlenb. Picea alpestris (Brügger) Stein Picea cranstonii Beissn. Picea elegantissima Beissn. Picea excelsa (Lam.) Link Picea finedonensis Beissn. Picea gregoryana Beissn. Picea integrisquamis (Carrière) Chiov. Picea maxwellii Beissn. Picea montana Schur Picea remontii Beissn. Picea rubra A. Dietr. Picea subarctica Schur Picea velebitica Simonk. ex Kümmerle Picea viminalis (Alstr.) Beissn. Picea vulgaris Link Pinus excelsa Lam. Pinus sativa Lam. Pinus viminalis Alstr.,0.2784453332424164,0.0015618131728842854,0.26546841859817505,0.09592393785715103,0.2702332139015198,0.0020290808752179146,0.40003201365470886
What is the closest parent taxonomy of this plant?,Quercus,['Quercus'],[],1,"Black oak is well known to readily hybridize with other members of the red oak (Quercus sect. Lobatae) group, being one parent in at least a dozen different named hybrids. Quercus × bushii (Quercus marilandica × Q. velutina) – Bush's oak Quercus × cocksii (Quercus laurifolia × Q. velutina) – Cocks' oak Quercus × demarei (Quercus nigra × Q. velutina) Quercus × discreta (Quercus shumardii × Q. velutina) Quercus × filialis (Quercus phellos × Q. velutina) Quercus × fontana (Quercus coccinea × Q. velutina) Quercus × hawkinsiae (Quercus rubra × Q. velutina) – Hawkin's oak Quercus × leana (Quercus imbricaria × Q. velutina) – Lea's oak Quercus × palaeolithicola (Quercus ellipsoidalis × Q. velutina) Quercus × podophylla (Quercus incana × Q. velutina) Quercus × rehderi (Quercus ilicifolia × Q. velutina) – Rehder's oak Quercus × vaga (Quercus palustris × Q. velutina) Quercus × willdenowiana (Quercus falcata × Q. velutina) – Willdenow's oak",0.960245668888092,0.0009639610070735216,0.6953355669975281,0.6442007422447205,0.7870562672615051,0.6827228665351868,0.651453971862793
What is the basin country to the lake?,Kiso,['Japan'],[],0,"The region is known for its various mountains and geological features, and is most well known for Mount Fuji, the tallest mountain in Japan. Mountain Ranges: Akaishi Mountains, Hida Mountains, Kiso Mountains, Yatsugatake Mountains Mountains: Mount Fuji, Mount Tateshina, Mount Yari, Mount Hotakadake, Mount Yake, Mount Norikura, Mount Ontake, Mount Akaishi, Mount Shirouma, Mount Asama Basins: Kiso Valley, Kofu Basin, Suwa Basin, Matsumoto Basin, Ina Basin, Ueda Basin, Saku Basin, Nagano Basin Plateau: Kirigamine, Sugadaira Plateau Lakes: Lake Suwa, Lake Aoki, Lake Shirakaba Rivers : Fuefuki River, Fuji River, Tenryū River, Kiso River, Shinano River Onsen: Kamisuwa Onsen, Bessho Onsen",0.49054834246635437,0.07419363409280777,0.10367748141288757,0.0012227218830958009,0.007001533638685942,0.001660383422859013,0.00934053584933281
What is the sea level in metre of this place?,0,['45'],[],0,"Mount Majura is a small mountain with an elevation of 890 metres (2,920 ft) AHD  that is located in the northern suburbs of Canberra in the Australian Capital Territory, Australia. Mount Majura lies close to the more prominent Mount Ainslie and is the highest point within the urban boundaries of Canberra. Mount Majura is contained within part of the Canberra Nature Park.",0.5009028315544128,0.0008743834914639592,0.1926606446504593,0.029212307184934616,0.015517467632889748,0.00864875502884388,0.07467333227396011
What is the closest parent taxonomy of this plant?,Papaver,['Stylophorum'],[],0,"Papaver croceum can reach a height of 30–40 centimetres (12–16 in). It is a biennial or perennial herbaceous plant, with a basal rosette of long-stalked bluish-green lobed leaves. The stems are leafless and haired. Flowers are actinomorphic, solitary, 5–6 centimetres (2.0–2.4 in) wide, with four yellow, orange, reddish or white petals. They bloom from June to August. This plant is cultivated as an ornamental plant and erroneously sold under the name of Papaver nudicaule, that is instead a different species (Papaver nudicaule L. – common names Iceland poppy, Icelandic poppy).",0.14947527647018433,0.0008439320372417569,0.8223305344581604,0.3356902301311493,0.5148316025733948,0.36685436964035034,0.4874759018421173
What is the location of this person?,Eugen-keidel tower,"[""crow's nest""]",[],0,"Eugen-Keidel Tower is a 31-metre-high observation tower location on the Schauinsland mountain near Freiburg, Germany. It was built in 1981. The Eugen-Keidel Tower has an extraordinary design with a triangular cross section.",0.1802978515625,0.009441010653972626,0.009411833249032497,0.0009776358492672443,0.0031774956732988358,0.0007675373926758766,0.002800337038934231
"for the animal in the image, what do they commonly eat?",Grass,['plant'],[],0,"The Indian elephant (Elephas maximus indicus) is one of three extant recognised subspecies of the Asian elephant and native to mainland Asia. Since 1986, the Asian elephant has been listed as Endangered on the IUCN Red List as the wild population has declined by at least 50% since the 1930s to 1940s, i.e. three elephant generations. The Asian elephant is threatened by habitat loss, degradation and fragmentation.",0.7084725499153137,0.0019107514526695013,0.05913686007261276,0.004208557773381472,0.023323675617575645,0.0031978306360542774,0.021087277680635452
Who is the manufacturer of this object?,Reckitt,['Barnes & Noble'],[],0,"Finish is the brand name of a range of dishwasher detergent and cleaning products sold by the consumer products manufacturer Reckitt. The tablets, based on the original product, contain surfactants which counteract water hardness and break down foods containing starches and proteins, and remove bleachable stains and produce enzymes and foams. The product is specially designed for dishwashers. Prior to 2009, the product was known as Electrasol in North America, and as Calgonit in some European countries.",0.9201701879501343,0.015635861083865166,0.29522091150283813,0.2686353325843811,0.09098625928163528,0.24064137041568756,0.30238616466522217
What country does this place belong to?,Usa,['United Kingdom'],[],0,"Taughannock Falls' main cataract is a 215-foot drop (66 m), making it 33 feet (10 m) taller than Niagara Falls.  It is the tallest single-drop waterfall east of the Rocky Mountains. The waterfall is located along the creek, which flows through a long gorge with cliffs up to 400 feet (120 m) high.",0.8820395469665527,0.0016255720984190702,0.005519644822925329,0.004054597578942776,0.0012344357091933489,0.0008597972337156534,0.002539663342759013
What is this mountain named after?,Ceven,['William McKinley'],[],0,"The name Hohenhewen is probably of Celtic origin: the Celtic word for a domed mountain is ceven. It is possible that the mountain, in turn, gave its name to the Hegau region (Hewengew).",0.9808595180511475,0.24457649886608124,0.06093590334057808,0.02251056581735611,0.019884292036294937,0.0008225144702009857,0.019220255315303802
who/what operates this building?,Owner,['Detroit Lions'],[],0,"Isaac Merritt Singer was born on October 27, 1811, in Pittstown, Schaghticoke, New York. He was the youngest of eight children born to a German father, Adam Singer (né Reisinger) (1772–1855), and his American wife, Ruth (née Benson) Singer. His siblings were John Valentine Singer, Alexander Singer, Elizabeth (née Singer) Colby, Christiana (née Singer) Cleveland, and Elijah Singer.  In 1821, his parents divorced and Isaac was effectively abandoned by his mother. At the age of twelve, he ran away from home to join a traveling stage act, called the Rochester Players, after finding bits of work as a joiner and lathe operator.",0.13540013134479523,0.0005898313829675317,0.06086265295743942,0.018630988895893097,0.007475477177649736,0.05435063689947128,0.0026616693940013647
What is the pH value of this drink?,2.5,['2.6-2.8'],[],0,"A tonic cocktail is a cocktail that contains tonic syrup or tonic water. Tonic water is usually combined with gin for a gin and tonic, or mixed with vodka. However, it can also be used in cocktails with cognac, cynar, Lillet Blanc or Lillet Rosé, rum, tequila, or white port. Albra (vodka, cynar, mint syrup, lemon juice, tonic water) Cucumber cooler (gin, cucumber juice, pineapple syrup, lime juice, tonic water) Gin and tonic Gunga din (gin, pineapple juice, lime juice, simple syrup, cardamom pods, tonic) Lavender blanc (Lillet blanc, Dolin blanc, lavender bitters, tonic water) Peach fever (tequila, Bénédictine, muddled peach, tonic syrup) Tequila and tonic (tequila, tonic water, lime juice) Vodka tonic Yellowjacket jubilee (gin, lavender cordial, ginger syrup, lemon juice, soda water)",0.038708385080099106,0.04107529670000076,0.1976875215768814,0.10336914658546448,0.042681798338890076,0.0354561023414135,0.10366753488779068
Who is the founder of the building in the image?,James dobson,['Fraumünster abbey'],[],0,"James Dobson, Focus on the Family founder Ted Haggard, New Life Church founder Rev. Michael A. O'Donnell, Ph.D., former Priest-in-Charge of Grace and St. Stephen's Episcopal Church Elizabeth Clare Prophet, founder of Church Universal and Triumphant, and her husband Mark L. Prophet operated The Summit Lighthouse in the Broadmoor neighborhood, 1966–1976 Mark L. Prophet, with wife Elizabeth Clare Prophet, operated The Summit Lighthouse in the Broadmoor neighborhood, 1966–1976 Dawson Trotman, founder of parachurch Christian organization The Navigators",0.13631638884544373,0.09133537858724594,0.5040937662124634,0.04322485253214836,0.02746819332242012,0.18396279215812683,0.024953100830316544
What is the closest upper taxonomy of this bird?,Lapwing,['Limosa'],[],0,Yellow-wattled lapwing River lapwing Red-wattled lapwing Sociable lapwing White-tailed lapwing Grey-headed lapwing Jerdon's courser Indian courser Oriental pratincole Small pratincole,0.23201823234558105,0.0005813706084154546,0.007002598140388727,0.0007704513845965266,0.0009070858359336853,0.0007889607222750783,0.0009308524895459414
